run,strain,pos_selection,well,exp_growth_rate
r2,MG1655_1,0.0_µg/ml_tc,A02,0.012743624907947984
r2,MG1655_2,0.0_µg/ml_tc,A03,0.011866639233723135
r2,3.19_1,0.0_µg/ml_tc,A04,0.012174423837256648
r2,3.19_2,0.0_µg/ml_tc,A05,0.012319210207620801
r2,IW_1,0.0_µg/ml_tc,A06,0.012307475730523036
r2,IW_2,0.0_µg/ml_tc,A07,0.011991494216984066
r2,WTlac_1,0.0_µg/ml_tc,A08,0.011850449794684567
r2,WTlac_2,0.0_µg/ml_tc,A09,0.011880881389996392
r2,lacUV5_1,0.0_µg/ml_tc,A10,0.011841019529161141
r2,lacUV5_2,0.0_µg/ml_tc,A11,0.011428271876273132
r2,MG1655_1,0.0_µg/ml_tc,B02,0.0118609506724079
r2,MG1655_2,0.0_µg/ml_tc,B03,0.011918195519806829
r2,3.19_1,0.0_µg/ml_tc,B04,0.012009838952353838
r2,3.19_2,0.0_µg/ml_tc,B05,0.01201928257479584
r2,IW_1,0.0_µg/ml_tc,B06,0.012435090605978647
r2,IW_2,0.0_µg/ml_tc,B07,0.012515471396623462
r2,WTlac_1,0.0_µg/ml_tc,B08,0.011799275099804418
r2,WTlac_2,0.0_µg/ml_tc,B09,0.011767076656023473
r2,lacUV5_1,0.0_µg/ml_tc,B10,0.012134359632533901
r2,lacUV5_2,0.0_µg/ml_tc,B11,0.011648224635261445
r2,MG1655_1,0.1_µg/ml_tc,C02,0.010627365974122865
r2,MG1655_2,0.1_µg/ml_tc,C03,0.010413926481230852
r2,3.19_1,0.1_µg/ml_tc,C04,0.0111523253513817
r2,3.19_2,0.1_µg/ml_tc,C05,0.01200382486359748
r2,IW_1,0.1_µg/ml_tc,C06,0.011882016075111962
r2,IW_2,0.1_µg/ml_tc,C07,0.011840417905130185
r2,WTlac_1,0.1_µg/ml_tc,C08,0.011786330598974073
r2,WTlac_2,0.1_µg/ml_tc,C09,0.01168691665518777
r2,lacUV5_1,0.1_µg/ml_tc,C10,0.011760808509238786
r2,lacUV5_2,0.1_µg/ml_tc,C11,0.01054158926123564
r2,MG1655_1,0.1_µg/ml_tc,D02,0.009949451620116078
r2,MG1655_2,0.1_µg/ml_tc,D03,0.011225896557024146
r2,3.19_1,0.1_µg/ml_tc,D04,0.011397169513869954
r2,3.19_2,0.1_µg/ml_tc,D05,0.011119449790038493
r2,IW_1,0.1_µg/ml_tc,D06,0.011687247826843293
r2,IW_2,0.1_µg/ml_tc,D07,0.011782483768330635
r2,WTlac_1,0.1_µg/ml_tc,D08,0.011765605930736635
r2,WTlac_2,0.1_µg/ml_tc,D09,0.011481299889438044
r2,lacUV5_1,0.1_µg/ml_tc,D10,0.011659073510403186
r2,lacUV5_2,0.1_µg/ml_tc,D11,0.012271632348218866
r2,MG1655_1,0.16_µg/ml_tc,E02,0.009724895380829659
r2,MG1655_2,0.16_µg/ml_tc,E03,0.010155649662252367
r2,3.19_1,0.16_µg/ml_tc,E04,0.010365982104122427
r2,3.19_2,0.16_µg/ml_tc,E05,0.010779710556548935
r2,IW_1,0.16_µg/ml_tc,E06,0.011675741120005884
r2,IW_2,0.16_µg/ml_tc,E07,0.010891698830792072
r2,WTlac_1,0.16_µg/ml_tc,E08,0.01158676201907057
r2,WTlac_2,0.16_µg/ml_tc,E09,0.01116063251739698
r2,lacUV5_1,0.16_µg/ml_tc,E10,0.011398420984884725
r2,lacUV5_2,0.16_µg/ml_tc,E11,0.01172096886356832
r2,MG1655_1,0.16_µg/ml_tc,F02,0.010290179359617492
r2,MG1655_2,0.16_µg/ml_tc,F03,0.009941014900564508
r2,3.19_1,0.16_µg/ml_tc,F04,0.010995164677744185
r2,3.19_2,0.16_µg/ml_tc,F05,0.01063965233729705
r2,IW_1,0.16_µg/ml_tc,F06,0.011808010729896106
r2,IW_2,0.16_µg/ml_tc,F07,0.011643882309471236
r2,WTlac_1,0.16_µg/ml_tc,F08,0.011878440706903848
r2,WTlac_2,0.16_µg/ml_tc,F09,0.01161340564594024
r2,lacUV5_1,0.16_µg/ml_tc,F10,0.011621018925152937
r2,lacUV5_2,0.16_µg/ml_tc,F11,0.011838088017143901
r2,MG1655_1,0.27_µg/ml_tc,G02,0.009628490567069421
r2,MG1655_2,0.27_µg/ml_tc,G03,0.010192067309678914
r2,3.19_1,0.27_µg/ml_tc,G04,0.01020878151861007
r2,3.19_2,0.27_µg/ml_tc,G05,0.0100751286479215
r2,IW_1,0.27_µg/ml_tc,G06,0.011200207901379641
r2,IW_2,0.27_µg/ml_tc,G07,0.011104066789196123
r2,WTlac_1,0.27_µg/ml_tc,G08,0.011891844750195682
r2,WTlac_2,0.27_µg/ml_tc,G09,0.011741874209057188
r2,lacUV5_1,0.27_µg/ml_tc,G10,0.011514783685891565
r2,lacUV5_2,0.27_µg/ml_tc,G11,0.011483254994621545
r2,MG1655_1,0.27_µg/ml_tc,H02,0.0088049727525485
r2,MG1655_2,0.27_µg/ml_tc,H03,0.009707911517833656
r2,3.19_1,0.27_µg/ml_tc,H04,0.010092326804874688
r2,3.19_2,0.27_µg/ml_tc,H05,0.010599283234687257
r2,IW_1,0.27_µg/ml_tc,H06,0.011075975671276618
r2,IW_2,0.27_µg/ml_tc,H07,0.011313957674045074
r2,WTlac_1,0.27_µg/ml_tc,H08,0.011435308612002652
r2,WTlac_2,0.27_µg/ml_tc,H09,0.011795277020250497
r2,lacUV5_1,0.27_µg/ml_tc,H10,0.01188276915769786
r2,lacUV5_2,0.27_µg/ml_tc,H11,0.011807781386308489
