run,strain,pos_selection,well,exp_growth_rate
r2,MG1655_1,0.0_µg/ml_tc,A02,0.010336028407839067
r2,MG1655_2,0.0_µg/ml_tc,A03,0.010694882530428745
r2,3.19_1,0.0_µg/ml_tc,A04,0.010960747009648188
r2,3.19_2,0.0_µg/ml_tc,A05,0.010841061468354467
r2,IW_1,0.0_µg/ml_tc,A06,0.011382873482136702
r2,IW_2,0.0_µg/ml_tc,A07,0.011165682755830224
r2,WTlac_1,0.0_µg/ml_tc,A08,0.010747309739904613
r2,WTlac_2,0.0_µg/ml_tc,A09,0.010972562126989414
r2,lacUV5_1,0.0_µg/ml_tc,A10,0.010949966121439812
r2,lacUV5_2,0.0_µg/ml_tc,A11,0.010792868786334588
r2,MG1655_1,0.0_µg/ml_tc,B02,0.010922578439204505
r2,MG1655_2,0.0_µg/ml_tc,B03,0.010889928616805543
r2,3.19_1,0.0_µg/ml_tc,B04,0.011038841892639643
r2,3.19_2,0.0_µg/ml_tc,B05,0.010981044104433832
r2,IW_1,0.0_µg/ml_tc,B06,0.011287645615280882
r2,IW_2,0.0_µg/ml_tc,B07,0.011191502381098655
r2,WTlac_1,0.0_µg/ml_tc,B08,0.010659244249192732
r2,WTlac_2,0.0_µg/ml_tc,B09,0.01091821765778767
r2,lacUV5_1,0.0_µg/ml_tc,B10,0.010516924900184754
r2,lacUV5_2,0.0_µg/ml_tc,B11,0.010652922588611785
r2,lacUV5_1,37.3_µg/ml_tc,C10,0.007774156933967589
r2,lacUV5_2,37.3_µg/ml_tc,C11,0.007476429404852436
r2,lacUV5_1,37.3_µg/ml_tc,D10,0.007810460985386713
r2,lacUV5_2,37.3_µg/ml_tc,D11,0.007951848136852385
r2,lacUV5_1,61.1_µg/ml_tc,E10,0.006196797707836365
r2,lacUV5_2,61.1_µg/ml_tc,E11,0.006200662663460403
r2,lacUV5_1,61.1_µg/ml_tc,F10,0.0062974893351283485
r2,lacUV5_2,61.1_µg/ml_tc,F11,0.006242654988832981
