run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r2,6.166666666666667,37.1,0.091,0.005815686274509735,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,13.166666666666666,37.0,0.091,0.005815686274509735,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,20.166666666666668,37.0,0.092,0.006815686274509736,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,27.166666666666668,37.0,0.092,0.006815686274509736,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,34.166666666666664,37.0,0.093,0.007815686274509737,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,41.166666666666664,37.0,0.093,0.007815686274509737,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,48.166666666666664,37.0,0.094,0.008815686274509738,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,55.166666666666664,37.0,0.094,0.008815686274509738,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,62.166666666666664,37.1,0.095,0.009815686274509738,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,69.16666666666667,37.1,0.096,0.01081568627450974,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,76.16666666666667,37.0,0.096,0.01081568627450974,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,83.16666666666667,37.0,0.097,0.01181568627450974,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,90.16666666666667,37.0,0.098,0.012815686274509741,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,97.16666666666667,37.0,0.099,0.013815686274509742,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,104.16666666666667,37.0,0.1,0.014815686274509743,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,111.16666666666667,37.0,0.101,0.015815686274509744,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,118.16666666666667,37.0,0.102,0.01681568627450973,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,125.16666666666667,37.1,0.103,0.01781568627450973,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,132.16666666666666,37.0,0.104,0.018815686274509733,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,139.16666666666666,37.1,0.105,0.019815686274509733,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,146.16666666666666,37.0,0.107,0.021815686274509735,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r2,153.16666666666666,37.1,0.108,0.022815686274509736,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
