run,strain,pos_selection,well,exp_growth_rate
r1,MG1655_1,0.0_µg/ml_tc,A02,0.010953843756575432
r1,MG1655_2,0.0_µg/ml_tc,A03,0.01142485974567139
r1,3.19_1,0.0_µg/ml_tc,A04,0.011515069888752338
r1,3.19_2,0.0_µg/ml_tc,A05,0.011541852235636734
r1,IW_1,0.0_µg/ml_tc,A06,0.01185592503769525
r1,IW_2,0.0_µg/ml_tc,A07,0.0116979022142288
r1,WTlac_1,0.0_µg/ml_tc,A08,0.011351834201386708
r1,WTlac_2,0.0_µg/ml_tc,A09,0.011302983405912199
r1,lacUV5_1,0.0_µg/ml_tc,A10,0.011440883731008935
r1,lacUV5_2,0.0_µg/ml_tc,A11,0.01149501951151687
r1,MG1655_1,0.0_µg/ml_tc,B02,0.010925672853789748
r1,MG1655_2,0.0_µg/ml_tc,B03,0.011656005735542518
r1,3.19_1,0.0_µg/ml_tc,B04,0.011580662642053091
r1,3.19_2,0.0_µg/ml_tc,B05,0.011606318741435624
r1,IW_1,0.0_µg/ml_tc,B06,0.011712450065519246
r1,IW_2,0.0_µg/ml_tc,B07,0.01193250783763836
r1,WTlac_1,0.0_µg/ml_tc,B08,0.011441504270904849
r1,WTlac_2,0.0_µg/ml_tc,B09,0.01144014675362168
r1,lacUV5_1,0.0_µg/ml_tc,B10,0.011478180811768567
r1,lacUV5_2,0.0_µg/ml_tc,B11,0.011214466018341298
r1,MG1655_1,0.1_µg/ml_tc,C02,0.011157451756381154
r1,MG1655_2,0.1_µg/ml_tc,C03,0.010087063688942927
r1,3.19_1,0.1_µg/ml_tc,C04,0.010341362146595666
r1,3.19_2,0.1_µg/ml_tc,C05,0.010179870082544045
r1,IW_1,0.1_µg/ml_tc,C06,0.01096707062004357
r1,IW_2,0.1_µg/ml_tc,C07,0.011334519967848096
r1,WTlac_1,0.1_µg/ml_tc,C08,0.010866158009465315
r1,WTlac_2,0.1_µg/ml_tc,C09,0.011072647454717744
r1,lacUV5_1,0.1_µg/ml_tc,C10,0.011201431880218677
r1,lacUV5_2,0.1_µg/ml_tc,C11,0.011028505850509358
r1,MG1655_1,0.1_µg/ml_tc,D02,0.011476535115698428
r1,MG1655_2,0.1_µg/ml_tc,D03,0.010066134310214846
r1,3.19_1,0.1_µg/ml_tc,D04,0.010181495607483031
r1,3.19_2,0.1_µg/ml_tc,D05,0.010195599687270653
r1,IW_1,0.1_µg/ml_tc,D06,0.011506187240856466
r1,IW_2,0.1_µg/ml_tc,D07,0.011171200683135542
r1,WTlac_1,0.1_µg/ml_tc,D08,0.01117489556738393
r1,WTlac_2,0.1_µg/ml_tc,D09,0.010936487547801181
r1,lacUV5_1,0.1_µg/ml_tc,D10,0.01106012863136903
r1,lacUV5_2,0.1_µg/ml_tc,D11,0.010850534824667126
r1,MG1655_1,0.16_µg/ml_tc,E02,0.01117498093059198
r1,MG1655_2,0.16_µg/ml_tc,E03,0.0095114611918649
r1,3.19_1,0.16_µg/ml_tc,E04,0.009749013599070088
r1,3.19_2,0.16_µg/ml_tc,E05,0.0096602571039621
r1,IW_1,0.16_µg/ml_tc,E06,0.010968421831684633
r1,IW_2,0.16_µg/ml_tc,E07,0.010927504758464004
r1,WTlac_1,0.16_µg/ml_tc,E08,0.011123440523879242
r1,WTlac_2,0.16_µg/ml_tc,E09,0.01104783477158391
r1,lacUV5_1,0.16_µg/ml_tc,E10,0.011107209668406528
r1,lacUV5_2,0.16_µg/ml_tc,E11,0.011297249455389149
r1,MG1655_1,0.16_µg/ml_tc,F02,0.011685737581829642
r1,MG1655_2,0.16_µg/ml_tc,F03,0.00950613317067163
r1,3.19_1,0.16_µg/ml_tc,F04,0.009588700480506947
r1,3.19_2,0.16_µg/ml_tc,F05,0.009463474099224337
r1,IW_1,0.16_µg/ml_tc,F06,0.011247744423176042
r1,IW_2,0.16_µg/ml_tc,F07,0.01103347137190995
r1,WTlac_1,0.16_µg/ml_tc,F08,0.010797194189280686
r1,WTlac_2,0.16_µg/ml_tc,F09,0.01107149428743159
r1,lacUV5_1,0.16_µg/ml_tc,F10,0.011229037864620572
r1,lacUV5_2,0.16_µg/ml_tc,F11,0.011362052328893433
r1,MG1655_1,0.27_µg/ml_tc,G02,0.01063747802912085
r1,MG1655_2,0.27_µg/ml_tc,G03,0.009291548885701125
r1,3.19_1,0.27_µg/ml_tc,G04,0.009869181666840586
r1,3.19_2,0.27_µg/ml_tc,G05,0.009780114324522917
r1,IW_1,0.27_µg/ml_tc,G06,0.010706859296583545
r1,IW_2,0.27_µg/ml_tc,G07,0.01075530013326237
r1,WTlac_1,0.27_µg/ml_tc,G08,0.01102397262233519
r1,WTlac_2,0.27_µg/ml_tc,G09,0.010860027711892088
r1,lacUV5_1,0.27_µg/ml_tc,G10,0.011152546406708394
r1,lacUV5_2,0.27_µg/ml_tc,G11,0.011070592170038853
r1,MG1655_1,0.27_µg/ml_tc,H02,0.008313494067353457
r1,MG1655_2,0.27_µg/ml_tc,H03,0.00816224739766262
r1,3.19_1,0.27_µg/ml_tc,H04,0.010544703533401005
r1,3.19_2,0.27_µg/ml_tc,H05,0.010274717615856065
r1,IW_1,0.27_µg/ml_tc,H06,0.010421718679514818
r1,IW_2,0.27_µg/ml_tc,H07,0.010336045192009605
r1,WTlac_1,0.27_µg/ml_tc,H08,0.010987107421218606
r1,WTlac_2,0.27_µg/ml_tc,H09,0.010679952905698075
r1,lacUV5_1,0.27_µg/ml_tc,H10,0.010959951032715454
r1,lacUV5_2,0.27_µg/ml_tc,H11,0.010939159248225786
