run,strain,pos_selection,well,exp_growth_rate
r3,WTlac_2,1.0_µg/ml_tc,G12,0.007865944382505149
r3,IW_2,0_µg/ml_tc,H02,0.008028713566022881
r3,WTlac_2,0_µg/ml_tc,H03,0.0074041376161153565
r3,lacUV5_2,0_µg/ml_tc,H04,0.008579644357746649
r3,MG1655_2,0.63_µg/ml_tc,H05,0.003323140716595744
r3,3.19_2,0.63_µg/ml_tc,H06,0.004608545854071906
r3,IW_2,0.63_µg/ml_tc,H07,0.006759555527751162
r3,WTlac_2,0.63_µg/ml_tc,H08,0.007692757462648084
r3,lacUV5_2,0.63_µg/ml_tc,H09,0.0089202365146656
r3,lacUV5_2,1.0_µg/ml_tc,H10,0.009054896189205809
