run,strain,pos_selection,well,exp_growth_rate
r2,MG1655_1,0.0_µg/ml_tc,A02,0.011026080357188002
r2,MG1655_2,0.0_µg/ml_tc,A03,0.011130792605115715
r2,3.19_1,0.0_µg/ml_tc,A04,0.010593805355382017
r2,3.19_2,0.0_µg/ml_tc,A05,0.011534145927254503
r2,IW_1,0.0_µg/ml_tc,A06,0.011821242273236039
r2,IW_2,0.0_µg/ml_tc,A07,0.011767064612694635
r2,WTlac_1,0.0_µg/ml_tc,A08,0.01143880776251689
r2,WTlac_2,0.0_µg/ml_tc,A09,0.011297787959141695
r2,lacUV5_1,0.0_µg/ml_tc,A10,0.01096670246328769
r2,lacUV5_2,0.0_µg/ml_tc,A11,0.010897318336662866
r2,MG1655_1,0.0_µg/ml_tc,B02,0.011187272914864493
r2,MG1655_2,0.0_µg/ml_tc,B03,0.01120561513055086
r2,3.19_1,0.0_µg/ml_tc,B04,0.010869153865644262
r2,3.19_2,0.0_µg/ml_tc,B05,0.011639052223664778
r2,IW_1,0.0_µg/ml_tc,B06,0.011942831585032619
r2,IW_2,0.0_µg/ml_tc,B07,0.011897544275122365
r2,WTlac_1,0.0_µg/ml_tc,B08,0.011387703261015071
r2,WTlac_2,0.0_µg/ml_tc,B09,0.011425992031255218
r2,lacUV5_1,0.0_µg/ml_tc,B10,0.011414228808391345
r2,lacUV5_2,0.0_µg/ml_tc,B11,0.010960996472946436
r2,MG1655_1,0.36_µg/ml_tc,C02,0.007139905367736121
r2,MG1655_2,0.36_µg/ml_tc,C03,0.007296762323639177
r2,3.19_1,0.36_µg/ml_tc,C04,0.009270847668889031
r2,3.19_2,0.36_µg/ml_tc,C05,0.008600962035416885
r2,IW_1,0.36_µg/ml_tc,C06,0.010198822809105739
r2,IW_2,0.36_µg/ml_tc,C07,0.010081514267268105
r2,WTlac_1,0.36_µg/ml_tc,C08,0.011210647713884166
r2,WTlac_2,0.36_µg/ml_tc,C09,0.011016843519567185
r2,lacUV5_1,0.36_µg/ml_tc,C10,0.011452668083467987
r2,lacUV5_2,0.36_µg/ml_tc,C11,0.011488883140882398
r2,MG1655_1,0.36_µg/ml_tc,D02,0.007110718429105523
r2,MG1655_2,0.36_µg/ml_tc,D03,0.00742308501757943
r2,3.19_1,0.36_µg/ml_tc,D04,0.0075565987799167626
r2,3.19_2,0.36_µg/ml_tc,D05,0.008444035517319814
r2,IW_1,0.36_µg/ml_tc,D06,0.010038327975638733
r2,IW_2,0.36_µg/ml_tc,D07,0.009957063104059905
r2,WTlac_1,0.36_µg/ml_tc,D08,0.0112210502072173
r2,WTlac_2,0.36_µg/ml_tc,D09,0.01140636266409286
r2,lacUV5_1,0.36_µg/ml_tc,D10,0.011607749828253534
r2,lacUV5_2,0.36_µg/ml_tc,D11,0.011642813215566766
r2,MG1655_1,0.22_µg/ml_tc,E02,0.007942431119037889
r2,MG1655_2,0.22_µg/ml_tc,E03,0.008112654372288251
r2,3.19_1,0.22_µg/ml_tc,E04,0.008741653973849739
r2,3.19_2,0.22_µg/ml_tc,E05,0.008973996283461122
r2,IW_1,0.22_µg/ml_tc,E06,0.01053459560333028
r2,IW_2,0.22_µg/ml_tc,E07,0.010447684683420215
r2,WTlac_1,0.22_µg/ml_tc,E08,0.011174850884556433
r2,WTlac_2,0.22_µg/ml_tc,E09,0.011272487734624487
r2,lacUV5_1,0.22_µg/ml_tc,E10,0.011196916934248423
r2,lacUV5_2,0.22_µg/ml_tc,E11,0.011533174937438809
r2,MG1655_1,0.22_µg/ml_tc,F02,0.00798301553349806
r2,MG1655_2,0.22_µg/ml_tc,F03,0.008054839974699628
r2,3.19_1,0.22_µg/ml_tc,F04,0.009234577636572445
r2,3.19_2,0.22_µg/ml_tc,F05,0.00897818251008936
r2,IW_1,0.22_µg/ml_tc,F06,0.010537252910347001
r2,IW_2,0.22_µg/ml_tc,F07,0.010461072349064272
r2,WTlac_1,0.22_µg/ml_tc,F08,0.011553383303325592
r2,WTlac_2,0.22_µg/ml_tc,F09,0.010964663852358702
r2,lacUV5_1,0.22_µg/ml_tc,F10,0.011499942385963906
r2,lacUV5_2,0.22_µg/ml_tc,F11,0.011351345191472849
r2,MG1655_1,0.59_µg/ml_tc,G02,0.006183170587175973
r2,MG1655_2,0.59_µg/ml_tc,G03,0.006335908521268112
r2,3.19_1,0.59_µg/ml_tc,G04,0.007658410000476599
r2,3.19_2,0.59_µg/ml_tc,G05,0.0076049967954513065
r2,IW_1,0.59_µg/ml_tc,G06,0.009580837717757515
r2,IW_2,0.59_µg/ml_tc,G07,0.009688403311708239
r2,WTlac_1,0.59_µg/ml_tc,G08,0.011064995514542424
r2,WTlac_2,0.59_µg/ml_tc,G09,0.010736187923912578
r2,lacUV5_1,0.59_µg/ml_tc,G10,0.01113085153708377
r2,lacUV5_2,0.59_µg/ml_tc,G11,0.011126112030732249
r2,MG1655_1,0.59_µg/ml_tc,H02,0.005755639302639701
r2,MG1655_2,0.59_µg/ml_tc,H03,0.0057371044531364076
r2,3.19_1,0.59_µg/ml_tc,H04,0.00750590414656964
r2,3.19_2,0.59_µg/ml_tc,H05,0.0072785593653672065
r2,IW_1,0.59_µg/ml_tc,H06,0.00932441262982891
r2,IW_2,0.59_µg/ml_tc,H07,0.009520212237171321
r2,WTlac_1,0.59_µg/ml_tc,H08,0.010626062550209738
r2,WTlac_2,0.59_µg/ml_tc,H09,0.010379808918939335
r2,lacUV5_1,0.59_µg/ml_tc,H10,0.011208325291883228
r2,lacUV5_2,0.59_µg/ml_tc,H11,0.011401191707838536
