run,strain,pos_selection,well,exp_growth_rate
r1,MG1655_1,0.0_µg/ml_tc,A02,0.008621533474251273
r1,MG1655_2,0.0_µg/ml_tc,A03,0.008795702264977303
r1,3.19_1,0.0_µg/ml_tc,A04,0.009433536361741565
r1,3.19_2,0.0_µg/ml_tc,A05,0.00977989493919851
r1,IW_1,0.0_µg/ml_tc,A06,0.009142744010492006
r1,IW_2,0.0_µg/ml_tc,A07,0.009904562646276645
r1,WTlac_1,0.0_µg/ml_tc,A08,0.009602695465050288
r1,WTlac_2,0.0_µg/ml_tc,A09,0.009045296856590222
r1,lacUV5_1,0.0_µg/ml_tc,A10,0.009686251484187275
r1,lacUV5_2,0.0_µg/ml_tc,A11,0.009539491310405391
r1,MG1655_1,0.0_µg/ml_tc,B02,0.00827715766614937
r1,MG1655_2,0.0_µg/ml_tc,B03,0.008932860266324684
r1,3.19_1,0.0_µg/ml_tc,B04,0.00963785467603819
r1,3.19_2,0.0_µg/ml_tc,B05,0.009839009315502247
r1,IW_1,0.0_µg/ml_tc,B06,0.009565907839093276
r1,IW_2,0.0_µg/ml_tc,B07,0.009834389374251847
r1,WTlac_1,0.0_µg/ml_tc,B08,0.01018213221937175
r1,WTlac_2,0.0_µg/ml_tc,B09,0.00954301640467938
r1,lacUV5_1,0.0_µg/ml_tc,B10,0.009865364569467568
r1,lacUV5_2,0.0_µg/ml_tc,B11,0.008790605764382092
r1,MG1655_1,0.44_µg/ml_tc,C02,0.004438608407202333
r1,MG1655_2,0.44_µg/ml_tc,C03,0.004675902680853049
r1,3.19_1,0.44_µg/ml_tc,C04,0.006475616543104003
r1,3.19_2,0.44_µg/ml_tc,C05,0.0067032919316099724
r1,IW_1,0.44_µg/ml_tc,C06,0.0077904431918409955
r1,IW_2,0.44_µg/ml_tc,C07,0.008436108367582983
r1,WTlac_1,0.44_µg/ml_tc,C08,0.009223803507387624
r1,WTlac_2,0.44_µg/ml_tc,C09,0.008905296492190637
r1,lacUV5_1,0.44_µg/ml_tc,C10,0.00984390952305068
r1,lacUV5_2,0.44_µg/ml_tc,C11,0.009027787594907914
r1,MG1655_1,0.44_µg/ml_tc,D02,0.004522887686991702
r1,MG1655_2,0.44_µg/ml_tc,D03,0.004524960525031429
r1,3.19_1,0.44_µg/ml_tc,D04,0.006897999675770575
r1,3.19_2,0.44_µg/ml_tc,D05,0.00621037477983533
r1,IW_1,0.44_µg/ml_tc,D06,0.008439454093688445
r1,IW_2,0.44_µg/ml_tc,D07,0.008626581400054786
r1,WTlac_1,0.44_µg/ml_tc,D08,0.009306558460867339
r1,WTlac_2,0.44_µg/ml_tc,D09,0.009165602709087355
r1,lacUV5_1,0.44_µg/ml_tc,D10,0.010809892897652643
r1,lacUV5_2,0.44_µg/ml_tc,D11,0.010158890438701083
r1,MG1655_1,0.72_µg/ml_tc,E02,0.0030765927458740417
r1,MG1655_2,0.72_µg/ml_tc,E03,0.0032184312800754684
r1,3.19_1,0.72_µg/ml_tc,E04,0.005098007335102097
r1,3.19_2,0.72_µg/ml_tc,E05,0.0046957996104559085
r1,IW_1,0.72_µg/ml_tc,E06,0.007601587294636325
r1,IW_2,0.72_µg/ml_tc,E07,0.00720101115290374
r1,WTlac_1,0.72_µg/ml_tc,E08,0.00861256307692241
r1,WTlac_2,0.72_µg/ml_tc,E09,0.009034934886379372
r1,lacUV5_1,0.72_µg/ml_tc,E10,0.009684580412501276
r1,lacUV5_2,0.72_µg/ml_tc,E11,0.009922577537373271
r1,MG1655_1,0.72_µg/ml_tc,F02,0.0028172447914415906
r1,MG1655_2,0.72_µg/ml_tc,F03,0.003520778347829561
r1,3.19_1,0.72_µg/ml_tc,F04,0.005185231355018439
r1,3.19_2,0.72_µg/ml_tc,F05,0.006203385290977413
r1,IW_1,0.72_µg/ml_tc,F06,0.005724659457192559
r1,IW_2,0.72_µg/ml_tc,F07,0.006471899418097595
r1,WTlac_1,0.72_µg/ml_tc,F08,0.008875985432648437
r1,WTlac_2,0.72_µg/ml_tc,F09,0.008917923492843012
r1,lacUV5_1,0.72_µg/ml_tc,F10,0.009129628955100225
r1,lacUV5_2,0.72_µg/ml_tc,F11,0.008839416064844676
r1,MG1655_1,1.18_µg/ml_tc,G02,0.0005944737237640078
r1,MG1655_2,1.18_µg/ml_tc,G03,0.0008233045068441921
r1,3.19_1,1.18_µg/ml_tc,G04,0.0024202147342262522
r1,3.19_2,1.18_µg/ml_tc,G05,0.0025839891542150076
r1,IW_1,1.18_µg/ml_tc,G06,0.005945744378543931
r1,IW_2,1.18_µg/ml_tc,G07,0.005845619940552657
r1,WTlac_1,1.18_µg/ml_tc,G08,0.008390506919391489
r1,WTlac_2,1.18_µg/ml_tc,G09,0.008350038190975073
r1,lacUV5_1,1.18_µg/ml_tc,G10,0.008738370610471238
r1,lacUV5_2,1.18_µg/ml_tc,G11,0.009035686644125577
r1,MG1655_1,1.18_µg/ml_tc,H02,0.0006956106709850907
r1,MG1655_2,1.18_µg/ml_tc,H03,0.0008112407566743793
r1,3.19_1,1.18_µg/ml_tc,H04,0.0021912787249001413
r1,3.19_2,1.18_µg/ml_tc,H05,0.002902589594229632
r1,IW_1,1.18_µg/ml_tc,H06,0.005786888724984624
r1,IW_2,1.18_µg/ml_tc,H07,0.005497606679320545
r1,WTlac_1,1.18_µg/ml_tc,H08,0.008796566510905261
r1,WTlac_2,1.18_µg/ml_tc,H09,0.008466665791628155
r1,lacUV5_1,1.18_µg/ml_tc,H10,0.008440372411089275
r1,lacUV5_2,1.18_µg/ml_tc,H11,0.008411640206887106
