run,strain,pos_selection,well,exp_growth_rate
r3,MG1655_1,0.0_µg/ml_tc,A02,0.008931437290749885
r3,MG1655_2,0.0_µg/ml_tc,A03,0.008828048457999546
r3,3.19_1,0.0_µg/ml_tc,A04,0.008882007847343725
r3,3.19_2,0.0_µg/ml_tc,A05,0.008883834898154816
r3,IW_1,0.0_µg/ml_tc,A06,0.009147985803854508
r3,IW_2,0.0_µg/ml_tc,A07,0.009344981573784475
r3,WTlac_1,0.0_µg/ml_tc,A08,0.009217199158986198
r3,WTlac_2,0.0_µg/ml_tc,A09,0.008738811427910434
r3,lacUV5_1,0.0_µg/ml_tc,A10,0.006937944755571724
r3,lacUV5_2,0.0_µg/ml_tc,A11,0.008866775637813436
r3,MG1655_1,0.0_µg/ml_tc,B02,0.008940043976352447
r3,MG1655_2,0.0_µg/ml_tc,B03,0.00880619704966914
r3,3.19_1,0.0_µg/ml_tc,B04,0.008827271683884147
r3,3.19_2,0.0_µg/ml_tc,B05,0.00966989138424463
r3,IW_1,0.0_µg/ml_tc,B06,0.009901745028261726
r3,IW_2,0.0_µg/ml_tc,B07,0.009744916277744382
r3,WTlac_1,0.0_µg/ml_tc,B08,0.009801160678210356
r3,WTlac_2,0.0_µg/ml_tc,B09,0.009536824847531974
r3,lacUV5_1,0.0_µg/ml_tc,B10,0.009450893855911415
r3,lacUV5_2,0.0_µg/ml_tc,B11,0.0090670405148423
r3,MG1655_1,0.1_µg/ml_tc,C02,0.007928486253685332
r3,MG1655_2,0.1_µg/ml_tc,C03,0.007962010610973293
r3,3.19_1,0.1_µg/ml_tc,C04,0.01110115967738405
r3,3.19_2,0.1_µg/ml_tc,C05,0.008324203654818308
r3,IW_1,0.1_µg/ml_tc,C06,0.009871712039562934
r3,IW_2,0.1_µg/ml_tc,C07,0.009611160767843952
r3,WTlac_1,0.1_µg/ml_tc,C08,0.011471105335376281
r3,WTlac_2,0.1_µg/ml_tc,C09,0.010971548243899374
r3,lacUV5_1,0.1_µg/ml_tc,C10,0.009591465875649728
r3,lacUV5_2,0.1_µg/ml_tc,C11,0.009215165681002026
r3,MG1655_1,0.1_µg/ml_tc,D02,0.007887490486566841
r3,MG1655_2,0.1_µg/ml_tc,D03,0.010584198018573682
r3,3.19_1,0.1_µg/ml_tc,D04,0.009879289499670277
r3,3.19_2,0.1_µg/ml_tc,D05,0.009699613452295405
r3,IW_1,0.1_µg/ml_tc,D06,0.012577686885506157
r3,IW_2,0.1_µg/ml_tc,D07,0.009829619593988401
r3,WTlac_1,0.1_µg/ml_tc,D08,0.01098969343619627
r3,WTlac_2,0.1_µg/ml_tc,D09,0.011676827684144723
r3,lacUV5_1,0.1_µg/ml_tc,D10,0.009594803579517691
r3,lacUV5_2,0.1_µg/ml_tc,D11,0.009435408781904879
r3,MG1655_1,0.16_µg/ml_tc,E02,0.007481947405433823
r3,MG1655_2,0.16_µg/ml_tc,E03,0.009071070581180282
r3,3.19_1,0.16_µg/ml_tc,E04,0.009907297486394167
r3,3.19_2,0.16_µg/ml_tc,E05,0.008340120325915303
r3,IW_1,0.16_µg/ml_tc,E06,0.009366122156069143
r3,IW_2,0.16_µg/ml_tc,E07,0.006975781879783092
r3,WTlac_1,0.16_µg/ml_tc,E08,0.010332105031563394
r3,WTlac_2,0.16_µg/ml_tc,E09,0.011099477045232472
r3,lacUV5_1,0.16_µg/ml_tc,E10,0.010637363521678017
r3,lacUV5_2,0.16_µg/ml_tc,E11,0.009333855425459035
r3,MG1655_1,0.16_µg/ml_tc,F02,0.007221165037510829
r3,MG1655_2,0.16_µg/ml_tc,F03,0.004961176576977064
r3,3.19_1,0.16_µg/ml_tc,F04,0.007990986501845102
r3,3.19_2,0.16_µg/ml_tc,F05,0.008271619036019168
r3,IW_1,0.16_µg/ml_tc,F06,0.01245894318365625
r3,IW_2,0.16_µg/ml_tc,F07,0.010599717082602359
r3,WTlac_1,0.16_µg/ml_tc,F08,0.012452868685273242
r3,WTlac_2,0.16_µg/ml_tc,F09,0.011259578303079732
r3,lacUV5_1,0.16_µg/ml_tc,F10,0.009395754314870476
r3,lacUV5_2,0.16_µg/ml_tc,F11,0.00918106436001984
r3,MG1655_1,0.27_µg/ml_tc,G02,0.006722780725812702
r3,MG1655_2,0.27_µg/ml_tc,G03,0.006588684020515042
r3,3.19_1,0.27_µg/ml_tc,G04,0.00754547948268169
r3,3.19_2,0.27_µg/ml_tc,G05,0.007255846063588528
r3,IW_1,0.27_µg/ml_tc,G06,0.00903220170246843
r3,IW_2,0.27_µg/ml_tc,G07,0.008744165958337208
r3,WTlac_1,0.27_µg/ml_tc,G08,0.009458179958884733
r3,WTlac_2,0.27_µg/ml_tc,G09,0.009378076604042001
r3,lacUV5_1,0.27_µg/ml_tc,G10,0.009208899490252876
r3,lacUV5_2,0.27_µg/ml_tc,G11,0.00888342401919179
r3,MG1655_1,0.27_µg/ml_tc,H02,0.006280594723319296
r3,MG1655_2,0.27_µg/ml_tc,H03,0.00658003349668369
r3,3.19_1,0.27_µg/ml_tc,H04,0.0072103197305908836
r3,3.19_2,0.27_µg/ml_tc,H05,0.007237147297762462
r3,IW_1,0.27_µg/ml_tc,H06,0.008139595116608061
r3,IW_2,0.27_µg/ml_tc,H07,0.009603952526942152
r3,WTlac_1,0.27_µg/ml_tc,H08,0.010946885707453691
r3,WTlac_2,0.27_µg/ml_tc,H09,0.008973401077495015
r3,lacUV5_1,0.27_µg/ml_tc,H10,0.009265172760081177
r3,lacUV5_2,0.27_µg/ml_tc,H11,0.008709631816940233
