run,strain,pos_selection,well,exp_growth_rate
r3,MG1655_1,0.0_µg/ml_tc,A02,0.008519068042982714
r3,MG1655_2,0.0_µg/ml_tc,A03,0.008496993554573706
r3,3.19_1,0.0_µg/ml_tc,A04,0.008536296381677879
r3,3.19_2,0.0_µg/ml_tc,A05,0.00856843611858821
r3,IW_1,0.0_µg/ml_tc,A06,0.008716620681520144
r3,IW_2,0.0_µg/ml_tc,A07,0.008719823877464623
r3,WTlac_1,0.0_µg/ml_tc,A08,0.008590668315921344
r3,WTlac_2,0.0_µg/ml_tc,A09,0.00875075886799206
r3,lacUV5_1,0.0_µg/ml_tc,A10,0.008518167185548077
r3,lacUV5_2,0.0_µg/ml_tc,A11,0.008546442965155072
r3,MG1655_1,0.0_µg/ml_tc,B02,0.00851034235998097
r3,MG1655_2,0.0_µg/ml_tc,B03,0.008693097758477712
r3,3.19_1,0.0_µg/ml_tc,B04,0.008937034444746814
r3,3.19_2,0.0_µg/ml_tc,B05,0.008976900522480324
r3,IW_1,0.0_µg/ml_tc,B06,0.009175881198206275
r3,IW_2,0.0_µg/ml_tc,B07,0.009319466292092491
r3,WTlac_1,0.0_µg/ml_tc,B08,0.008881953662151118
r3,WTlac_2,0.0_µg/ml_tc,B09,0.009037551444813845
r3,lacUV5_1,0.0_µg/ml_tc,B10,0.00885769920572428
r3,lacUV5_2,0.0_µg/ml_tc,B11,0.008720559957685226
r3,MG1655_1,0.05_µg/ml_tc,C02,0.008371694931743603
r3,MG1655_2,0.05_µg/ml_tc,C03,0.00833968165776819
r3,3.19_1,0.05_µg/ml_tc,C04,0.009004633159525533
r3,3.19_2,0.05_µg/ml_tc,C05,0.008884350865329954
r3,IW_1,0.05_µg/ml_tc,C06,0.009231274320432647
r3,IW_2,0.05_µg/ml_tc,C07,0.009213562459789337
r3,WTlac_1,0.05_µg/ml_tc,C08,0.009278127741371945
r3,WTlac_2,0.05_µg/ml_tc,C09,0.009054597900892187
r3,lacUV5_1,0.05_µg/ml_tc,C10,0.009226548873408156
r3,lacUV5_2,0.05_µg/ml_tc,C11,0.008487522408877853
r3,MG1655_1,0.05_µg/ml_tc,D02,0.007591644743591599
r3,MG1655_2,0.05_µg/ml_tc,D03,0.00818652455016834
r3,3.19_1,0.05_µg/ml_tc,D04,0.009055554833807102
r3,3.19_2,0.05_µg/ml_tc,D05,0.009219266863944319
r3,IW_1,0.05_µg/ml_tc,D06,0.009450298980191644
r3,IW_2,0.05_µg/ml_tc,D07,0.009619890415658132
r3,WTlac_1,0.05_µg/ml_tc,D08,0.009539252627377258
r3,WTlac_2,0.05_µg/ml_tc,D09,0.009225751921360237
r3,lacUV5_1,0.05_µg/ml_tc,D10,0.009351791653554492
r3,lacUV5_2,0.05_µg/ml_tc,D11,0.008784514800217242
r3,MG1655_1,0.08_µg/ml_tc,E02,0.008088856416214128
r3,MG1655_2,0.08_µg/ml_tc,E03,0.008278119830573628
r3,3.19_1,0.08_µg/ml_tc,E04,0.008892793165362175
r3,3.19_2,0.08_µg/ml_tc,E05,0.00891253635285101
r3,IW_1,0.08_µg/ml_tc,E06,0.009677017728293165
r3,IW_2,0.08_µg/ml_tc,E07,0.00944832168485455
r3,WTlac_1,0.08_µg/ml_tc,E08,0.009469909648769016
r3,WTlac_2,0.08_µg/ml_tc,E09,0.009328471683824953
r3,lacUV5_1,0.08_µg/ml_tc,E10,0.009436919417983228
r3,lacUV5_2,0.08_µg/ml_tc,E11,0.009253060736879787
r3,MG1655_1,0.08_µg/ml_tc,F02,0.007957855917409745
r3,MG1655_2,0.08_µg/ml_tc,F03,0.008235408554355353
r3,3.19_1,0.08_µg/ml_tc,F04,0.00884671228287302
r3,3.19_2,0.08_µg/ml_tc,F05,0.008710292377215986
r3,IW_1,0.08_µg/ml_tc,F06,0.009363285970923417
r3,IW_2,0.08_µg/ml_tc,F07,0.009059981050390967
r3,WTlac_1,0.08_µg/ml_tc,F08,0.008857278612727273
r3,WTlac_2,0.08_µg/ml_tc,F09,0.008857296242100847
r3,lacUV5_1,0.08_µg/ml_tc,F10,0.009006612252187643
r3,lacUV5_2,0.08_µg/ml_tc,F11,0.00894091698111928
r3,MG1655_1,0.135_µg/ml_tc,G02,0.007388205811395935
r3,MG1655_2,0.135_µg/ml_tc,G03,0.007388985405267508
r3,3.19_1,0.135_µg/ml_tc,G04,0.007958541391990696
r3,3.19_2,0.135_µg/ml_tc,G05,0.008090625664807342
r3,IW_1,0.135_µg/ml_tc,G06,0.00872646628878144
r3,IW_2,0.135_µg/ml_tc,G07,0.00856436932444134
r3,WTlac_1,0.135_µg/ml_tc,G08,0.008568599564242513
r3,WTlac_2,0.135_µg/ml_tc,G09,0.008501283669461686
r3,lacUV5_1,0.135_µg/ml_tc,G10,0.00797243537313346
r3,lacUV5_2,0.135_µg/ml_tc,G11,0.008390737736412452
r3,MG1655_1,0.135_µg/ml_tc,H02,0.00715236702797141
r3,MG1655_2,0.135_µg/ml_tc,H03,0.007152796787547319
r3,3.19_1,0.135_µg/ml_tc,H04,0.007792675213130394
r3,3.19_2,0.135_µg/ml_tc,H05,0.007581077864499351
r3,IW_1,0.135_µg/ml_tc,H06,0.008150242894285962
r3,IW_2,0.135_µg/ml_tc,H07,0.008066255945101576
r3,WTlac_1,0.135_µg/ml_tc,H08,0.008307307733864814
r3,WTlac_2,0.135_µg/ml_tc,H09,0.007787919690498104
r3,lacUV5_1,0.135_µg/ml_tc,H10,0.00854131796925574
r3,lacUV5_2,0.135_µg/ml_tc,H11,0.008553007403524413
