run,strain,pos_selection,well,exp_growth_rate
r2,MG1655_1,0_µg/ml_tc,A02,0.009083669391007914
r2,3.19_1,0_µg/ml_tc,A03,0.009206034363365296
r2,IW_1,0_µg/ml_tc,A04,0.010314050307872635
r2,MG1655_1,0.1_µg/ml_tc,A05,0.007414900689499169
r2,3.19_1,0.1_µg/ml_tc,A06,0.008506559032199122
r2,IW_1,0.1_µg/ml_tc,A07,0.00969725278131056
r2,WTlac_1,0.1_µg/ml_tc,A08,0.009728145959596802
r2,lacUV5_1,0.1_µg/ml_tc,A09,0.009646383921293614
r2,MG1655_1,0.25_µg/ml_tc,A10,0.005936016946026885
r2,WTlac_1,0_µg/ml_tc,B01,0.010094482801688492
r2,lacUV5_1,0_µg/ml_tc,B02,0.010060626268205475
r2,MG1655_2,0_µg/ml_tc,B03,0.010049546029334253
r2,3.19_2,0_µg/ml_tc,B04,0.01016528639034874
r2,MG1655_2,0.1_µg/ml_tc,B05,0.00793649896345305
r2,3.19_2,0.1_µg/ml_tc,B06,0.008672809341476568
r2,IW_2,0.1_µg/ml_tc,B07,0.009948602190867937
r2,WTlac_2,0.1_µg/ml_tc,B08,0.010233776772543293
r2,lacUV5_2,0.1_µg/ml_tc,B09,0.010352613730712935
r2,3.19_1,0.25_µg/ml_tc,B10,0.007534338856574922
r2,IW_1,0.25_µg/ml_tc,B11,0.009040662207707472
r2,WTlac_2,0.25_µg/ml_tc,B12,0.009646973217732417
r2,IW_2,0_µg/ml_tc,C01,0.010348413896333898
r2,WTlac_2,0_µg/ml_tc,C02,0.010109357493724864
r2,lacUV5_2,0_µg/ml_tc,C03,0.010330826636322725
r2,MG1655_1,0_µg/ml_tc,C04,0.009521137455016943
r2,MG1655_1,0.1_µg/ml_tc,C05,0.007821614431804437
r2,3.19_1,0.1_µg/ml_tc,C06,0.008724777634026293
r2,IW_1,0.1_µg/ml_tc,C07,0.010362504945607937
r2,WTlac_1,0.1_µg/ml_tc,C08,0.010416258502784782
r2,lacUV5_1,0.1_µg/ml_tc,C09,0.010461777192166876
r2,lacUV5_1,0.25_µg/ml_tc,C10,0.010386669223470233
r2,3.19_2,0.25_µg/ml_tc,C12,0.006974006940943583
r2,3.19_1,0_µg/ml_tc,D01,0.010086011723493197
r2,IW_1,0_µg/ml_tc,D02,0.010295417115055898
r2,WTlac_1,0_µg/ml_tc,D03,0.00984516275179325
r2,lacUV5_1,0_µg/ml_tc,D04,0.010119742614457979
r2,MG1655_2,0.1_µg/ml_tc,D05,0.009077184495985208
r2,3.19_2,0.1_µg/ml_tc,D06,0.00918730114401101
r2,IW_2,0.1_µg/ml_tc,D07,0.010458723273540462
r2,WTlac_2,0.1_µg/ml_tc,D08,0.010720407902493073
r2,lacUV5_2,0.1_µg/ml_tc,D09,0.010465926920929227
r2,IW_2,0.25_µg/ml_tc,D10,0.00917651073350278
r2,WTlac_2,0.25_µg/ml_tc,D11,0.009973330572202047
r2,lacUV5_2,0.25_µg/ml_tc,D12,0.009709122175729081
r2,MG1655_2,0_µg/ml_tc,E01,0.009994288706815693
r2,3.19_2,0_µg/ml_tc,E02,0.010446720405414268
r2,IW_2,0_µg/ml_tc,E03,0.010308124047192472
r2,WTlac_2,0_µg/ml_tc,E04,0.009922718474909862
r2,MG1655_1,0.16_µg/ml_tc,E05,0.007305752356011348
r2,3.19_1,0.16_µg/ml_tc,E06,0.00786752804010801
r2,IW_1,0.16_µg/ml_tc,E07,0.01031788966072293
r2,WTlac_1,0.16_µg/ml_tc,E08,0.010616628637108739
r2,lacUV5_1,0.16_µg/ml_tc,E09,0.010780784503883478
r2,MG1655_1,0.25_µg/ml_tc,E10,0.006612365610336115
r2,3.19_1,0.25_µg/ml_tc,E11,0.007459701002964704
r2,IW_1,0.25_µg/ml_tc,E12,0.0085702284389841
r2,lacUV5_2,0_µg/ml_tc,F01,0.009725655856933925
r2,MG1655_1,0_µg/ml_tc,F02,0.009209832032991205
r2,3.19_1,0_µg/ml_tc,F03,0.00947162552797029
r2,IW_1,0_µg/ml_tc,F04,0.010183028344727146
r2,MG1655_2,0.16_µg/ml_tc,F05,0.007464200543292861
r2,3.19_2,0.16_µg/ml_tc,F06,0.00833360591144876
r2,IW_2,0.16_µg/ml_tc,F07,0.009863587108716028
r2,WTlac_2,0.16_µg/ml_tc,F08,0.010000334748159354
r2,lacUV5_2,0.16_µg/ml_tc,F09,0.010244278414120385
r2,WTlac_1,0.25_µg/ml_tc,F10,0.010231106692188397
r2,lacUV5_1,0.25_µg/ml_tc,F11,0.009965566412074734
r2,WTlac_1,0_µg/ml_tc,G01,0.00980972486896308
r2,lacUV5_1,0_µg/ml_tc,G02,0.010086974327838805
r2,MG1655_2,0_µg/ml_tc,G03,0.009988931509763967
r2,3.19_2,0_µg/ml_tc,G04,0.009502748437488186
r2,MG1655_1,0.16_µg/ml_tc,G05,0.0068634881569207265
r2,3.19_1,0.16_µg/ml_tc,G06,0.007866744808742103
r2,IW_1,0.16_µg/ml_tc,G07,0.009481038054246972
r2,WTlac_1,0.16_µg/ml_tc,G08,0.009877638536589621
r2,lacUV5_1,0.16_µg/ml_tc,G09,0.00996186633917244
r2,3.19_2,0.25_µg/ml_tc,G10,0.00773440314106495
r2,IW_2,0.25_µg/ml_tc,G11,0.009106152182886879
r2,WTlac_2,0.25_µg/ml_tc,G12,0.008573279734520276
r2,IW_2,0_µg/ml_tc,H02,0.010029077316385191
r2,WTlac_2,0_µg/ml_tc,H03,0.009599402092103661
r2,lacUV5_2,0_µg/ml_tc,H04,0.009826082097584149
r2,MG1655_2,0.16_µg/ml_tc,H05,0.006800719876379964
r2,3.19_2,0.16_µg/ml_tc,H06,0.007152043659342709
r2,IW_2,0.16_µg/ml_tc,H07,0.009056981330409997
r2,WTlac_2,0.16_µg/ml_tc,H08,0.009272274464246912
r2,lacUV5_2,0.16_µg/ml_tc,H09,0.00955520308071065
r2,lacUV5_2,0.25_µg/ml_tc,H10,0.009488172832345935
