run,strain,pos_selection,well,exp_growth_rate
r1,MG1655_1,0.0_µg/ml_tc,A02,0.008001648595272413
r1,MG1655_2,0.0_µg/ml_tc,A03,0.00837726432968088
r1,3.19_1,0.0_µg/ml_tc,A04,0.008418580333731983
r1,3.19_2,0.0_µg/ml_tc,A05,0.008550596369341287
r1,IW_1,0.0_µg/ml_tc,A06,0.008670043320356098
r1,IW_2,0.0_µg/ml_tc,A07,0.0085424354723161
r1,WTlac_1,0.0_µg/ml_tc,A08,0.008438528500836892
r1,WTlac_2,0.0_µg/ml_tc,A09,0.007867997532211882
r1,lacUV5_1,0.0_µg/ml_tc,A10,0.00846333001118939
r1,lacUV5_2,0.0_µg/ml_tc,A11,0.008465734635571964
r1,MG1655_1,0.0_µg/ml_tc,B02,0.00792881643907262
r1,MG1655_2,0.0_µg/ml_tc,B03,0.008670325211475685
r1,3.19_1,0.0_µg/ml_tc,B04,0.008831580031100959
r1,3.19_2,0.0_µg/ml_tc,B05,0.0087251621472498
r1,IW_1,0.0_µg/ml_tc,B06,0.008880589797925447
r1,IW_2,0.0_µg/ml_tc,B07,0.008884783285351524
r1,WTlac_1,0.0_µg/ml_tc,B08,0.008630668890579344
r1,WTlac_2,0.0_µg/ml_tc,B09,0.008689675966098155
r1,lacUV5_1,0.0_µg/ml_tc,B10,0.008667036361529233
r1,lacUV5_2,0.0_µg/ml_tc,B11,0.008473626477204696
r1,MG1655_1,0.36_µg/ml_tc,C02,0.0044516220062926605
r1,MG1655_2,0.36_µg/ml_tc,C03,0.004922457634947052
r1,3.19_1,0.36_µg/ml_tc,C04,0.006046817399791206
r1,3.19_2,0.36_µg/ml_tc,C05,0.006244356407569635
r1,IW_1,0.36_µg/ml_tc,C06,0.008205372355593477
r1,IW_2,0.36_µg/ml_tc,C07,0.008249476990467549
r1,WTlac_1,0.36_µg/ml_tc,C08,0.008996279473325156
r1,WTlac_2,0.36_µg/ml_tc,C09,0.009108218424825523
r1,lacUV5_1,0.36_µg/ml_tc,C10,0.007975362232940486
r1,lacUV5_2,0.36_µg/ml_tc,C11,0.008775714363549836
r1,MG1655_1,0.36_µg/ml_tc,D02,0.004694092959346467
r1,MG1655_2,0.36_µg/ml_tc,D03,0.00495844739551423
r1,3.19_1,0.36_µg/ml_tc,D04,0.006291647184273811
r1,3.19_2,0.36_µg/ml_tc,D05,0.006305722060466914
r1,IW_1,0.36_µg/ml_tc,D06,0.008091430806961956
r1,IW_2,0.36_µg/ml_tc,D07,0.008162097528300362
r1,WTlac_1,0.36_µg/ml_tc,D08,0.009150362381261623
r1,WTlac_2,0.36_µg/ml_tc,D09,0.0090675596793094
r1,lacUV5_1,0.36_µg/ml_tc,D10,0.008006224868759907
r1,lacUV5_2,0.36_µg/ml_tc,D11,0.008733213905476368
r1,MG1655_1,0.22_µg/ml_tc,E02,0.0055412341483246355
r1,MG1655_2,0.22_µg/ml_tc,E03,0.0057131431206613814
r1,3.19_1,0.22_µg/ml_tc,E04,0.006713048317005624
r1,3.19_2,0.22_µg/ml_tc,E05,0.006760929424461548
r1,IW_1,0.22_µg/ml_tc,E06,0.008324942200230556
r1,IW_2,0.22_µg/ml_tc,E07,0.008229655760072077
r1,WTlac_1,0.22_µg/ml_tc,E08,0.009211274262537058
r1,WTlac_2,0.22_µg/ml_tc,E09,0.009056484193684884
r1,lacUV5_1,0.22_µg/ml_tc,E10,0.008960400858609057
r1,lacUV5_2,0.22_µg/ml_tc,E11,0.00885350844820445
r1,MG1655_1,0.22_µg/ml_tc,F02,0.005178890037739632
r1,MG1655_2,0.22_µg/ml_tc,F03,0.005361969331768698
r1,3.19_1,0.22_µg/ml_tc,F04,0.006493656736381473
r1,3.19_2,0.22_µg/ml_tc,F05,0.00665228303191474
r1,IW_1,0.22_µg/ml_tc,F06,0.008164207445172404
r1,IW_2,0.22_µg/ml_tc,F07,0.008051695093536588
r1,WTlac_1,0.22_µg/ml_tc,F08,0.008866907647705634
r1,WTlac_2,0.22_µg/ml_tc,F09,0.008795112942217263
r1,lacUV5_1,0.22_µg/ml_tc,F10,0.009048324821741343
r1,lacUV5_2,0.22_µg/ml_tc,F11,0.008804744614319035
r1,MG1655_1,0.59_µg/ml_tc,G02,0.0038221893288116517
r1,MG1655_2,0.59_µg/ml_tc,G03,0.0036907756622258404
r1,3.19_1,0.59_µg/ml_tc,G04,0.004886321332878592
r1,3.19_2,0.59_µg/ml_tc,G05,0.0052558264457316555
r1,IW_1,0.59_µg/ml_tc,G06,0.0071817017281866685
r1,IW_2,0.59_µg/ml_tc,G07,0.0071117801029932535
r1,WTlac_1,0.59_µg/ml_tc,G08,0.008406142279687024
r1,WTlac_2,0.59_µg/ml_tc,G09,0.008307720068748085
r1,lacUV5_1,0.59_µg/ml_tc,G10,0.008698602770582218
r1,lacUV5_2,0.59_µg/ml_tc,G11,0.008447974370677635
r1,MG1655_1,0.59_µg/ml_tc,H02,0.0037488881303490104
r1,MG1655_2,0.59_µg/ml_tc,H03,0.0035249497592361977
r1,3.19_1,0.59_µg/ml_tc,H04,0.004839237224468804
r1,3.19_2,0.59_µg/ml_tc,H05,0.0049577797986390375
r1,IW_1,0.59_µg/ml_tc,H06,0.006508173147821961
r1,IW_2,0.59_µg/ml_tc,H07,0.006896609318046049
r1,WTlac_1,0.59_µg/ml_tc,H08,0.008097365732743939
r1,WTlac_2,0.59_µg/ml_tc,H09,0.00755030727774296
r1,lacUV5_1,0.59_µg/ml_tc,H10,0.008219172499380074
r1,lacUV5_2,0.59_µg/ml_tc,H11,0.00813175490632673
