run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r2,9.166666666666666,37.0,0.042,0.003982517482517461,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,19.166666666666668,37.0,0.042,0.003982517482517461,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,29.166666666666668,37.0,0.042,0.003982517482517461,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,39.166666666666664,37.0,0.043,0.004982517482517455,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,49.166666666666664,37.0,0.043,0.004982517482517455,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,59.166666666666664,37.0,0.044,0.005982517482517456,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,69.16666666666667,37.0,0.044,0.005982517482517456,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,79.16666666666667,37.0,0.045,0.006982517482517457,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,89.16666666666667,37.0,0.046,0.007982517482517458,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,99.16666666666667,37.0,0.046,0.007982517482517458,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,109.16666666666667,37.1,0.047,0.008982517482517459,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,119.16666666666667,37.0,0.048,0.00998251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,129.16666666666666,37.0,0.049,0.01098251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,139.16666666666666,37.0,0.05,0.011982517482517462,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,149.16666666666666,37.1,0.051,0.012982517482517456,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,159.16666666666666,37.0,0.052,0.013982517482517456,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,169.16666666666666,37.1,0.053,0.014982517482517457,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,179.16666666666666,37.0,0.054,0.015982517482517458,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,189.16666666666666,37.0,0.056,0.01798251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,199.16666666666666,37.1,0.057,0.01898251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,209.16666666666666,37.0,0.059,0.020982517482517456,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,219.16666666666666,37.0,0.06,0.021982517482517457,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,229.16666666666666,37.0,0.062,0.02398251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,239.16666666666666,37.1,0.064,0.02598251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,249.16666666666666,37.1,0.066,0.027982517482517462,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,259.1666666666667,37.0,0.068,0.029982517482517464,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,269.1666666666667,37.1,0.071,0.03298251748251745,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,279.1666666666667,37.0,0.074,0.035982517482517455,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,289.1666666666667,37.0,0.077,0.03898251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,299.1666666666667,37.0,0.08,0.04198251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,309.1666666666667,37.0,0.084,0.045982517482517464,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,319.1666666666667,37.0,0.088,0.049982517482517454,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,329.1666666666667,37.1,0.092,0.05398251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,339.1666666666667,37.0,0.096,0.05798251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,349.1666666666667,37.1,0.102,0.06398251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,359.1666666666667,37.0,0.107,0.06898251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,369.1666666666667,37.1,0.112,0.07398251748251747,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,379.1666666666667,37.0,0.119,0.08098251748251745,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,389.1666666666667,37.0,0.125,0.08698251748251745,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,399.1666666666667,37.0,0.132,0.09398251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,409.1666666666667,37.1,0.138,0.09998251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,419.1666666666667,37.0,0.146,0.10798251748251744,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,429.1666666666667,37.0,0.154,0.11598251748251745,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,439.1666666666667,37.0,0.164,0.12598251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,449.1666666666667,37.1,0.173,0.13498251748251744,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,459.1666666666667,37.0,0.184,0.14598251748251745,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,469.1666666666667,37.0,0.197,0.15898251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,479.1666666666667,37.0,0.211,0.17298251748251744,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,489.1666666666667,37.0,0.228,0.18998251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,499.1666666666667,37.1,0.247,0.20898251748251745,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,509.1666666666667,37.0,0.268,0.22998251748251747,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,519.1666666666666,37.0,0.301,0.26298251748251744,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,529.1666666666666,37.0,0.322,0.28398251748251746,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,539.1666666666666,37.0,0.345,0.3069825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,549.1666666666666,37.0,0.369,0.33098251748251745,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,559.1666666666666,37.1,0.4,0.3619825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,569.1666666666666,37.0,0.426,0.38798251748251744,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,579.1666666666666,37.1,0.455,0.41698251748251747,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,589.1666666666666,37.0,0.485,0.44698251748251744,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,599.1666666666666,37.0,0.518,0.47998251748251747,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,609.1666666666666,36.9,0.552,0.5139825174825176,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,619.1666666666666,37.1,0.589,0.5509825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,629.1666666666666,37.0,0.625,0.5869825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,639.1666666666666,37.0,0.665,0.6269825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,649.1666666666666,37.0,0.706,0.6679825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,659.1666666666666,37.0,0.747,0.7089825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,669.1666666666666,37.0,0.788,0.7499825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,679.1666666666666,37.0,0.83,0.7919825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,689.1666666666666,37.0,0.873,0.8349825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,699.1666666666666,37.0,0.918,0.8799825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,709.1666666666666,37.0,0.963,0.9249825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,719.1666666666666,37.1,1.007,0.9689825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,729.1666666666666,37.1,1.048,1.0099825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,739.1666666666666,37.0,1.087,1.0489825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,749.1666666666666,37.0,1.126,1.0879825174825173,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,759.1666666666666,37.1,1.165,1.1269825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,769.1666666666666,37.0,1.181,1.1429825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,779.1666666666666,37.1,1.209,1.1709825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,789.1666666666666,37.1,1.234,1.1959825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,799.1666666666666,37.0,1.261,1.2229825174825173,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,809.1666666666666,37.0,1.282,1.2439825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,819.1666666666666,37.0,1.299,1.2609825174825173,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,829.1666666666666,37.1,1.311,1.2729825174825173,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,839.1666666666666,37.0,1.316,1.2779825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,849.1666666666666,37.0,1.317,1.2789825174825173,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,859.1666666666666,37.0,1.32,1.2819825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,869.1666666666666,37.1,1.324,1.2859825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,879.1666666666666,37.0,1.327,1.2889825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,889.1666666666666,37.0,1.329,1.2909825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,899.1666666666666,37.0,1.332,1.2939825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,909.1666666666666,37.1,1.336,1.2979825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,919.1666666666666,37.0,1.339,1.3009825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,929.1666666666666,37.1,1.341,1.3029825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,939.1666666666666,37.0,1.342,1.3039825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,949.1666666666666,37.0,1.343,1.3049825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,959.1666666666666,37.0,1.344,1.3059825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,969.1666666666666,37.1,1.345,1.3069825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,979.1666666666666,37.0,1.346,1.3079825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,989.1666666666666,37.0,1.348,1.3099825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,999.1666666666666,37.0,1.349,1.3109825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1009.1666666666666,37.1,1.349,1.3109825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1019.1666666666666,37.0,1.351,1.3129825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1029.1666666666667,37.0,1.354,1.3159825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1039.1666666666667,37.0,1.357,1.3189825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1049.1666666666667,37.0,1.362,1.3239825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1059.1666666666667,37.1,1.368,1.3299825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1069.1666666666667,37.1,1.375,1.3369825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1079.1666666666667,37.0,1.385,1.3469825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1089.1666666666667,37.1,1.393,1.3549825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1099.1666666666667,37.0,1.401,1.3629825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1109.1666666666667,37.1,1.413,1.3749825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1119.1666666666667,37.0,1.43,1.3919825174825173,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1129.1666666666667,37.0,1.438,1.3999825174825173,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1139.1666666666667,37.1,1.442,1.4039825174825173,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1149.1666666666667,37.0,1.447,1.4089825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1159.1666666666667,37.0,1.453,1.4149825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1169.1666666666667,37.0,1.456,1.4179825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1179.1666666666667,37.1,1.454,1.4159825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1189.1666666666667,37.0,1.455,1.4169825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1199.1666666666667,37.0,1.455,1.4169825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1209.1666666666667,37.1,1.454,1.4159825174825174,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1219.1666666666667,37.0,1.451,1.4129825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1229.1666666666667,37.0,1.449,1.4109825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,1239.1666666666667,37.1,1.447,1.4089825174825175,MG1655,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
