run,strain,pos_selection,well,exp_growth_rate
r3,MG1655_1,0.0_µg/ml_tc,A02,0.010702219907036724
r3,MG1655_2,0.0_µg/ml_tc,A03,0.010862736408273824
r3,3.19_1,0.0_µg/ml_tc,A04,0.011160276250309414
r3,3.19_2,0.0_µg/ml_tc,A05,0.011412955622256468
r3,IW_1,0.0_µg/ml_tc,A06,0.011016043058411676
r3,IW_2,0.0_µg/ml_tc,A07,0.011132804718500696
r3,WTlac_1,0.0_µg/ml_tc,A08,0.010847731391376025
r3,WTlac_2,0.0_µg/ml_tc,A09,0.011225680266508218
r3,lacUV5_1,0.0_µg/ml_tc,A10,0.011220528708533262
r3,lacUV5_2,0.0_µg/ml_tc,A11,0.010691130893944521
r3,MG1655_1,0.0_µg/ml_tc,B02,0.010804756037078271
r3,MG1655_2,0.0_µg/ml_tc,B03,0.010992925951656532
r3,3.19_1,0.0_µg/ml_tc,B04,0.011199019080986267
r3,3.19_2,0.0_µg/ml_tc,B05,0.011425764540972619
r3,IW_1,0.0_µg/ml_tc,B06,0.010854388715024229
r3,IW_2,0.0_µg/ml_tc,B07,0.01112885028456842
r3,WTlac_1,0.0_µg/ml_tc,B08,0.010880804498430553
r3,WTlac_2,0.0_µg/ml_tc,B09,0.011138485928687217
r3,lacUV5_1,0.0_µg/ml_tc,B10,0.011002224093010328
r3,lacUV5_2,0.0_µg/ml_tc,B11,0.011019508110069541
r3,MG1655_1,0.22_µg/ml_tc,C02,0.006163812419798463
r3,MG1655_2,0.22_µg/ml_tc,C03,0.006102169353007589
r3,3.19_1,0.22_µg/ml_tc,C04,0.007220548206657165
r3,3.19_2,0.22_µg/ml_tc,C05,0.007264843395291153
r3,IW_1,0.22_µg/ml_tc,C06,0.008912869097469594
r3,IW_2,0.22_µg/ml_tc,C07,0.009203226332189576
r3,WTlac_1,0.22_µg/ml_tc,C08,0.010457420435635623
r3,WTlac_2,0.22_µg/ml_tc,C09,0.010833767656747059
r3,lacUV5_1,0.22_µg/ml_tc,C10,0.010830808321513351
r3,lacUV5_2,0.22_µg/ml_tc,C11,0.01070814956941686
r3,MG1655_1,0.22_µg/ml_tc,D02,0.005959898266064725
r3,MG1655_2,0.22_µg/ml_tc,D03,0.005899455404676257
r3,3.19_1,0.22_µg/ml_tc,D04,0.007115066650552845
r3,3.19_2,0.22_µg/ml_tc,D05,0.007104266701412762
r3,IW_1,0.22_µg/ml_tc,D06,0.008957916100498809
r3,IW_2,0.22_µg/ml_tc,D07,0.008898353027135304
r3,WTlac_1,0.22_µg/ml_tc,D08,0.010557307745999157
r3,WTlac_2,0.22_µg/ml_tc,D09,0.01081430344137811
r3,lacUV5_1,0.22_µg/ml_tc,D10,0.010837606762909804
r3,lacUV5_2,0.22_µg/ml_tc,D11,0.011078564648262394
r3,MG1655_1,0.36_µg/ml_tc,E02,0.007088392087428514
r3,MG1655_2,0.36_µg/ml_tc,E03,0.006988478177562621
r3,3.19_1,0.36_µg/ml_tc,E04,0.008134110315884012
r3,3.19_2,0.36_µg/ml_tc,E05,0.008300133575602704
r3,IW_1,0.36_µg/ml_tc,E06,0.00955603683601217
r3,IW_2,0.36_µg/ml_tc,E07,0.009503085000483255
r3,WTlac_1,0.36_µg/ml_tc,E08,0.0106013514862816
r3,WTlac_2,0.36_µg/ml_tc,E09,0.010925116683055824
r3,lacUV5_1,0.36_µg/ml_tc,E10,0.010908616696734832
r3,lacUV5_2,0.36_µg/ml_tc,E11,0.010912700113103847
r3,MG1655_1,0.36_µg/ml_tc,F02,0.006868038778862419
r3,MG1655_2,0.36_µg/ml_tc,F03,0.006824203929136856
r3,3.19_1,0.36_µg/ml_tc,F04,0.007997922303192547
r3,3.19_2,0.36_µg/ml_tc,F05,0.008148155262639085
r3,IW_1,0.36_µg/ml_tc,F06,0.0095376895177748
r3,IW_2,0.36_µg/ml_tc,F07,0.008804432313958437
r3,WTlac_1,0.36_µg/ml_tc,F08,0.010587071453259517
r3,WTlac_2,0.36_µg/ml_tc,F09,0.010925361128926002
r3,lacUV5_1,0.36_µg/ml_tc,F10,0.010907359830785888
r3,lacUV5_2,0.36_µg/ml_tc,F11,0.010783288829249477
r3,MG1655_1,0.59_µg/ml_tc,G02,0.0054811518148189095
r3,MG1655_2,0.59_µg/ml_tc,G03,0.0054046837115026775
r3,3.19_1,0.59_µg/ml_tc,G04,0.00671663884260051
r3,3.19_2,0.59_µg/ml_tc,G05,0.006691687913475176
r3,IW_1,0.59_µg/ml_tc,G06,0.008756989560360445
r3,IW_2,0.59_µg/ml_tc,G07,0.008922633034476754
r3,WTlac_1,0.59_µg/ml_tc,G08,0.00989700181885565
r3,WTlac_2,0.59_µg/ml_tc,G09,0.01081140803511208
r3,lacUV5_1,0.59_µg/ml_tc,G10,0.01086520097690493
r3,lacUV5_2,0.59_µg/ml_tc,G11,0.010768667053837324
r3,MG1655_1,0.59_µg/ml_tc,H02,0.00528624363361735
r3,MG1655_2,0.59_µg/ml_tc,H03,0.005242663356943889
r3,3.19_1,0.59_µg/ml_tc,H04,0.006568397108361589
r3,3.19_2,0.59_µg/ml_tc,H05,0.0065851303012569385
r3,IW_1,0.59_µg/ml_tc,H06,0.008803912908123677
r3,IW_2,0.59_µg/ml_tc,H07,0.009476728773488978
r3,WTlac_1,0.59_µg/ml_tc,H08,0.010485049208732132
r3,WTlac_2,0.59_µg/ml_tc,H09,0.010806904337852034
r3,lacUV5_1,0.59_µg/ml_tc,H10,0.01077216285947697
r3,lacUV5_2,0.59_µg/ml_tc,H11,0.01078450766237611
