run,strain,pos_selection,well,exp_growth_rate
r3,MG1655_1,0_µg/ml_tc,A02,0.010182759781768077
r3,3.19_1,0_µg/ml_tc,A03,0.010375804800393186
r3,IW_1,0_µg/ml_tc,A04,0.010739695797506934
r3,MG1655_1,0.1_µg/ml_tc,A05,0.008679082604417666
r3,3.19_1,0.1_µg/ml_tc,A06,0.0093324167346601
r3,IW_1,0.1_µg/ml_tc,A07,0.01052534959843666
r3,WTlac_1,0.1_µg/ml_tc,A08,0.010610064515479821
r3,lacUV5_1,0.1_µg/ml_tc,A09,0.010640046822123725
r3,MG1655_1,0.25_µg/ml_tc,A10,0.007451088669928379
r3,WTlac_1,0_µg/ml_tc,B01,0.010366579917666468
r3,lacUV5_1,0_µg/ml_tc,B02,0.010572525090966624
r3,MG1655_2,0_µg/ml_tc,B03,0.010469690172620089
r3,3.19_2,0_µg/ml_tc,B04,0.010792583737809554
r3,MG1655_2,0.1_µg/ml_tc,B05,0.00943247958946072
r3,3.19_2,0.1_µg/ml_tc,B06,0.010182265701820433
r3,IW_2,0.1_µg/ml_tc,B07,0.010653059633559519
r3,WTlac_2,0.1_µg/ml_tc,B08,0.010916377681116345
r3,lacUV5_2,0.1_µg/ml_tc,B09,0.011203796800882918
r3,3.19_1,0.25_µg/ml_tc,B10,0.00858272940858287
r3,IW_1,0.25_µg/ml_tc,B11,0.00980498923962571
r3,WTlac_2,0.25_µg/ml_tc,B12,0.010276202024008021
r3,IW_2,0_µg/ml_tc,C01,0.011108713744421942
r3,WTlac_2,0_µg/ml_tc,C02,0.010794732145453718
r3,lacUV5_2,0_µg/ml_tc,C03,0.01152560150705727
r3,MG1655_1,0_µg/ml_tc,C04,0.01098416739213161
r3,MG1655_1,0.1_µg/ml_tc,C05,0.009504434051635475
r3,3.19_1,0.1_µg/ml_tc,C06,0.010239970276399902
r3,IW_1,0.1_µg/ml_tc,C07,0.01124561615885765
r3,WTlac_1,0.1_µg/ml_tc,C08,0.011279296091844715
r3,lacUV5_1,0.1_µg/ml_tc,C09,0.011081909681348373
r3,lacUV5_1,0.25_µg/ml_tc,C10,0.011302398803646073
r3,MG1655_2,0.25_µg/ml_tc,C11,0.007634393814693127
r3,3.19_2,0.25_µg/ml_tc,C12,0.008093141799508657
r3,3.19_1,0_µg/ml_tc,D01,0.010761906761115598
r3,IW_1,0_µg/ml_tc,D02,0.01138601625636222
r3,WTlac_1,0_µg/ml_tc,D03,0.010594414188443682
r3,lacUV5_1,0_µg/ml_tc,D04,0.011154092476304351
r3,MG1655_2,0.1_µg/ml_tc,D05,0.009549329050195598
r3,3.19_2,0.1_µg/ml_tc,D06,0.010181252788225011
r3,IW_2,0.1_µg/ml_tc,D07,0.011087418666945651
r3,WTlac_2,0.1_µg/ml_tc,D08,0.011168132153228474
r3,lacUV5_2,0.1_µg/ml_tc,D09,0.011329944066291965
r3,IW_2,0.25_µg/ml_tc,D10,0.010864086936263295
r3,WTlac_2,0.25_µg/ml_tc,D11,0.010631598390422456
r3,lacUV5_2,0.25_µg/ml_tc,D12,0.009968950072722112
r3,MG1655_2,0_µg/ml_tc,E01,0.009780381338814962
r3,3.19_2,0_µg/ml_tc,E02,0.010966831859136366
r3,IW_2,0_µg/ml_tc,E03,0.011159691658362654
r3,WTlac_2,0_µg/ml_tc,E04,0.010932999240502417
r3,MG1655_1,0.16_µg/ml_tc,E05,0.008902398145367522
r3,3.19_1,0.16_µg/ml_tc,E06,0.00981193998257466
r3,IW_1,0.16_µg/ml_tc,E07,0.01124938879569186
r3,WTlac_1,0.16_µg/ml_tc,E08,0.011566538770989619
r3,lacUV5_1,0.16_µg/ml_tc,E09,0.011195476965257606
r3,MG1655_1,0.25_µg/ml_tc,E10,0.008104634328011489
r3,3.19_1,0.25_µg/ml_tc,E11,0.008530123565812111
r3,IW_1,0.25_µg/ml_tc,E12,0.009786696944105775
r3,lacUV5_2,0_µg/ml_tc,F01,0.01006159029836363
r3,MG1655_1,0_µg/ml_tc,F02,0.010576181305018901
r3,3.19_1,0_µg/ml_tc,F03,0.010715333651393974
r3,IW_1,0_µg/ml_tc,F04,0.01141075189047428
r3,MG1655_2,0.16_µg/ml_tc,F05,0.008922824987352732
r3,3.19_2,0.16_µg/ml_tc,F06,0.00966977633343555
r3,IW_2,0.16_µg/ml_tc,F07,0.010990807959522238
r3,WTlac_2,0.16_µg/ml_tc,F08,0.01070382527692892
r3,lacUV5_2,0.16_µg/ml_tc,F09,0.011005031060644484
r3,WTlac_1,0.25_µg/ml_tc,F10,0.011167266895422244
r3,lacUV5_1,0.25_µg/ml_tc,F11,0.010611751649702805
r3,MG1655_2,0.25_µg/ml_tc,F12,0.007429684272078443
r3,WTlac_1,0_µg/ml_tc,G01,0.010922675180809801
r3,lacUV5_1,0_µg/ml_tc,G02,0.010217196893985018
r3,MG1655_2,0_µg/ml_tc,G03,0.010313092997019695
r3,3.19_2,0_µg/ml_tc,G04,0.010568158751909897
r3,MG1655_1,0.16_µg/ml_tc,G05,0.008375214510530134
r3,3.19_1,0.16_µg/ml_tc,G06,0.009038063898298945
r3,IW_1,0.16_µg/ml_tc,G07,0.010506982232473146
r3,WTlac_1,0.16_µg/ml_tc,G08,0.010488773216733279
r3,lacUV5_1,0.16_µg/ml_tc,G09,0.01055690689621084
r3,3.19_2,0.25_µg/ml_tc,G10,0.008542397900146628
r3,IW_2,0.25_µg/ml_tc,G11,0.009824188905216769
r3,WTlac_2,0.25_µg/ml_tc,G12,0.00999632038996276
r3,IW_2,0_µg/ml_tc,H02,0.010505795683373993
r3,WTlac_2,0_µg/ml_tc,H03,0.009961341846228756
r3,lacUV5_2,0_µg/ml_tc,H04,0.010304632355425648
r3,MG1655_2,0.16_µg/ml_tc,H05,0.007765629242296318
r3,3.19_2,0.16_µg/ml_tc,H06,0.008546794757535931
r3,IW_2,0.16_µg/ml_tc,H07,0.009715449457242509
r3,WTlac_2,0.16_µg/ml_tc,H08,0.009817532541119008
r3,lacUV5_2,0.16_µg/ml_tc,H09,0.009962500910826209
r3,lacUV5_2,0.25_µg/ml_tc,H10,0.010188669079152371
