run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r1,6.166666666666667,37.0,0.051,0.012609195402298788,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,13.166666666666666,37.0,0.052,0.013609195402298789,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,20.166666666666668,37.0,0.052,0.013609195402298789,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,27.166666666666668,37.1,0.053,0.01460919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,34.166666666666664,37.1,0.054,0.01560919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,41.166666666666664,37.0,0.059,0.02060919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,48.166666666666664,37.0,0.063,0.024609195402298792,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,55.166666666666664,37.1,0.067,0.028609195402298795,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,62.166666666666664,37.0,0.065,0.026609195402298794,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,69.16666666666667,37.1,0.067,0.028609195402298795,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,76.16666666666667,37.0,0.066,0.027609195402298795,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,83.16666666666667,37.1,0.067,0.028609195402298795,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,90.16666666666667,37.1,0.068,0.029609195402298796,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,97.16666666666666,37.0,0.069,0.030609195402298797,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,104.16666666666666,37.0,0.072,0.033609195402298786,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,111.16666666666666,37.1,0.073,0.03460919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,118.16666666666666,37.1,0.073,0.03460919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,125.16666666666667,37.0,0.076,0.03760919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,132.16666666666666,37.1,0.076,0.03760919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,139.16666666666666,37.0,0.077,0.03860919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,146.16666666666666,37.0,0.079,0.04060919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,153.16666666666666,37.0,0.082,0.043609195402298795,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,160.16666666666666,37.1,0.084,0.0456091954022988,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,167.16666666666666,37.1,0.088,0.049609195402298786,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,174.16666666666666,37.1,0.089,0.05060919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,181.16666666666666,37.1,0.092,0.05360919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,188.16666666666666,37.1,0.095,0.05660919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,195.16666666666666,37.1,0.099,0.060609195402298796,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,202.16666666666666,37.1,0.104,0.06560919540229879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
