run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r1,6.166666666666667,37.0,0.067,0.027629753914988793,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,13.166666666666666,36.9,0.067,0.027629753914988793,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,20.166666666666668,37.0,0.069,0.029629753914988795,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,27.166666666666668,37.0,0.07,0.030629753914988796,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,34.166666666666664,37.0,0.072,0.032629753914988784,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,41.166666666666664,37.1,0.073,0.033629753914988784,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,48.166666666666664,37.0,0.075,0.035629753914988786,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,55.166666666666664,37.0,0.078,0.03862975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,62.166666666666664,37.0,0.08,0.04062975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,69.16666666666667,37.0,0.083,0.04362975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,76.16666666666667,37.0,0.086,0.04662975391498878,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,83.16666666666667,37.1,0.088,0.048629753914988784,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,90.16666666666667,37.1,0.092,0.05262975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,97.16666666666667,37.0,0.095,0.05562975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,104.16666666666667,37.0,0.098,0.05862975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,111.16666666666667,37.0,0.102,0.06262975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,118.16666666666667,37.1,0.106,0.06662975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,125.16666666666667,36.9,0.111,0.0716297539149888,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,132.16666666666666,37.0,0.117,0.0776297539149888,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,139.16666666666666,37.0,0.122,0.08262975391498878,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,146.16666666666666,37.0,0.124,0.08462975391498878,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,153.16666666666666,37.0,0.13,0.09062975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,160.16666666666666,37.1,0.137,0.09762975391498879,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,167.16666666666666,37.0,0.142,0.10262975391498877,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r1,174.16666666666666,37.1,0.148,0.10862975391498877,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
