run,strain,pos_selection,well,exp_growth_rate
r1,MG1655_1,0.0_µg/ml_tc,A02,0.00815491232390823
r1,MG1655_2,0.0_µg/ml_tc,A03,0.008044899288488007
r1,3.19_1,0.0_µg/ml_tc,A04,0.007895444152104837
r1,IW_1,0.0_µg/ml_tc,A05,0.008350232872943127
r1,3.19_2,0.0_µg/ml_tc,A06,0.008338107008789002
r1,IW_2,0.0_µg/ml_tc,A07,0.008202558217995525
r1,WTlac_1,0.0_µg/ml_tc,A08,0.00832584798631662
r1,WTlac_2,0.0_µg/ml_tc,A09,0.008270158734378278
r1,lacUV5_1,0.0_µg/ml_tc,A10,0.0078049661906460215
r1,lacUV5_2,0.0_µg/ml_tc,A11,0.00792540187233396
r1,MG1655_1,0.0_µg/ml_tc,B02,0.008248308012238019
r1,MG1655_2,0.0_µg/ml_tc,B03,0.008184540030280227
r1,3.19_1,0.0_µg/ml_tc,B04,0.00850421919999069
r1,IW_1,0.0_µg/ml_tc,B05,0.008596316614767955
r1,3.19_2,0.0_µg/ml_tc,B06,0.008673690279747931
r1,IW_2,0.0_µg/ml_tc,B07,0.008730841531058152
r1,WTlac_1,0.0_µg/ml_tc,B08,0.008343182651583961
r1,WTlac_2,0.0_µg/ml_tc,B09,0.008377927321077493
r1,lacUV5_1,0.0_µg/ml_tc,B10,0.008561096000487866
r1,lacUV5_2,0.0_µg/ml_tc,B11,0.007913406486635393
r1,MG1655_1,0.05_µg/ml_tc,C02,0.007768927318159584
r1,MG1655_2,0.05_µg/ml_tc,C03,0.007875916143249586
r1,3.19_1,0.05_µg/ml_tc,C04,0.00844762791266746
r1,IW_1,0.05_µg/ml_tc,C05,0.008616691244271424
r1,3.19_2,0.05_µg/ml_tc,C06,0.008377646377739837
r1,IW_2,0.05_µg/ml_tc,C07,0.00892873901487585
r1,WTlac_1,0.05_µg/ml_tc,C08,0.00865103564253638
r1,WTlac_2,0.05_µg/ml_tc,C09,0.008651542532689589
r1,lacUV5_1,0.05_µg/ml_tc,C10,0.008304549162549614
r1,lacUV5_2,0.05_µg/ml_tc,C11,0.007565307183796903
r1,MG1655_1,0.05_µg/ml_tc,D02,0.00792621907806916
r1,MG1655_2,0.05_µg/ml_tc,D03,0.008090258877904233
r1,3.19_1,0.05_µg/ml_tc,D04,0.008532301232851537
r1,IW_1,0.05_µg/ml_tc,D05,0.009080461723538727
r1,3.19_2,0.05_µg/ml_tc,D06,0.008279430236190127
r1,IW_2,0.05_µg/ml_tc,D07,0.00868503440203825
r1,WTlac_1,0.05_µg/ml_tc,D08,0.008507252434709098
r1,WTlac_2,0.05_µg/ml_tc,D09,0.008758329906611968
r1,lacUV5_1,0.05_µg/ml_tc,D10,0.008460621826058829
r1,lacUV5_2,0.05_µg/ml_tc,D11,0.008300339340893382
r1,MG1655_1,0.08_µg/ml_tc,E02,0.00746757037220606
r1,MG1655_2,0.08_µg/ml_tc,E03,0.007663333594557986
r1,3.19_1,0.08_µg/ml_tc,E04,0.008183489071761628
r1,IW_1,0.08_µg/ml_tc,E05,0.008770615327521028
r1,3.19_2,0.08_µg/ml_tc,E06,0.008426493566709683
r1,IW_2,0.08_µg/ml_tc,E07,0.008590252839428028
r1,WTlac_1,0.08_µg/ml_tc,E08,0.008645422847049314
r1,WTlac_2,0.08_µg/ml_tc,E09,0.008401846496877948
r1,lacUV5_1,0.08_µg/ml_tc,E10,0.008610630000090578
r1,lacUV5_2,0.08_µg/ml_tc,E11,0.008184923715722204
r1,MG1655_1,0.08_µg/ml_tc,F02,0.007296709638695934
r1,MG1655_2,0.08_µg/ml_tc,F03,0.006900060183840975
r1,3.19_1,0.08_µg/ml_tc,F04,0.008045000861634276
r1,IW_1,0.08_µg/ml_tc,F05,0.008551699813538895
r1,3.19_2,0.08_µg/ml_tc,F06,0.008203597263890503
r1,IW_2,0.08_µg/ml_tc,F07,0.007919890901690582
r1,WTlac_1,0.08_µg/ml_tc,F08,0.0088551126405446
r1,WTlac_2,0.08_µg/ml_tc,F09,0.008342597012089703
r1,lacUV5_1,0.08_µg/ml_tc,F10,0.008336612543006106
r1,lacUV5_2,0.08_µg/ml_tc,F11,0.008181406131770642
r1,MG1655_1,0.135_µg/ml_tc,G02,0.0064791862439120135
r1,MG1655_2,0.135_µg/ml_tc,G03,0.006725466406617962
r1,3.19_1,0.135_µg/ml_tc,G04,0.0073420192022386945
r1,IW_1,0.135_µg/ml_tc,G05,0.007977319417115877
r1,3.19_2,0.135_µg/ml_tc,G06,0.007392128712893185
r1,IW_2,0.135_µg/ml_tc,G07,0.008049518165051154
r1,WTlac_1,0.135_µg/ml_tc,G08,0.00828437890610775
r1,WTlac_2,0.135_µg/ml_tc,G09,0.008073179671599923
r1,lacUV5_1,0.135_µg/ml_tc,G10,0.008114115019658273
r1,lacUV5_2,0.135_µg/ml_tc,G11,0.007983423279836461
r1,MG1655_1,0.135_µg/ml_tc,H02,0.006545182485812347
r1,MG1655_2,0.135_µg/ml_tc,H03,0.006531042620909925
r1,3.19_1,0.135_µg/ml_tc,H04,0.007266417656351658
r1,IW_1,0.135_µg/ml_tc,H05,0.00760082813001284
r1,3.19_2,0.135_µg/ml_tc,H06,0.006663035250696635
r1,IW_2,0.135_µg/ml_tc,H07,0.007697667270157442
r1,WTlac_1,0.135_µg/ml_tc,H08,0.008169885472233093
r1,WTlac_2,0.135_µg/ml_tc,H09,0.0076640454028607564
r1,lacUV5_1,0.135_µg/ml_tc,H10,0.007381323273160102
r1,lacUV5_2,0.135_µg/ml_tc,H11,0.00807528648479648
