# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 23:20:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220701_r4_MG1655_calibration/stan/exponential_growth_data_2.json
# init = 2 (Default)
# random
#   seed = 3707388677 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220701_r4_MG1655_calibration/stan/exponential_growth_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19
50.6543,0.798979,0.0532211,6,63,0,-50.2637,1.92847,0.0139281,0.00482002,84.8154,0.00817242,-1.99238,-1.93517,-1.87796,-1.82076,-1.76355,-1.70634,-1.64914,-1.59193,-1.53472,-1.47751,-1.42031,-1.3631,-1.30589,-1.24869,-1.19148,-1.13427,-1.07707,-1.01986,-0.962652,-1.99238,-1.93517,-1.87796,-1.82076,-1.76355,-1.70634,-1.64914,-1.59193,-1.53472,-1.47751,-1.42031,-1.3631,-1.30589,-1.24869,-1.19148,-1.13427,-1.07707,-1.01986,-0.962652
53.0131,0.99684,0.0532211,4,19,0,-50.5955,1.92782,0.0138842,0.00503513,84.6881,0.0081847,-1.99211,-1.93482,-1.87752,-1.82023,-1.76294,-1.70565,-1.64835,-1.59106,-1.53377,-1.47647,-1.41918,-1.36189,-1.3046,-1.2473,-1.19001,-1.13272,-1.07542,-1.01813,-0.960838,-1.99211,-1.93482,-1.87752,-1.82023,-1.76294,-1.70565,-1.64835,-1.59106,-1.53377,-1.47647,-1.41918,-1.36189,-1.3046,-1.2473,-1.19001,-1.13272,-1.07542,-1.01813,-0.960838
53.0878,0.991657,0.0532211,5,51,0,-51.0449,1.9262,0.0137472,0.00567936,84.373,0.00821527,-1.99349,-1.93599,-1.87848,-1.82097,-1.76346,-1.70596,-1.64845,-1.59094,-1.53344,-1.47593,-1.41842,-1.36092,-1.30341,-1.2459,-1.1884,-1.13089,-1.07338,-1.01587,-0.958368,-1.99349,-1.93599,-1.87848,-1.82097,-1.76346,-1.70596,-1.64845,-1.59094,-1.53344,-1.47593,-1.41842,-1.36092,-1.30341,-1.2459,-1.1884,-1.13089,-1.07338,-1.01587,-0.958368
50.0596,0.772647,0.0532211,5,47,0,-48.2899,1.92942,0.0140819,0.00491991,85.0004,0.00815463,-1.98636,-1.92928,-1.8722,-1.81511,-1.75803,-1.70095,-1.64387,-1.58678,-1.5297,-1.47262,-1.41554,-1.35845,-1.30137,-1.24429,-1.18721,-1.13012,-1.07304,-1.01596,-0.958876,-1.98636,-1.92928,-1.8722,-1.81511,-1.75803,-1.70095,-1.64387,-1.58678,-1.5297,-1.47262,-1.41554,-1.35845,-1.30137,-1.24429,-1.18721,-1.13012,-1.07304,-1.01596,-0.958876
50.4841,0.786085,0.0532211,4,19,0,-47.5378,1.93032,0.0141224,0.00467297,85.1764,0.00813778,-1.98819,-1.93123,-1.87427,-1.8173,-1.76034,-1.70337,-1.64641,-1.58944,-1.53248,-1.47551,-1.41855,-1.36159,-1.30462,-1.24766,-1.19069,-1.13373,-1.07676,-1.0198,-0.962834,-1.98819,-1.93123,-1.87427,-1.8173,-1.76034,-1.70337,-1.64641,-1.58944,-1.53248,-1.47551,-1.41855,-1.36159,-1.30462,-1.24766,-1.19069,-1.13373,-1.07676,-1.0198,-0.962834
51.4522,0.946863,0.0532211,6,63,0,-48.5009,1.93068,0.0141555,0.00529615,85.2466,0.00813108,-1.98772,-1.9308,-1.87389,-1.81697,-1.76005,-1.70313,-1.64622,-1.5893,-1.53238,-1.47546,-1.41855,-1.36163,-1.30471,-1.24779,-1.19087,-1.13396,-1.07704,-1.02012,-0.963205,-1.98772,-1.9308,-1.87389,-1.81697,-1.76005,-1.70313,-1.64622,-1.5893,-1.53238,-1.47546,-1.41855,-1.36163,-1.30471,-1.24779,-1.19087,-1.13396,-1.07704,-1.02012,-0.963205
50.9857,0.879079,0.0532211,2,7,0,-50.3855,1.93027,0.0141483,0.00530521,85.1669,0.00813869,-1.98611,-1.92914,-1.87217,-1.8152,-1.75823,-1.70126,-1.64429,-1.58731,-1.53034,-1.47337,-1.4164,-1.35943,-1.30246,-1.24549,-1.18852,-1.13155,-1.07458,-1.01761,-0.960636,-1.98611,-1.92914,-1.87217,-1.8152,-1.75823,-1.70126,-1.64429,-1.58731,-1.53034,-1.47337,-1.4164,-1.35943,-1.30246,-1.24549,-1.18852,-1.13155,-1.07458,-1.01761,-0.960636
51.7105,0.999707,0.0532211,4,15,0,-51.0234,1.93047,0.0141448,0.00523125,85.2056,0.00813499,-1.98739,-1.93045,-1.8735,-1.81656,-1.75961,-1.70267,-1.64572,-1.58878,-1.53183,-1.47489,-1.41794,-1.361,-1.30405,-1.24711,-1.19016,-1.13322,-1.07627,-1.01933,-0.962382,-1.98739,-1.93045,-1.8735,-1.81656,-1.75961,-1.70267,-1.64572,-1.58878,-1.53183,-1.47489,-1.41794,-1.361,-1.30405,-1.24711,-1.19016,-1.13322,-1.07627,-1.01933,-0.962382
51.2663,0.992984,0.0532211,4,15,0,-51.2085,1.93072,0.0141725,0.0052004,85.2558,0.0081302,-1.98677,-1.92986,-1.87295,-1.81604,-1.75913,-1.70222,-1.64531,-1.58839,-1.53148,-1.47457,-1.41766,-1.36075,-1.30384,-1.24693,-1.19001,-1.1331,-1.07619,-1.01928,-0.962368,-1.98677,-1.92986,-1.87295,-1.81604,-1.75913,-1.70222,-1.64531,-1.58839,-1.53148,-1.47457,-1.41766,-1.36075,-1.30384,-1.24693,-1.19001,-1.1331,-1.07619,-1.01928,-0.962368
51.3369,0.991861,0.0532211,3,7,0,-51.2103,1.93066,0.0141673,0.00520493,85.2428,0.00813145,-1.98679,-1.92987,-1.87295,-1.81603,-1.75911,-1.70219,-1.64527,-1.58835,-1.53143,-1.47451,-1.41759,-1.36067,-1.30375,-1.24683,-1.18991,-1.13299,-1.07607,-1.01915,-0.96223,-1.98679,-1.92987,-1.87295,-1.81603,-1.75911,-1.70219,-1.64527,-1.58835,-1.53143,-1.47451,-1.41759,-1.36067,-1.30375,-1.24683,-1.18991,-1.13299,-1.07607,-1.01915,-0.96223
49.4982,0.789689,0.0532211,6,63,0,-47.9335,1.93155,0.0142183,0.00570559,85.4175,0.00811482,-1.98784,-1.93104,-1.87423,-1.81743,-1.76063,-1.70382,-1.64702,-1.59021,-1.53341,-1.47661,-1.4198,-1.363,-1.3062,-1.24939,-1.19259,-1.13578,-1.07898,-1.02218,-0.965373,-1.98784,-1.93104,-1.87423,-1.81743,-1.76063,-1.70382,-1.64702,-1.59021,-1.53341,-1.47661,-1.4198,-1.363,-1.3062,-1.24939,-1.19259,-1.13578,-1.07898,-1.02218,-0.965373
48.811,0.987019,0.0532211,5,31,0,-46.7073,1.93208,0.0142958,0.00507745,85.522,0.0081049,-1.98517,-1.92844,-1.8717,-1.81497,-1.75824,-1.7015,-1.64477,-1.58803,-1.5313,-1.47456,-1.41783,-1.3611,-1.30436,-1.24763,-1.19089,-1.13416,-1.07742,-1.02069,-0.963955,-1.98517,-1.92844,-1.8717,-1.81497,-1.75824,-1.7015,-1.64477,-1.58803,-1.5313,-1.47456,-1.41783,-1.3611,-1.30436,-1.24763,-1.19089,-1.13416,-1.07742,-1.02069,-0.963955
50.5921,0.999988,0.0532211,4,15,0,-48.7129,1.9313,0.0142185,0.00527068,85.3697,0.00811936,-1.98656,-1.92972,-1.87289,-1.81605,-1.75922,-1.70238,-1.64554,-1.58871,-1.53187,-1.47504,-1.4182,-1.36137,-1.30453,-1.2477,-1.19086,-1.13402,-1.07719,-1.02035,-0.963518,-1.98656,-1.92972,-1.87289,-1.81605,-1.75922,-1.70238,-1.64554,-1.58871,-1.53187,-1.47504,-1.4182,-1.36137,-1.30453,-1.2477,-1.19086,-1.13402,-1.07719,-1.02035,-0.963518
51.3356,0.900388,0.0532211,6,63,0,-47.7369,1.92468,0.0136335,0.00460287,84.0774,0.00824416,-1.99373,-1.93602,-1.87831,-1.82061,-1.7629,-1.70519,-1.64748,-1.58977,-1.53206,-1.47435,-1.41664,-1.35893,-1.30122,-1.24351,-1.18581,-1.1281,-1.07039,-1.01268,-0.954969,-1.99373,-1.93602,-1.87831,-1.82061,-1.7629,-1.70519,-1.64748,-1.58977,-1.53206,-1.47435,-1.41664,-1.35893,-1.30122,-1.24351,-1.18581,-1.1281,-1.07039,-1.01268,-0.954969
53.1122,0.907032,0.0532211,6,63,0,-49.4049,1.92514,0.0136614,0.00552191,84.1671,0.00823537,-1.99414,-1.9365,-1.87885,-1.8212,-1.76355,-1.70591,-1.64826,-1.59061,-1.53296,-1.47532,-1.41767,-1.36002,-1.30237,-1.24473,-1.18708,-1.12943,-1.07178,-1.01414,-0.956488,-1.99414,-1.9365,-1.87885,-1.8212,-1.76355,-1.70591,-1.64826,-1.59061,-1.53296,-1.47532,-1.41767,-1.36002,-1.30237,-1.24473,-1.18708,-1.12943,-1.07178,-1.01414,-0.956488
53.912,0.834313,0.0532211,5,51,0,-51.5732,1.92687,0.0138187,0.00528561,84.5027,0.00820266,-1.99182,-1.9344,-1.87698,-1.81956,-1.76215,-1.70473,-1.64731,-1.58989,-1.53247,-1.47505,-1.41763,-1.36022,-1.3028,-1.24538,-1.18796,-1.13054,-1.07312,-1.0157,-0.958285,-1.99182,-1.9344,-1.87698,-1.81956,-1.76215,-1.70473,-1.64731,-1.58989,-1.53247,-1.47505,-1.41763,-1.36022,-1.3028,-1.24538,-1.18796,-1.13054,-1.07312,-1.0157,-0.958285
53.5772,0.870756,0.0532211,2,3,0,-53.2259,1.92676,0.0138221,0.00529052,84.482,0.00820467,-1.99102,-1.93358,-1.87615,-1.81872,-1.76128,-1.70385,-1.64642,-1.58899,-1.53155,-1.47412,-1.41669,-1.35926,-1.30182,-1.24439,-1.18696,-1.12953,-1.07209,-1.01466,-0.957227,-1.99102,-1.93358,-1.87615,-1.81872,-1.76128,-1.70385,-1.64642,-1.58899,-1.53155,-1.47412,-1.41669,-1.35926,-1.30182,-1.24439,-1.18696,-1.12953,-1.07209,-1.01466,-0.957227
53.3329,0.935128,0.0532211,5,35,0,-52.5768,1.92572,0.0137089,0.00493926,84.2786,0.00822447,-1.99371,-1.93614,-1.87857,-1.821,-1.76343,-1.70586,-1.64828,-1.59071,-1.53314,-1.47557,-1.418,-1.36043,-1.30286,-1.24529,-1.18771,-1.13014,-1.07257,-1.015,-0.957429,-1.99371,-1.93614,-1.87857,-1.821,-1.76343,-1.70586,-1.64828,-1.59071,-1.53314,-1.47557,-1.418,-1.36043,-1.30286,-1.24529,-1.18771,-1.13014,-1.07257,-1.015,-0.957429
53.2278,0.795211,0.0532211,6,63,0,-51.8506,1.92701,0.0138302,0.00574509,84.529,0.00820011,-1.9917,-1.9343,-1.8769,-1.8195,-1.7621,-1.7047,-1.6473,-1.5899,-1.5325,-1.4751,-1.4177,-1.36029,-1.30289,-1.24549,-1.18809,-1.13069,-1.07329,-1.01589,-0.958489,-1.9917,-1.9343,-1.8769,-1.8195,-1.7621,-1.7047,-1.6473,-1.5899,-1.5325,-1.4751,-1.4177,-1.36029,-1.30289,-1.24549,-1.18809,-1.13069,-1.07329,-1.01589,-0.958489
52.5573,0.974666,0.0532211,6,63,0,-52.0277,1.92922,0.0140419,0.00503714,84.9613,0.00815838,-1.98816,-1.93105,-1.87395,-1.81684,-1.75973,-1.70262,-1.64551,-1.5884,-1.53129,-1.47418,-1.41708,-1.35997,-1.30286,-1.24575,-1.18864,-1.13153,-1.07442,-1.01732,-0.960207,-1.98816,-1.93105,-1.87395,-1.81684,-1.75973,-1.70262,-1.64551,-1.5884,-1.53129,-1.47418,-1.41708,-1.35997,-1.30286,-1.24575,-1.18864,-1.13153,-1.07442,-1.01732,-0.960207
52.9755,0.999291,0.0532211,5,31,0,-52.3465,1.92906,0.0140225,0.00513214,84.9292,0.00816147,-1.98868,-1.93155,-1.87442,-1.81729,-1.76016,-1.70303,-1.6459,-1.58877,-1.53164,-1.47451,-1.41738,-1.36025,-1.30312,-1.24598,-1.18885,-1.13172,-1.07459,-1.01746,-0.960333,-1.98868,-1.93155,-1.87442,-1.81729,-1.76016,-1.70303,-1.6459,-1.58877,-1.53164,-1.47451,-1.41738,-1.36025,-1.30312,-1.24598,-1.18885,-1.13172,-1.07459,-1.01746,-0.960333
53.3535,0.979076,0.0532211,6,63,0,-52.6203,1.92805,0.0139136,0.00497455,84.7329,0.00818038,-1.9912,-1.93393,-1.87667,-1.81941,-1.76215,-1.70488,-1.64762,-1.59036,-1.53309,-1.47583,-1.41857,-1.36131,-1.30404,-1.24678,-1.18952,-1.13226,-1.07499,-1.01773,-0.960468,-1.9912,-1.93393,-1.87667,-1.81941,-1.76215,-1.70488,-1.64762,-1.59036,-1.53309,-1.47583,-1.41857,-1.36131,-1.30404,-1.24678,-1.18952,-1.13226,-1.07499,-1.01773,-0.960468
52.9627,0.776299,0.0532211,5,55,0,-48.9484,1.92802,0.0139089,0.00481919,84.7269,0.00818096,-1.99138,-1.93411,-1.87684,-1.81958,-1.76231,-1.70504,-1.64778,-1.59051,-1.53324,-1.47598,-1.41871,-1.36144,-1.30418,-1.24691,-1.18964,-1.13238,-1.07511,-1.01784,-0.960577,-1.99138,-1.93411,-1.87684,-1.81958,-1.76231,-1.70504,-1.64778,-1.59051,-1.53324,-1.47598,-1.41871,-1.36144,-1.30418,-1.24691,-1.18964,-1.13238,-1.07511,-1.01784,-0.960577
52.4867,0.932101,0.0532211,2,3,0,-52.2912,1.92807,0.0139062,0.00482654,84.7367,0.00818001,-1.99183,-1.93457,-1.87731,-1.82005,-1.76279,-1.70553,-1.64827,-1.59101,-1.53375,-1.47649,-1.41923,-1.36197,-1.30471,-1.24745,-1.19019,-1.13293,-1.07567,-1.01841,-0.961149,-1.99183,-1.93457,-1.87731,-1.82005,-1.76279,-1.70553,-1.64827,-1.59101,-1.53375,-1.47649,-1.41923,-1.36197,-1.30471,-1.24745,-1.19019,-1.13293,-1.07567,-1.01841,-0.961149
52.4867,0.207433,0.0532211,1,1,0,-49.771,1.92807,0.0139062,0.00482654,84.7367,0.00818001,-1.99183,-1.93457,-1.87731,-1.82005,-1.76279,-1.70553,-1.64827,-1.59101,-1.53375,-1.47649,-1.41923,-1.36197,-1.30471,-1.24745,-1.19019,-1.13293,-1.07567,-1.01841,-0.961149,-1.99183,-1.93457,-1.87731,-1.82005,-1.76279,-1.70553,-1.64827,-1.59101,-1.53375,-1.47649,-1.41923,-1.36197,-1.30471,-1.24745,-1.19019,-1.13293,-1.07567,-1.01841,-0.961149
52.0898,0.99499,0.0532211,6,63,0,-51.829,1.92892,0.0139823,0.00487739,84.9019,0.00816409,-1.99082,-1.93367,-1.87652,-1.81937,-1.76222,-1.70507,-1.64793,-1.59078,-1.53363,-1.47648,-1.41933,-1.36218,-1.30503,-1.24789,-1.19074,-1.13359,-1.07644,-1.01929,-0.962142,-1.99082,-1.93367,-1.87652,-1.81937,-1.76222,-1.70507,-1.64793,-1.59078,-1.53363,-1.47648,-1.41933,-1.36218,-1.30503,-1.24789,-1.19074,-1.13359,-1.07644,-1.01929,-0.962142
51.1221,0.8602,0.0532211,2,7,0,-50.4266,1.92903,0.0139837,0.00485931,84.9234,0.00816203,-1.9913,-1.93417,-1.87703,-1.8199,-1.76276,-1.70563,-1.64849,-1.59136,-1.53423,-1.47709,-1.41996,-1.36282,-1.30569,-1.24856,-1.19142,-1.13429,-1.07715,-1.02002,-0.962884,-1.9913,-1.93417,-1.87703,-1.8199,-1.76276,-1.70563,-1.64849,-1.59136,-1.53423,-1.47709,-1.41996,-1.36282,-1.30569,-1.24856,-1.19142,-1.13429,-1.07715,-1.02002,-0.962884
52.6231,0.983741,0.0532211,6,63,0,-50.0077,1.92444,0.0136052,0.00507332,84.0313,0.00824868,-1.99455,-1.93681,-1.87907,-1.82133,-1.76359,-1.70584,-1.6481,-1.59036,-1.53262,-1.47488,-1.41714,-1.3594,-1.30166,-1.24392,-1.18618,-1.12844,-1.0707,-1.01296,-0.955215,-1.99455,-1.93681,-1.87907,-1.82133,-1.76359,-1.70584,-1.6481,-1.59036,-1.53262,-1.47488,-1.41714,-1.3594,-1.30166,-1.24392,-1.18618,-1.12844,-1.0707,-1.01296,-0.955215
