# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 23:20:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220701_r4_MG1655_calibration/stan/exponential_growth_data_1.json
# init = 2 (Default)
# random
#   seed = 3707388662 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220701_r4_MG1655_calibration/stan/exponential_growth_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19
52.1966,0.876997,0.0488741,6,63,0,-50.7532,1.92644,0.0138044,0.00577384,84.4191,0.00821079,-1.99059,-1.93311,-1.87564,-1.81816,-1.76069,-1.70321,-1.64574,-1.58826,-1.53079,-1.47331,-1.41583,-1.35836,-1.30088,-1.24341,-1.18593,-1.12846,-1.07098,-1.01351,-0.95603,-1.99059,-1.93311,-1.87564,-1.81816,-1.76069,-1.70321,-1.64574,-1.58826,-1.53079,-1.47331,-1.41583,-1.35836,-1.30088,-1.24341,-1.18593,-1.12846,-1.07098,-1.01351,-0.95603
52.5837,0.993489,0.0488741,6,63,0,-51.1821,1.92861,0.0139957,0.00519963,84.8416,0.00816989,-1.98824,-1.93105,-1.87386,-1.81668,-1.75949,-1.7023,-1.64511,-1.58792,-1.53073,-1.47354,-1.41635,-1.35916,-1.30197,-1.24478,-1.18759,-1.1304,-1.07321,-1.01603,-0.958836,-1.98824,-1.93105,-1.87386,-1.81668,-1.75949,-1.7023,-1.64511,-1.58792,-1.53073,-1.47354,-1.41635,-1.35916,-1.30197,-1.24478,-1.18759,-1.1304,-1.07321,-1.01603,-0.958836
52.6789,0.999798,0.0488741,5,63,0,-50.9573,1.92895,0.0140216,0.00538894,84.9077,0.00816354,-1.98817,-1.93103,-1.87388,-1.81674,-1.75959,-1.70245,-1.6453,-1.58816,-1.53101,-1.47387,-1.41672,-1.35958,-1.30243,-1.24529,-1.18814,-1.131,-1.07385,-1.01671,-0.959565,-1.98817,-1.93103,-1.87388,-1.81674,-1.75959,-1.70245,-1.6453,-1.58816,-1.53101,-1.47387,-1.41672,-1.35958,-1.30243,-1.24529,-1.18814,-1.131,-1.07385,-1.01671,-0.959565
51.9966,0.903243,0.0488741,6,63,0,-50.2323,1.92868,0.0139886,0.00460246,84.8563,0.00816848,-1.98914,-1.93196,-1.87478,-1.8176,-1.76043,-1.70325,-1.64607,-1.58889,-1.53171,-1.47453,-1.41735,-1.36017,-1.30299,-1.24581,-1.18863,-1.13145,-1.07427,-1.01709,-0.959914,-1.98914,-1.93196,-1.87478,-1.8176,-1.76043,-1.70325,-1.64607,-1.58889,-1.53171,-1.47453,-1.41735,-1.36017,-1.30299,-1.24581,-1.18863,-1.13145,-1.07427,-1.01709,-0.959914
51.7435,0.919913,0.0488741,6,63,0,-50.2585,1.92724,0.013864,0.00614087,84.5742,0.00819573,-1.99049,-1.93312,-1.87575,-1.81838,-1.76101,-1.70364,-1.64627,-1.5889,-1.53153,-1.47416,-1.41679,-1.35942,-1.30205,-1.24468,-1.18731,-1.12994,-1.07257,-1.01519,-0.957825,-1.99049,-1.93312,-1.87575,-1.81838,-1.76101,-1.70364,-1.64627,-1.5889,-1.53153,-1.47416,-1.41679,-1.35942,-1.30205,-1.24468,-1.18731,-1.12994,-1.07257,-1.01519,-0.957825
51.1245,0.995368,0.0488741,5,31,0,-51.0115,1.92755,0.0138951,0.00626284,84.6355,0.0081898,-1.9899,-1.93257,-1.87525,-1.81792,-1.76059,-1.70326,-1.64593,-1.5886,-1.53127,-1.47395,-1.41662,-1.35929,-1.30196,-1.24463,-1.1873,-1.12997,-1.07265,-1.01532,-0.957988,-1.9899,-1.93257,-1.87525,-1.81792,-1.76059,-1.70326,-1.64593,-1.5886,-1.53127,-1.47395,-1.41662,-1.35929,-1.30196,-1.24463,-1.1873,-1.12997,-1.07265,-1.01532,-0.957988
50.6851,0.995763,0.0488741,6,63,0,-49.4432,1.92376,0.0135445,0.0046709,83.8988,0.0082617,-1.99538,-1.93755,-1.87972,-1.82188,-1.76405,-1.70622,-1.64839,-1.59056,-1.53272,-1.47489,-1.41706,-1.35923,-1.3014,-1.24356,-1.18573,-1.1279,-1.07007,-1.01224,-0.954405,-1.99538,-1.93755,-1.87972,-1.82188,-1.76405,-1.70622,-1.64839,-1.59056,-1.53272,-1.47489,-1.41706,-1.35923,-1.3014,-1.24356,-1.18573,-1.1279,-1.07007,-1.01224,-0.954405
50.3725,0.515797,0.0488741,3,11,0,-46.976,1.92458,0.0135842,0.00486835,84.0591,0.00824595,-1.99685,-1.93913,-1.88141,-1.82369,-1.76597,-1.70825,-1.65052,-1.5928,-1.53508,-1.47736,-1.41964,-1.36192,-1.30419,-1.24647,-1.18875,-1.13103,-1.07331,-1.01559,-0.957864,-1.99685,-1.93913,-1.88141,-1.82369,-1.76597,-1.70825,-1.65052,-1.5928,-1.53508,-1.47736,-1.41964,-1.36192,-1.30419,-1.24647,-1.18875,-1.13103,-1.07331,-1.01559,-0.957864
51.1982,1,0.0488741,1,1,0,-50.4195,1.92449,0.013584,0.00486965,84.0414,0.00824768,-1.99638,-1.93865,-1.88091,-1.82318,-1.76545,-1.70771,-1.64998,-1.59224,-1.53451,-1.47678,-1.41904,-1.36131,-1.30358,-1.24584,-1.18811,-1.13037,-1.07264,-1.01491,-0.957173,-1.99638,-1.93865,-1.88091,-1.82318,-1.76545,-1.70771,-1.64998,-1.59224,-1.53451,-1.47678,-1.41904,-1.36131,-1.30358,-1.24584,-1.18811,-1.13037,-1.07264,-1.01491,-0.957173
53.2201,0.999989,0.0488741,6,63,0,-50.9871,1.92746,0.0138891,0.00509161,84.6177,0.00819152,-1.98985,-1.93251,-1.87517,-1.81783,-1.76049,-1.70315,-1.64581,-1.58847,-1.53113,-1.47379,-1.41645,-1.35911,-1.30176,-1.24442,-1.18708,-1.12974,-1.0724,-1.01506,-0.957721,-1.98985,-1.93251,-1.87517,-1.81783,-1.76049,-1.70315,-1.64581,-1.58847,-1.53113,-1.47379,-1.41645,-1.35911,-1.30176,-1.24442,-1.18708,-1.12974,-1.0724,-1.01506,-0.957721
53.6906,0.944591,0.0488741,5,39,0,-51.8353,1.92671,0.0137924,0.00526327,84.4709,0.00820576,-1.99287,-1.93543,-1.87799,-1.82055,-1.76311,-1.70567,-1.64823,-1.59079,-1.53334,-1.4759,-1.41846,-1.36102,-1.30358,-1.24614,-1.1887,-1.13126,-1.07382,-1.01638,-0.958942,-1.99287,-1.93543,-1.87799,-1.82055,-1.76311,-1.70567,-1.64823,-1.59079,-1.53334,-1.4759,-1.41846,-1.36102,-1.30358,-1.24614,-1.1887,-1.13126,-1.07382,-1.01638,-0.958942
51.7245,0.999975,0.0488741,5,47,0,-49.637,1.93004,0.0140983,0.00577692,85.1218,0.00814301,-1.98844,-1.93144,-1.87444,-1.81744,-1.76044,-1.70344,-1.64644,-1.58943,-1.53243,-1.47543,-1.41843,-1.36143,-1.30443,-1.24743,-1.19043,-1.13343,-1.07642,-1.01942,-0.962423,-1.98844,-1.93144,-1.87444,-1.81744,-1.76044,-1.70344,-1.64644,-1.58943,-1.53243,-1.47543,-1.41843,-1.36143,-1.30443,-1.24743,-1.19043,-1.13343,-1.07642,-1.01942,-0.962423
51.7389,0.997326,0.0488741,6,127,0,-49.4047,1.92778,0.013893,0.00442968,84.6803,0.00818546,-1.99126,-1.93396,-1.87666,-1.81937,-1.76207,-1.70477,-1.64747,-1.59017,-1.53287,-1.47558,-1.41828,-1.36098,-1.30368,-1.24638,-1.18909,-1.13179,-1.07449,-1.01719,-0.959893,-1.99126,-1.93396,-1.87666,-1.81937,-1.76207,-1.70477,-1.64747,-1.59017,-1.53287,-1.47558,-1.41828,-1.36098,-1.30368,-1.24638,-1.18909,-1.13179,-1.07449,-1.01719,-0.959893
51.4709,0.952666,0.0488741,2,3,0,-51.3182,1.92758,0.0138936,0.00441893,84.6403,0.00818933,-1.99014,-1.93281,-1.87549,-1.81816,-1.76084,-1.70351,-1.64619,-1.58886,-1.53153,-1.47421,-1.41688,-1.35956,-1.30223,-1.24491,-1.18758,-1.13026,-1.07293,-1.01561,-0.958282,-1.99014,-1.93281,-1.87549,-1.81816,-1.76084,-1.70351,-1.64619,-1.58886,-1.53153,-1.47421,-1.41688,-1.35956,-1.30223,-1.24491,-1.18758,-1.13026,-1.07293,-1.01561,-0.958282
52.3547,0.990783,0.0488741,6,63,0,-50.3678,1.92919,0.0140227,0.00479414,84.9561,0.00815889,-1.98939,-1.93227,-1.87516,-1.81805,-1.76094,-1.70383,-1.64671,-1.5896,-1.53249,-1.47538,-1.41826,-1.36115,-1.30404,-1.24693,-1.18982,-1.1327,-1.07559,-1.01848,-0.961367,-1.98939,-1.93227,-1.87516,-1.81805,-1.76094,-1.70383,-1.64671,-1.5896,-1.53249,-1.47538,-1.41826,-1.36115,-1.30404,-1.24693,-1.18982,-1.1327,-1.07559,-1.01848,-0.961367
52.8399,1,0.0488741,6,63,0,-51.5068,1.92624,0.0137669,0.00584882,84.3806,0.00821453,-1.99226,-1.93476,-1.87726,-1.81976,-1.76226,-1.70475,-1.64725,-1.58975,-1.53225,-1.47475,-1.41725,-1.35974,-1.30224,-1.24474,-1.18724,-1.12974,-1.07224,-1.01473,-0.957232,-1.99226,-1.93476,-1.87726,-1.81976,-1.76226,-1.70475,-1.64725,-1.58975,-1.53225,-1.47475,-1.41725,-1.35974,-1.30224,-1.24474,-1.18724,-1.12974,-1.07224,-1.01473,-0.957232
53.4233,0.984525,0.0488741,4,23,0,-52.1453,1.92645,0.0137759,0.00562285,84.4206,0.00821064,-1.9927,-1.93523,-1.87775,-1.82028,-1.7628,-1.70533,-1.64785,-1.59038,-1.5329,-1.47543,-1.41795,-1.36048,-1.30301,-1.24553,-1.18806,-1.13058,-1.07311,-1.01563,-0.958159,-1.9927,-1.93523,-1.87775,-1.82028,-1.7628,-1.70533,-1.64785,-1.59038,-1.5329,-1.47543,-1.41795,-1.36048,-1.30301,-1.24553,-1.18806,-1.13058,-1.07311,-1.01563,-0.958159
53.0498,0.793992,0.0488741,5,39,0,-51.1435,1.92789,0.0138887,0.00521328,84.7003,0.00818352,-1.99211,-1.93483,-1.87754,-1.82026,-1.76297,-1.70569,-1.6484,-1.59112,-1.53384,-1.47655,-1.41927,-1.36198,-1.3047,-1.24741,-1.19013,-1.13284,-1.07556,-1.01827,-0.960989,-1.99211,-1.93483,-1.87754,-1.82026,-1.76297,-1.70569,-1.6484,-1.59112,-1.53384,-1.47655,-1.41927,-1.36198,-1.3047,-1.24741,-1.19013,-1.13284,-1.07556,-1.01827,-0.960989
52.8589,0.946157,0.0488741,5,51,0,-51.3643,1.92678,0.0137873,0.00502387,84.4844,0.00820444,-1.9936,-1.93617,-1.87874,-1.8213,-1.76387,-1.70644,-1.64901,-1.59158,-1.53415,-1.47672,-1.41929,-1.36186,-1.30442,-1.24699,-1.18956,-1.13213,-1.0747,-1.01727,-0.959838,-1.9936,-1.93617,-1.87874,-1.8213,-1.76387,-1.70644,-1.64901,-1.59158,-1.53415,-1.47672,-1.41929,-1.36186,-1.30442,-1.24699,-1.18956,-1.13213,-1.0747,-1.01727,-0.959838
53.4777,0.996963,0.0488741,4,23,0,-52.4483,1.9264,0.0137871,0.00498264,84.4107,0.0082116,-1.99162,-1.93413,-1.87665,-1.81917,-1.76169,-1.70421,-1.64673,-1.58925,-1.53177,-1.47429,-1.4168,-1.35932,-1.30184,-1.24436,-1.18688,-1.1294,-1.07192,-1.01444,-0.956954,-1.99162,-1.93413,-1.87665,-1.81917,-1.76169,-1.70421,-1.64673,-1.58925,-1.53177,-1.47429,-1.4168,-1.35932,-1.30184,-1.24436,-1.18688,-1.1294,-1.07192,-1.01444,-0.956954
52.0721,0.999996,0.0488741,5,63,0,-47.1868,1.93007,0.0140958,0.00537883,85.1267,0.00814254,-1.98875,-1.93175,-1.87476,-1.81776,-1.76076,-1.70376,-1.64677,-1.58977,-1.53277,-1.47577,-1.41877,-1.36178,-1.30478,-1.24778,-1.19078,-1.13379,-1.07679,-1.01979,-0.962792,-1.98875,-1.93175,-1.87476,-1.81776,-1.76076,-1.70376,-1.64677,-1.58977,-1.53277,-1.47577,-1.41877,-1.36178,-1.30478,-1.24778,-1.19078,-1.13379,-1.07679,-1.01979,-0.962792
53.072,0.999609,0.0488741,5,63,0,-51.0744,1.9287,0.0139762,0.00556464,84.8599,0.00816814,-1.99013,-1.93295,-1.87577,-1.81859,-1.76142,-1.70424,-1.64706,-1.58989,-1.53271,-1.47553,-1.41836,-1.36118,-1.304,-1.24682,-1.18965,-1.13247,-1.07529,-1.01812,-0.96094,-1.99013,-1.93295,-1.87577,-1.81859,-1.76142,-1.70424,-1.64706,-1.58989,-1.53271,-1.47553,-1.41836,-1.36118,-1.304,-1.24682,-1.18965,-1.13247,-1.07529,-1.01812,-0.96094
53.4953,0.795186,0.0488741,5,51,0,-50.3723,1.92696,0.0138161,0.00490512,84.5194,0.00820105,-1.99246,-1.93505,-1.87765,-1.82024,-1.76283,-1.70543,-1.64802,-1.59061,-1.5332,-1.4758,-1.41839,-1.36098,-1.30357,-1.24617,-1.18876,-1.13135,-1.07395,-1.01654,-0.959131,-1.99246,-1.93505,-1.87765,-1.82024,-1.76283,-1.70543,-1.64802,-1.59061,-1.5332,-1.4758,-1.41839,-1.36098,-1.30357,-1.24617,-1.18876,-1.13135,-1.07395,-1.01654,-0.959131
53.7294,0.999968,0.0488741,5,47,0,-52.2066,1.92602,0.0137384,0.00528479,84.3367,0.00821881,-1.99314,-1.93561,-1.87808,-1.82055,-1.76302,-1.70548,-1.64795,-1.59042,-1.53289,-1.47536,-1.41783,-1.36029,-1.30276,-1.24523,-1.1877,-1.13017,-1.07264,-1.0151,-0.957573,-1.99314,-1.93561,-1.87808,-1.82055,-1.76302,-1.70548,-1.64795,-1.59042,-1.53289,-1.47536,-1.41783,-1.36029,-1.30276,-1.24523,-1.1877,-1.13017,-1.07264,-1.0151,-0.957573
53.2749,0.999135,0.0488741,5,31,0,-53.1501,1.92591,0.0137282,0.00563097,84.3164,0.00822079,-1.99333,-1.93578,-1.87824,-1.82069,-1.76315,-1.7056,-1.64806,-1.59051,-1.53297,-1.47542,-1.41787,-1.36033,-1.30278,-1.24524,-1.18769,-1.13015,-1.0726,-1.01506,-0.957511,-1.99333,-1.93578,-1.87824,-1.82069,-1.76315,-1.7056,-1.64806,-1.59051,-1.53297,-1.47542,-1.41787,-1.36033,-1.30278,-1.24524,-1.18769,-1.13015,-1.0726,-1.01506,-0.957511
53.5518,0.995297,0.0488741,5,47,0,-52.5753,1.92768,0.0138963,0.0049325,84.6598,0.00818744,-1.99047,-1.93316,-1.87584,-1.81853,-1.76122,-1.70391,-1.6466,-1.58928,-1.53197,-1.47466,-1.41735,-1.36004,-1.30272,-1.24541,-1.1881,-1.13079,-1.07347,-1.01616,-0.95885,-1.99047,-1.93316,-1.87584,-1.81853,-1.76122,-1.70391,-1.6466,-1.58928,-1.53197,-1.47466,-1.41735,-1.36004,-1.30272,-1.24541,-1.1881,-1.13079,-1.07347,-1.01616,-0.95885
52.2704,0.992763,0.0488741,5,31,0,-52.1917,1.92888,0.0139923,0.00469556,84.8947,0.00816478,-1.98991,-1.93276,-1.8756,-1.81845,-1.7613,-1.70414,-1.64699,-1.58984,-1.53268,-1.47553,-1.41838,-1.36122,-1.30407,-1.24691,-1.18976,-1.13261,-1.07545,-1.0183,-0.961147,-1.98991,-1.93276,-1.8756,-1.81845,-1.7613,-1.70414,-1.64699,-1.58984,-1.53268,-1.47553,-1.41838,-1.36122,-1.30407,-1.24691,-1.18976,-1.13261,-1.07545,-1.0183,-0.961147
53.5436,0.96074,0.0488741,5,63,0,-50.1814,1.92698,0.0138427,0.00523024,84.5245,0.00820055,-1.99068,-1.93328,-1.87587,-1.81847,-1.76107,-1.70366,-1.64626,-1.58885,-1.53145,-1.47405,-1.41664,-1.35924,-1.30184,-1.24443,-1.18703,-1.12962,-1.07222,-1.01482,-0.957413,-1.99068,-1.93328,-1.87587,-1.81847,-1.76107,-1.70366,-1.64626,-1.58885,-1.53145,-1.47405,-1.41664,-1.35924,-1.30184,-1.24443,-1.18703,-1.12962,-1.07222,-1.01482,-0.957413
52.2624,0.970917,0.0488741,5,43,0,-51.7037,1.92512,0.0136404,0.00554806,84.1636,0.00823571,-1.99558,-1.93793,-1.88028,-1.82263,-1.76498,-1.70733,-1.64968,-1.59203,-1.53438,-1.47673,-1.41908,-1.36143,-1.30378,-1.24613,-1.18848,-1.13083,-1.07318,-1.01553,-0.95788,-1.99558,-1.93793,-1.88028,-1.82263,-1.76498,-1.70733,-1.64968,-1.59203,-1.53438,-1.47673,-1.41908,-1.36143,-1.30378,-1.24613,-1.18848,-1.13083,-1.07318,-1.01553,-0.95788
51.0634,0.96056,0.0488741,6,63,0,-49.1734,1.92888,0.0139763,0.00463968,84.8943,0.00816483,-1.99105,-1.93389,-1.87674,-1.81959,-1.76243,-1.70528,-1.64813,-1.59097,-1.53382,-1.47666,-1.41951,-1.36236,-1.3052,-1.24805,-1.19089,-1.13374,-1.07659,-1.01943,-0.96228,-1.99105,-1.93389,-1.87674,-1.81959,-1.76243,-1.70528,-1.64813,-1.59097,-1.53382,-1.47666,-1.41951,-1.36236,-1.3052,-1.24805,-1.19089,-1.13374,-1.07659,-1.01943,-0.96228
51.9737,1,0.0488741,6,63,0,-50.2914,1.92774,0.0138732,0.00472321,84.6724,0.00818622,-1.99248,-1.93517,-1.87787,-1.82057,-1.76326,-1.70596,-1.64866,-1.59135,-1.53405,-1.47675,-1.41944,-1.36214,-1.30484,-1.24753,-1.19023,-1.13292,-1.07562,-1.01832,-0.961014,-1.99248,-1.93517,-1.87787,-1.82057,-1.76326,-1.70596,-1.64866,-1.59135,-1.53405,-1.47675,-1.41944,-1.36214,-1.30484,-1.24753,-1.19023,-1.13292,-1.07562,-1.01832,-0.961014
52.314,0.783113,0.0488741,6,63,0,-47.4078,1.92954,0.0140598,0.00570536,85.0245,0.00815232,-1.98858,-1.93151,-1.87444,-1.81738,-1.76031,-1.70325,-1.64618,-1.58911,-1.53205,-1.47498,-1.41791,-1.36085,-1.30378,-1.24672,-1.18965,-1.13258,-1.07552,-1.01845,-0.961385,-1.98858,-1.93151,-1.87444,-1.81738,-1.76031,-1.70325,-1.64618,-1.58911,-1.53205,-1.47498,-1.41791,-1.36085,-1.30378,-1.24672,-1.18965,-1.13258,-1.07552,-1.01845,-0.961385
52.2632,0.681449,0.0488741,2,7,0,-49.2518,1.92944,0.0140461,0.00576311,85.0046,0.00815423,-1.98902,-1.93194,-1.87487,-1.81779,-1.76071,-1.70363,-1.64655,-1.58947,-1.53239,-1.47531,-1.41823,-1.36115,-1.30407,-1.24699,-1.18991,-1.13283,-1.07575,-1.01867,-0.961591,-1.98902,-1.93194,-1.87487,-1.81779,-1.76071,-1.70363,-1.64655,-1.58947,-1.53239,-1.47531,-1.41823,-1.36115,-1.30407,-1.24699,-1.18991,-1.13283,-1.07575,-1.01867,-0.961591
52.2282,0.973633,0.0488741,2,3,0,-52.0473,1.92933,0.0140475,0.00576818,84.9818,0.00815642,-1.98831,-1.93122,-1.87412,-1.81703,-1.75993,-1.70284,-1.64574,-1.58865,-1.53155,-1.47446,-1.41736,-1.36027,-1.30317,-1.24608,-1.18898,-1.13189,-1.07479,-1.0177,-0.960602,-1.98831,-1.93122,-1.87412,-1.81703,-1.75993,-1.70284,-1.64574,-1.58865,-1.53155,-1.47446,-1.41736,-1.36027,-1.30317,-1.24608,-1.18898,-1.13189,-1.07479,-1.0177,-0.960602
52.4394,0.994258,0.0488741,6,63,0,-51.8119,1.92499,0.0136402,0.00482059,84.1366,0.00823835,-1.99486,-1.93719,-1.87952,-1.82185,-1.76418,-1.70652,-1.64885,-1.59118,-1.53351,-1.47584,-1.41817,-1.36051,-1.30284,-1.24517,-1.1875,-1.12983,-1.07216,-1.01449,-0.956826,-1.99486,-1.93719,-1.87952,-1.82185,-1.76418,-1.70652,-1.64885,-1.59118,-1.53351,-1.47584,-1.41817,-1.36051,-1.30284,-1.24517,-1.1875,-1.12983,-1.07216,-1.01449,-0.956826
