# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 23:20:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220701_r4_MG1655_calibration/stan/exponential_growth_data_4.json
# init = 2 (Default)
# random
#   seed = 3707388708 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220701_r4_MG1655_calibration/stan/exponential_growth_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19
52.6216,0.999951,0.0483269,5,31,0,-51.1931,1.92964,0.0140688,0.005396,85.0428,0.00815057,-1.98843,-1.93137,-1.87432,-1.81726,-1.76021,-1.70316,-1.6461,-1.58905,-1.53199,-1.47494,-1.41789,-1.36083,-1.30378,-1.24672,-1.18967,-1.13262,-1.07556,-1.01851,-0.961453,-1.98843,-1.93137,-1.87432,-1.81726,-1.76021,-1.70316,-1.6461,-1.58905,-1.53199,-1.47494,-1.41789,-1.36083,-1.30378,-1.24672,-1.18967,-1.13262,-1.07556,-1.01851,-0.961453
53.6953,0.994559,0.0483269,6,63,0,-52.1981,1.9274,0.0138654,0.00493407,84.6059,0.00819266,-1.99124,-1.93389,-1.87654,-1.81919,-1.76185,-1.7045,-1.64715,-1.5898,-1.53245,-1.4751,-1.41775,-1.36041,-1.30306,-1.24571,-1.18836,-1.13101,-1.07366,-1.01631,-0.958966,-1.99124,-1.93389,-1.87654,-1.81919,-1.76185,-1.7045,-1.64715,-1.5898,-1.53245,-1.4751,-1.41775,-1.36041,-1.30306,-1.24571,-1.18836,-1.13101,-1.07366,-1.01631,-0.958966
52.7207,0.532068,0.0483269,3,11,0,-49.3083,1.92721,0.0138694,0.00486894,84.5697,0.00819617,-1.98998,-1.9326,-1.87523,-1.81786,-1.76048,-1.70311,-1.64574,-1.58836,-1.53099,-1.47362,-1.41625,-1.35887,-1.3015,-1.24413,-1.18675,-1.12938,-1.07201,-1.01463,-0.95726,-1.98998,-1.9326,-1.87523,-1.81786,-1.76048,-1.70311,-1.64574,-1.58836,-1.53099,-1.47362,-1.41625,-1.35887,-1.3015,-1.24413,-1.18675,-1.12938,-1.07201,-1.01463,-0.95726
53.5636,0.993981,0.0483269,5,39,0,-52.0392,1.92635,0.0137588,0.00529024,84.4007,0.00821257,-1.9934,-1.93591,-1.87843,-1.82094,-1.76345,-1.70596,-1.64847,-1.59099,-1.5335,-1.47601,-1.41852,-1.36103,-1.30355,-1.24606,-1.18857,-1.13108,-1.07359,-1.01611,-0.958618,-1.9934,-1.93591,-1.87843,-1.82094,-1.76345,-1.70596,-1.64847,-1.59099,-1.5335,-1.47601,-1.41852,-1.36103,-1.30355,-1.24606,-1.18857,-1.13108,-1.07359,-1.01611,-0.958618
53.3191,0.976041,0.0483269,5,43,0,-52.4976,1.92752,0.0138934,0.00518559,84.6287,0.00819045,-1.98984,-1.93251,-1.87518,-1.81784,-1.76051,-1.70318,-1.64584,-1.58851,-1.53118,-1.47385,-1.41651,-1.35918,-1.30185,-1.24451,-1.18718,-1.12985,-1.07251,-1.01518,-0.957847,-1.98984,-1.93251,-1.87518,-1.81784,-1.76051,-1.70318,-1.64584,-1.58851,-1.53118,-1.47385,-1.41651,-1.35918,-1.30185,-1.24451,-1.18718,-1.12985,-1.07251,-1.01518,-0.957847
53.3323,0.999371,0.0483269,5,39,0,-52.7404,1.92524,0.0136781,0.00518701,84.1868,0.00823344,-1.99345,-1.93582,-1.87819,-1.82055,-1.76292,-1.70528,-1.64765,-1.59002,-1.53238,-1.47475,-1.41711,-1.35948,-1.30184,-1.24421,-1.18658,-1.12894,-1.07131,-1.01367,-0.95604,-1.99345,-1.93582,-1.87819,-1.82055,-1.76292,-1.70528,-1.64765,-1.59002,-1.53238,-1.47475,-1.41711,-1.35948,-1.30184,-1.24421,-1.18658,-1.12894,-1.07131,-1.01367,-0.95604
53.5756,0.97249,0.0483269,5,63,0,-51.9243,1.92569,0.0137081,0.00516347,84.2738,0.00822494,-1.99364,-1.93606,-1.87849,-1.82091,-1.76334,-1.70577,-1.64819,-1.59062,-1.53304,-1.47547,-1.41789,-1.36032,-1.30274,-1.24517,-1.18759,-1.13002,-1.07245,-1.01487,-0.957296,-1.99364,-1.93606,-1.87849,-1.82091,-1.76334,-1.70577,-1.64819,-1.59062,-1.53304,-1.47547,-1.41789,-1.36032,-1.30274,-1.24517,-1.18759,-1.13002,-1.07245,-1.01487,-0.957296
53.2521,0.999843,0.0483269,6,63,0,-52.8665,1.92655,0.0137851,0.00474812,84.4394,0.00820881,-1.99254,-1.93508,-1.87762,-1.82016,-1.7627,-1.70523,-1.64777,-1.59031,-1.53285,-1.47539,-1.41793,-1.36046,-1.303,-1.24554,-1.18808,-1.13062,-1.07316,-1.01569,-0.958232,-1.99254,-1.93508,-1.87762,-1.82016,-1.7627,-1.70523,-1.64777,-1.59031,-1.53285,-1.47539,-1.41793,-1.36046,-1.303,-1.24554,-1.18808,-1.13062,-1.07316,-1.01569,-0.958232
53.5494,0.958338,0.0483269,6,63,0,-52.8936,1.92612,0.013762,0.00509221,84.3576,0.00821677,-1.992,-1.93448,-1.87696,-1.81944,-1.76193,-1.70441,-1.64689,-1.58937,-1.53186,-1.47434,-1.41682,-1.35931,-1.30179,-1.24427,-1.18675,-1.12924,-1.07172,-1.0142,-0.956684,-1.992,-1.93448,-1.87696,-1.81944,-1.76193,-1.70441,-1.64689,-1.58937,-1.53186,-1.47434,-1.41682,-1.35931,-1.30179,-1.24427,-1.18675,-1.12924,-1.07172,-1.0142,-0.956684
53.5519,0.964518,0.0483269,6,127,0,-53.1522,1.92627,0.0137518,0.0052504,84.3856,0.00821405,-1.9935,-1.936,-1.8785,-1.821,-1.76351,-1.70601,-1.64851,-1.59101,-1.53351,-1.47601,-1.41852,-1.36102,-1.30352,-1.24602,-1.18852,-1.13102,-1.07353,-1.01603,-0.958528,-1.9935,-1.936,-1.8785,-1.821,-1.76351,-1.70601,-1.64851,-1.59101,-1.53351,-1.47601,-1.41852,-1.36102,-1.30352,-1.24602,-1.18852,-1.13102,-1.07353,-1.01603,-0.958528
53.5363,0.999297,0.0483269,2,3,0,-53.5311,1.92603,0.0137541,0.00525582,84.3389,0.00821859,-1.99206,-1.93453,-1.877,-1.81947,-1.76194,-1.70441,-1.64688,-1.58935,-1.53182,-1.47429,-1.41676,-1.35923,-1.3017,-1.24417,-1.18664,-1.12911,-1.07158,-1.01405,-0.956519,-1.99206,-1.93453,-1.877,-1.81947,-1.76194,-1.70441,-1.64688,-1.58935,-1.53182,-1.47429,-1.41676,-1.35923,-1.3017,-1.24417,-1.18664,-1.12911,-1.07158,-1.01405,-0.956519
51.3124,0.722802,0.0483269,2,3,0,-51.023,1.92576,0.013755,0.00526582,84.2868,0.00822367,-1.99058,-1.93301,-1.87545,-1.81788,-1.76032,-1.70275,-1.64518,-1.58762,-1.53005,-1.47249,-1.41492,-1.35736,-1.29979,-1.24222,-1.18466,-1.12709,-1.06953,-1.01196,-0.954396,-1.99058,-1.93301,-1.87545,-1.81788,-1.76032,-1.70275,-1.64518,-1.58762,-1.53005,-1.47249,-1.41492,-1.35736,-1.29979,-1.24222,-1.18466,-1.12709,-1.06953,-1.01196,-0.954396
52.7471,0.973189,0.0483269,5,35,0,-50.5744,1.92719,0.0138243,0.00494307,84.5644,0.00819668,-1.99309,-1.93571,-1.87834,-1.82096,-1.76358,-1.70621,-1.64883,-1.59145,-1.53408,-1.4767,-1.41932,-1.36195,-1.30457,-1.24719,-1.18982,-1.13244,-1.07506,-1.01769,-0.960309,-1.99309,-1.93571,-1.87834,-1.82096,-1.76358,-1.70621,-1.64883,-1.59145,-1.53408,-1.4767,-1.41932,-1.36195,-1.30457,-1.24719,-1.18982,-1.13244,-1.07506,-1.01769,-0.960309
53.5147,0.674717,0.0483269,5,47,0,-49.4873,1.92823,0.0139342,0.00506331,84.7678,0.00817701,-1.99066,-1.93342,-1.87618,-1.81894,-1.76171,-1.70447,-1.64723,-1.58999,-1.53275,-1.47551,-1.41827,-1.36103,-1.30379,-1.24655,-1.18931,-1.13208,-1.07484,-1.0176,-0.960358,-1.99066,-1.93342,-1.87618,-1.81894,-1.76171,-1.70447,-1.64723,-1.58999,-1.53275,-1.47551,-1.41827,-1.36103,-1.30379,-1.24655,-1.18931,-1.13208,-1.07484,-1.0176,-0.960358
53.863,0.957181,0.0483269,6,63,0,-53.1434,1.92652,0.0137865,0.00509428,84.4339,0.00820934,-1.99229,-1.93482,-1.87736,-1.81989,-1.76243,-1.70496,-1.6475,-1.59003,-1.53257,-1.4751,-1.41763,-1.36017,-1.3027,-1.24524,-1.18777,-1.13031,-1.07284,-1.01538,-0.957911,-1.99229,-1.93482,-1.87736,-1.81989,-1.76243,-1.70496,-1.6475,-1.59003,-1.53257,-1.4751,-1.41763,-1.36017,-1.3027,-1.24524,-1.18777,-1.13031,-1.07284,-1.01538,-0.957911
51.8227,0.79839,0.0483269,5,47,0,-49.3059,1.92565,0.013736,0.00577044,84.2657,0.00822574,-1.99138,-1.9338,-1.87622,-1.81864,-1.76106,-1.70348,-1.6459,-1.58832,-1.53074,-1.47316,-1.41558,-1.358,-1.30042,-1.24284,-1.18526,-1.12768,-1.0701,-1.01252,-0.954938,-1.99138,-1.9338,-1.87622,-1.81864,-1.76106,-1.70348,-1.6459,-1.58832,-1.53074,-1.47316,-1.41558,-1.358,-1.30042,-1.24284,-1.18526,-1.12768,-1.0701,-1.01252,-0.954938
51.1804,0.992052,0.0483269,4,23,0,-50.8241,1.92573,0.0137461,0.00594051,84.2806,0.00822428,-1.99105,-1.93348,-1.87591,-1.81834,-1.76077,-1.7032,-1.64563,-1.58806,-1.53049,-1.47292,-1.41536,-1.35779,-1.30022,-1.24265,-1.18508,-1.12751,-1.06994,-1.01237,-0.954795,-1.99105,-1.93348,-1.87591,-1.81834,-1.76077,-1.7032,-1.64563,-1.58806,-1.53049,-1.47292,-1.41536,-1.35779,-1.30022,-1.24265,-1.18508,-1.12751,-1.06994,-1.01237,-0.954795
53.0489,0.938087,0.0483269,6,63,0,-50.0679,1.92488,0.0136385,0.00509799,84.1163,0.00824034,-1.99443,-1.93675,-1.87907,-1.82138,-1.7637,-1.70602,-1.64834,-1.59065,-1.53297,-1.47529,-1.41761,-1.35992,-1.30224,-1.24456,-1.18688,-1.12919,-1.07151,-1.01383,-0.956148,-1.99443,-1.93675,-1.87907,-1.82138,-1.7637,-1.70602,-1.64834,-1.59065,-1.53297,-1.47529,-1.41761,-1.35992,-1.30224,-1.24456,-1.18688,-1.12919,-1.07151,-1.01383,-0.956148
52.6569,0.993224,0.0483269,6,127,0,-51.9649,1.92665,0.013803,0.00593176,84.4593,0.00820688,-1.99178,-1.93434,-1.87689,-1.81944,-1.76199,-1.70454,-1.6471,-1.58965,-1.5322,-1.47475,-1.4173,-1.35985,-1.30241,-1.24496,-1.18751,-1.13006,-1.07261,-1.01517,-0.957717,-1.99178,-1.93434,-1.87689,-1.81944,-1.76199,-1.70454,-1.6471,-1.58965,-1.5322,-1.47475,-1.4173,-1.35985,-1.30241,-1.24496,-1.18751,-1.13006,-1.07261,-1.01517,-0.957717
53.0943,0.962399,0.0483269,6,63,0,-51.8577,1.92793,0.0139125,0.00473773,84.7088,0.00818271,-1.99063,-1.93335,-1.87607,-1.81879,-1.76152,-1.70424,-1.64696,-1.58968,-1.5324,-1.47512,-1.41784,-1.36056,-1.30328,-1.246,-1.18873,-1.13145,-1.07417,-1.01689,-0.95961,-1.99063,-1.93335,-1.87607,-1.81879,-1.76152,-1.70424,-1.64696,-1.58968,-1.5324,-1.47512,-1.41784,-1.36056,-1.30328,-1.246,-1.18873,-1.13145,-1.07417,-1.01689,-0.95961
52.6851,0.896278,0.0483269,1,3,0,-52.6586,1.92804,0.0139095,0.00473791,84.7299,0.00818067,-1.99141,-1.93415,-1.87688,-1.81962,-1.76235,-1.70509,-1.64782,-1.59056,-1.53329,-1.47603,-1.41876,-1.3615,-1.30423,-1.24697,-1.1897,-1.13244,-1.07518,-1.01791,-0.960646,-1.99141,-1.93415,-1.87688,-1.81962,-1.76235,-1.70509,-1.64782,-1.59056,-1.53329,-1.47603,-1.41876,-1.3615,-1.30423,-1.24697,-1.1897,-1.13244,-1.07518,-1.01791,-0.960646
51.8897,0.771047,0.0483269,1,1,0,-51.8085,1.92813,0.0139088,0.00473412,84.7491,0.00817882,-1.99198,-1.93473,-1.87747,-1.82022,-1.76297,-1.70572,-1.64847,-1.59122,-1.53396,-1.47671,-1.41946,-1.36221,-1.30496,-1.24771,-1.19045,-1.1332,-1.07595,-1.0187,-0.961447,-1.99198,-1.93473,-1.87747,-1.82022,-1.76297,-1.70572,-1.64847,-1.59122,-1.53396,-1.47671,-1.41946,-1.36221,-1.30496,-1.24771,-1.19045,-1.1332,-1.07595,-1.0187,-0.961447
52.7385,0.902912,0.0483269,3,11,0,-50.8937,1.9279,0.0139184,0.00467378,84.7028,0.00818329,-1.99004,-1.93276,-1.87548,-1.81819,-1.76091,-1.70363,-1.64634,-1.58906,-1.53178,-1.47449,-1.41721,-1.35993,-1.30265,-1.24536,-1.18808,-1.1308,-1.07351,-1.01623,-0.958948,-1.99004,-1.93276,-1.87548,-1.81819,-1.76091,-1.70363,-1.64634,-1.58906,-1.53178,-1.47449,-1.41721,-1.35993,-1.30265,-1.24536,-1.18808,-1.1308,-1.07351,-1.01623,-0.958948
53.2216,0.861299,0.0483269,4,23,0,-51.5266,1.92766,0.0138948,0.00477649,84.6566,0.00818775,-1.9905,-1.93318,-1.87587,-1.81855,-1.76124,-1.70392,-1.64661,-1.5893,-1.53198,-1.47467,-1.41735,-1.36004,-1.30272,-1.24541,-1.1881,-1.13078,-1.07347,-1.01615,-0.958839,-1.9905,-1.93318,-1.87587,-1.81855,-1.76124,-1.70392,-1.64661,-1.5893,-1.53198,-1.47467,-1.41735,-1.36004,-1.30272,-1.24541,-1.1881,-1.13078,-1.07347,-1.01615,-0.958839
52.9881,0.947641,0.0483269,6,63,0,-51.7213,1.92863,0.0139814,0.00564129,84.8464,0.00816944,-1.98939,-1.9322,-1.87502,-1.81783,-1.76065,-1.70346,-1.64627,-1.58909,-1.5319,-1.47472,-1.41753,-1.36034,-1.30316,-1.24597,-1.18879,-1.1316,-1.07441,-1.01723,-0.960042,-1.98939,-1.9322,-1.87502,-1.81783,-1.76065,-1.70346,-1.64627,-1.58909,-1.5319,-1.47472,-1.41753,-1.36034,-1.30316,-1.24597,-1.18879,-1.1316,-1.07441,-1.01723,-0.960042
52.9125,0.993806,0.0483269,6,127,0,-51.6586,1.92718,0.0138507,0.00464334,84.5622,0.00819689,-1.99112,-1.93375,-1.87637,-1.81899,-1.76161,-1.70423,-1.64685,-1.58948,-1.5321,-1.47472,-1.41734,-1.35996,-1.30259,-1.24521,-1.18783,-1.13045,-1.07307,-1.01569,-0.958316,-1.99112,-1.93375,-1.87637,-1.81899,-1.76161,-1.70423,-1.64685,-1.58948,-1.5321,-1.47472,-1.41734,-1.35996,-1.30259,-1.24521,-1.18783,-1.13045,-1.07307,-1.01569,-0.958316
51.8814,0.49319,0.0483269,3,15,0,-47.5101,1.92692,0.0138469,0.00471035,84.5124,0.00820172,-1.99005,-1.93264,-1.87522,-1.81781,-1.7604,-1.70299,-1.64558,-1.58816,-1.53075,-1.47334,-1.41593,-1.35852,-1.3011,-1.24369,-1.18628,-1.12887,-1.07146,-1.01404,-0.956632,-1.99005,-1.93264,-1.87522,-1.81781,-1.7604,-1.70299,-1.64558,-1.58816,-1.53075,-1.47334,-1.41593,-1.35852,-1.3011,-1.24369,-1.18628,-1.12887,-1.07146,-1.01404,-0.956632
50.7716,0.838212,0.0483269,2,3,0,-50.6041,1.92736,0.0138291,0.00470811,84.5981,0.00819341,-1.99366,-1.9363,-1.87895,-1.82159,-1.76424,-1.70689,-1.64953,-1.59218,-1.53482,-1.47747,-1.42012,-1.36276,-1.30541,-1.24806,-1.1907,-1.13335,-1.07599,-1.01864,-0.961286,-1.99366,-1.9363,-1.87895,-1.82159,-1.76424,-1.70689,-1.64953,-1.59218,-1.53482,-1.47747,-1.42012,-1.36276,-1.30541,-1.24806,-1.1907,-1.13335,-1.07599,-1.01864,-0.961286
52.7139,0.968906,0.0483269,4,23,0,-49.1651,1.92737,0.0138429,0.0048614,84.6008,0.00819315,-1.99273,-1.93538,-1.87803,-1.82067,-1.76332,-1.70597,-1.64862,-1.59127,-1.53391,-1.47656,-1.41921,-1.36186,-1.30451,-1.24715,-1.1898,-1.13245,-1.0751,-1.01775,-0.960393,-1.99273,-1.93538,-1.87803,-1.82067,-1.76332,-1.70597,-1.64862,-1.59127,-1.53391,-1.47656,-1.41921,-1.36186,-1.30451,-1.24715,-1.1898,-1.13245,-1.0751,-1.01775,-0.960393
52.2925,0.990543,0.0483269,6,63,0,-51.6665,1.92651,0.0137643,0.00474995,84.4317,0.00820957,-1.99384,-1.93637,-1.87891,-1.82144,-1.76397,-1.70651,-1.64904,-1.59157,-1.5341,-1.47664,-1.41917,-1.3617,-1.30424,-1.24677,-1.1893,-1.13184,-1.07437,-1.0169,-0.959435,-1.99384,-1.93637,-1.87891,-1.82144,-1.76397,-1.70651,-1.64904,-1.59157,-1.5341,-1.47664,-1.41917,-1.3617,-1.30424,-1.24677,-1.1893,-1.13184,-1.07437,-1.0169,-0.959435
52.1422,0.867412,0.0483269,4,31,0,-50.4484,1.92677,0.0138361,0.00487885,84.484,0.00820448,-1.99006,-1.93263,-1.87519,-1.81776,-1.76033,-1.7029,-1.64547,-1.58804,-1.53061,-1.47317,-1.41574,-1.35831,-1.30088,-1.24345,-1.18602,-1.12859,-1.07115,-1.01372,-0.956292,-1.99006,-1.93263,-1.87519,-1.81776,-1.76033,-1.7029,-1.64547,-1.58804,-1.53061,-1.47317,-1.41574,-1.35831,-1.30088,-1.24345,-1.18602,-1.12859,-1.07115,-1.01372,-0.956292
53.769,1,0.0483269,5,43,0,-51.7203,1.92741,0.0138684,0.00542265,84.6079,0.00819247,-1.99108,-1.93373,-1.87639,-1.81904,-1.76169,-1.70435,-1.647,-1.58965,-1.5323,-1.47496,-1.41761,-1.36026,-1.30291,-1.24557,-1.18822,-1.13087,-1.07353,-1.01618,-0.958831,-1.99108,-1.93373,-1.87639,-1.81904,-1.76169,-1.70435,-1.647,-1.58965,-1.5323,-1.47496,-1.41761,-1.36026,-1.30291,-1.24557,-1.18822,-1.13087,-1.07353,-1.01618,-0.958831
52.2098,0.785034,0.0483269,5,47,0,-49.465,1.92582,0.0137022,0.00577111,84.2988,0.0082225,-1.99475,-1.93719,-1.87963,-1.82207,-1.76452,-1.70696,-1.6494,-1.59184,-1.53429,-1.47673,-1.41917,-1.36161,-1.30406,-1.2465,-1.18894,-1.13138,-1.07383,-1.01627,-0.958711,-1.99475,-1.93719,-1.87963,-1.82207,-1.76452,-1.70696,-1.6494,-1.59184,-1.53429,-1.47673,-1.41917,-1.36161,-1.30406,-1.2465,-1.18894,-1.13138,-1.07383,-1.01627,-0.958711
