# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 23:20:33 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220701_r4_MG1655_calibration/stan/exponential_growth_data_3.json
# init = 2 (Default)
# random
#   seed = 3707388693 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220701_r4_MG1655_calibration/stan/exponential_growth_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19
53.3561,0.880988,0.050307,6,63,0,-51.792,1.92642,0.0137616,0.00534054,84.4155,0.00821114,-1.9936,-1.93612,-1.87864,-1.82116,-1.76369,-1.70621,-1.64873,-1.59125,-1.53377,-1.4763,-1.41882,-1.36134,-1.30386,-1.24638,-1.18891,-1.13143,-1.07395,-1.01647,-0.958994,-1.9936,-1.93612,-1.87864,-1.82116,-1.76369,-1.70621,-1.64873,-1.59125,-1.53377,-1.4763,-1.41882,-1.36134,-1.30386,-1.24638,-1.18891,-1.13143,-1.07395,-1.01647,-0.958994
52.8699,0.97678,0.050307,5,39,0,-52.3599,1.92519,0.0136583,0.00560352,84.1756,0.00823454,-1.9946,-1.93696,-1.87932,-1.82167,-1.76403,-1.70639,-1.64875,-1.59111,-1.53347,-1.47582,-1.41818,-1.36054,-1.3029,-1.24526,-1.18762,-1.12997,-1.07233,-1.01469,-0.957048,-1.9946,-1.93696,-1.87932,-1.82167,-1.76403,-1.70639,-1.64875,-1.59111,-1.53347,-1.47582,-1.41818,-1.36054,-1.3029,-1.24526,-1.18762,-1.12997,-1.07233,-1.01469,-0.957048
51.8755,0.919308,0.050307,6,63,0,-50.2614,1.92695,0.0138123,0.00448477,84.5188,0.0082011,-1.99272,-1.93532,-1.87791,-1.8205,-1.76309,-1.70569,-1.64828,-1.59087,-1.53346,-1.47606,-1.41865,-1.36124,-1.30383,-1.24642,-1.18902,-1.13161,-1.0742,-1.01679,-0.959386,-1.99272,-1.93532,-1.87791,-1.8205,-1.76309,-1.70569,-1.64828,-1.59087,-1.53346,-1.47606,-1.41865,-1.36124,-1.30383,-1.24642,-1.18902,-1.13161,-1.0742,-1.01679,-0.959386
53.2591,0.987494,0.050307,6,63,0,-51.3839,1.9257,0.0137278,0.00523475,84.2748,0.00822484,-1.99223,-1.93466,-1.87708,-1.81951,-1.76193,-1.70436,-1.64679,-1.58921,-1.53164,-1.47406,-1.41649,-1.35892,-1.30134,-1.24377,-1.18619,-1.12862,-1.07105,-1.01347,-0.955899,-1.99223,-1.93466,-1.87708,-1.81951,-1.76193,-1.70436,-1.64679,-1.58921,-1.53164,-1.47406,-1.41649,-1.35892,-1.30134,-1.24377,-1.18619,-1.12862,-1.07105,-1.01347,-0.955899
53.9166,0.903969,0.050307,5,35,0,-52.1829,1.92685,0.0138192,0.00517445,84.4997,0.00820296,-1.9917,-1.93428,-1.87686,-1.81944,-1.76202,-1.7046,-1.64718,-1.58976,-1.53233,-1.47491,-1.41749,-1.36007,-1.30265,-1.24523,-1.18781,-1.13039,-1.07297,-1.01555,-0.958128,-1.9917,-1.93428,-1.87686,-1.81944,-1.76202,-1.7046,-1.64718,-1.58976,-1.53233,-1.47491,-1.41749,-1.36007,-1.30265,-1.24523,-1.18781,-1.13039,-1.07297,-1.01555,-0.958128
53.3716,0.967199,0.050307,5,41,0,-52.9503,1.92712,0.0138309,0.00484768,84.5517,0.00819791,-1.99227,-1.93488,-1.8775,-1.82011,-1.76273,-1.70534,-1.64796,-1.59057,-1.53319,-1.4758,-1.41842,-1.36103,-1.30365,-1.24626,-1.18888,-1.13149,-1.0741,-1.01672,-0.959334,-1.99227,-1.93488,-1.8775,-1.82011,-1.76273,-1.70534,-1.64796,-1.59057,-1.53319,-1.4758,-1.41842,-1.36103,-1.30365,-1.24626,-1.18888,-1.13149,-1.0741,-1.01672,-0.959334
52.05,0.972611,0.050307,6,63,0,-51.3064,1.92859,0.0139706,0.00602249,84.8374,0.0081703,-1.98993,-1.93273,-1.87554,-1.81835,-1.76116,-1.70397,-1.64677,-1.58958,-1.53239,-1.4752,-1.418,-1.36081,-1.30362,-1.24643,-1.18924,-1.13204,-1.07485,-1.01766,-0.960468,-1.98993,-1.93273,-1.87554,-1.81835,-1.76116,-1.70397,-1.64677,-1.58958,-1.53239,-1.4752,-1.418,-1.36081,-1.30362,-1.24643,-1.18924,-1.13204,-1.07485,-1.01766,-0.960468
53.3963,0.824462,0.050307,6,63,0,-50.3219,1.92867,0.0139771,0.00522954,84.8543,0.00816868,-1.98991,-1.93273,-1.87555,-1.81837,-1.76119,-1.70401,-1.64682,-1.58964,-1.53246,-1.47528,-1.4181,-1.36092,-1.30374,-1.24656,-1.18938,-1.1322,-1.07502,-1.01784,-0.960656,-1.98991,-1.93273,-1.87555,-1.81837,-1.76119,-1.70401,-1.64682,-1.58964,-1.53246,-1.47528,-1.4181,-1.36092,-1.30374,-1.24656,-1.18938,-1.1322,-1.07502,-1.01784,-0.960656
52.7905,0.981005,0.050307,4,19,0,-52.349,1.92919,0.0140379,0.00518987,84.9557,0.00815893,-1.9883,-1.93118,-1.87407,-1.81696,-1.75985,-1.70273,-1.64562,-1.58851,-1.5314,-1.47428,-1.41717,-1.36006,-1.30295,-1.24583,-1.18872,-1.13161,-1.0745,-1.01738,-0.960271,-1.9883,-1.93118,-1.87407,-1.81696,-1.75985,-1.70273,-1.64562,-1.58851,-1.5314,-1.47428,-1.41717,-1.36006,-1.30295,-1.24583,-1.18872,-1.13161,-1.0745,-1.01738,-0.960271
51.7181,0.90357,0.050307,6,63,0,-51.1673,1.92489,0.0136615,0.00482084,84.1179,0.00824019,-1.99279,-1.9351,-1.87742,-1.81974,-1.76206,-1.70438,-1.6467,-1.58902,-1.53133,-1.47365,-1.41597,-1.35829,-1.30061,-1.24293,-1.18525,-1.12757,-1.06988,-1.0122,-0.954522,-1.99279,-1.9351,-1.87742,-1.81974,-1.76206,-1.70438,-1.6467,-1.58902,-1.53133,-1.47365,-1.41597,-1.35829,-1.30061,-1.24293,-1.18525,-1.12757,-1.06988,-1.0122,-0.954522
50.3728,0.978341,0.050307,6,63,0,-49.1518,1.92774,0.0138809,0.00643808,84.6726,0.0081862,-1.99192,-1.93462,-1.87732,-1.82001,-1.76271,-1.70541,-1.6481,-1.5908,-1.5335,-1.47619,-1.41889,-1.36159,-1.30428,-1.24698,-1.18968,-1.13237,-1.07507,-1.01777,-0.960462,-1.99192,-1.93462,-1.87732,-1.82001,-1.76271,-1.70541,-1.6481,-1.5908,-1.5335,-1.47619,-1.41889,-1.36159,-1.30428,-1.24698,-1.18968,-1.13237,-1.07507,-1.01777,-0.960462
51.6742,0.994294,0.050307,5,31,0,-50.0983,1.92796,0.0139326,0.00608554,84.7152,0.00818209,-1.98936,-1.93208,-1.87481,-1.81753,-1.76026,-1.70298,-1.64571,-1.58844,-1.53116,-1.47389,-1.41661,-1.35934,-1.30206,-1.24479,-1.18751,-1.13024,-1.07296,-1.01569,-0.958414,-1.98936,-1.93208,-1.87481,-1.81753,-1.76026,-1.70298,-1.64571,-1.58844,-1.53116,-1.47389,-1.41661,-1.35934,-1.30206,-1.24479,-1.18751,-1.13024,-1.07296,-1.01569,-0.958414
52.6476,0.99357,0.050307,6,127,0,-51.3065,1.92558,0.0136963,0.00470503,84.2526,0.00822701,-1.99392,-1.93633,-1.87874,-1.82115,-1.76356,-1.70597,-1.64839,-1.5908,-1.53321,-1.47562,-1.41803,-1.36044,-1.30285,-1.24526,-1.18767,-1.13008,-1.0725,-1.01491,-0.957317,-1.99392,-1.93633,-1.87874,-1.82115,-1.76356,-1.70597,-1.64839,-1.5908,-1.53321,-1.47562,-1.41803,-1.36044,-1.30285,-1.24526,-1.18767,-1.13008,-1.0725,-1.01491,-0.957317
49.2876,0.784935,0.050307,5,31,0,-48.6208,1.92354,0.0135003,0.00469201,83.8571,0.00826582,-1.9975,-1.93964,-1.88178,-1.82392,-1.76606,-1.7082,-1.65034,-1.59248,-1.53462,-1.47676,-1.4189,-1.36104,-1.30318,-1.24531,-1.18745,-1.12959,-1.07173,-1.01387,-0.956011,-1.9975,-1.93964,-1.88178,-1.82392,-1.76606,-1.7082,-1.65034,-1.59248,-1.53462,-1.47676,-1.4189,-1.36104,-1.30318,-1.24531,-1.18745,-1.12959,-1.07173,-1.01387,-0.956011
52.5203,0.996626,0.050307,6,63,0,-46.7106,1.92421,0.0135789,0.00536075,83.9858,0.00825315,-1.99523,-1.93746,-1.87969,-1.82192,-1.76414,-1.70637,-1.6486,-1.59083,-1.53305,-1.47528,-1.41751,-1.35974,-1.30197,-1.24419,-1.18642,-1.12865,-1.07088,-1.01311,-0.955334,-1.99523,-1.93746,-1.87969,-1.82192,-1.76414,-1.70637,-1.6486,-1.59083,-1.53305,-1.47528,-1.41751,-1.35974,-1.30197,-1.24419,-1.18642,-1.12865,-1.07088,-1.01311,-0.955334
51.9774,0.831603,0.050307,2,7,0,-51.414,1.92412,0.0135899,0.00537027,83.9691,0.00825478,-1.99397,-1.93618,-1.8784,-1.82062,-1.76283,-1.70505,-1.64726,-1.58948,-1.5317,-1.47391,-1.41613,-1.35835,-1.30056,-1.24278,-1.185,-1.12721,-1.06943,-1.01165,-0.953863,-1.99397,-1.93618,-1.8784,-1.82062,-1.76283,-1.70505,-1.64726,-1.58948,-1.5317,-1.47391,-1.41613,-1.35835,-1.30056,-1.24278,-1.185,-1.12721,-1.06943,-1.01165,-0.953863
53.6713,0.996851,0.050307,5,63,0,-51.1916,1.92628,0.013774,0.00508407,84.3885,0.00821376,-1.99197,-1.93447,-1.87698,-1.81948,-1.76198,-1.70449,-1.64699,-1.58949,-1.532,-1.4745,-1.417,-1.35951,-1.30201,-1.24452,-1.18702,-1.12952,-1.07203,-1.01453,-0.957034,-1.99197,-1.93447,-1.87698,-1.81948,-1.76198,-1.70449,-1.64699,-1.58949,-1.532,-1.4745,-1.417,-1.35951,-1.30201,-1.24452,-1.18702,-1.12952,-1.07203,-1.01453,-0.957034
53.4128,0.899743,0.050307,5,55,0,-48.869,1.927,0.0138411,0.00554412,84.527,0.0082003,-1.99086,-1.93346,-1.87606,-1.81866,-1.76125,-1.70385,-1.64645,-1.58905,-1.53165,-1.47424,-1.41684,-1.35944,-1.30204,-1.24464,-1.18723,-1.12983,-1.07243,-1.01503,-0.957625,-1.99086,-1.93346,-1.87606,-1.81866,-1.76125,-1.70385,-1.64645,-1.58905,-1.53165,-1.47424,-1.41684,-1.35944,-1.30204,-1.24464,-1.18723,-1.12983,-1.07243,-1.01503,-0.957625
52.9471,0.991633,0.050307,6,63,0,-52.0522,1.9264,0.0137858,0.00472116,84.4106,0.00821162,-1.99171,-1.93423,-1.87675,-1.81926,-1.76178,-1.7043,-1.64682,-1.58934,-1.53186,-1.47438,-1.41689,-1.35941,-1.30193,-1.24445,-1.18697,-1.12949,-1.07201,-1.01453,-0.957044,-1.99171,-1.93423,-1.87675,-1.81926,-1.76178,-1.7043,-1.64682,-1.58934,-1.53186,-1.47438,-1.41689,-1.35941,-1.30193,-1.24445,-1.18697,-1.12949,-1.07201,-1.01453,-0.957044
52.3202,0.820553,0.050307,6,127,0,-51.452,1.92813,0.0139585,0.00535965,84.7479,0.00817893,-1.98838,-1.93113,-1.87388,-1.81662,-1.75937,-1.70212,-1.64487,-1.58761,-1.53036,-1.47311,-1.41586,-1.3586,-1.30135,-1.2441,-1.18685,-1.12959,-1.07234,-1.01509,-0.957835,-1.98838,-1.93113,-1.87388,-1.81662,-1.75937,-1.70212,-1.64487,-1.58761,-1.53036,-1.47311,-1.41586,-1.3586,-1.30135,-1.2441,-1.18685,-1.12959,-1.07234,-1.01509,-0.957835
52.8015,0.789964,0.050307,2,7,0,-50.5704,1.92848,0.0139428,0.00536419,84.8174,0.00817223,-1.99138,-1.93417,-1.87697,-1.81976,-1.76256,-1.70535,-1.64814,-1.59094,-1.53373,-1.47653,-1.41932,-1.36212,-1.30491,-1.24771,-1.1905,-1.13329,-1.07609,-1.01888,-0.961677,-1.99138,-1.93417,-1.87697,-1.81976,-1.76256,-1.70535,-1.64814,-1.59094,-1.53373,-1.47653,-1.41932,-1.36212,-1.30491,-1.24771,-1.1905,-1.13329,-1.07609,-1.01888,-0.961677
52.1283,0.999925,0.050307,5,55,0,-49.5073,1.92512,0.01364,0.00562034,84.1637,0.0082357,-1.99562,-1.93797,-1.88032,-1.82267,-1.76502,-1.70737,-1.64972,-1.59207,-1.53442,-1.47677,-1.41912,-1.36147,-1.30382,-1.24617,-1.18852,-1.13087,-1.07322,-1.01557,-0.95792,-1.99562,-1.93797,-1.88032,-1.82267,-1.76502,-1.70737,-1.64972,-1.59207,-1.53442,-1.47677,-1.41912,-1.36147,-1.30382,-1.24617,-1.18852,-1.13087,-1.07322,-1.01557,-0.95792
52.6771,0.996507,0.050307,3,15,0,-51.9182,1.92495,0.01366,0.0055699,84.1302,0.00823898,-1.99324,-1.93556,-1.87789,-1.82022,-1.76255,-1.70487,-1.6472,-1.58953,-1.53185,-1.47418,-1.41651,-1.35884,-1.30116,-1.24349,-1.18582,-1.12814,-1.07047,-1.0128,-0.955125,-1.99324,-1.93556,-1.87789,-1.82022,-1.76255,-1.70487,-1.6472,-1.58953,-1.53185,-1.47418,-1.41651,-1.35884,-1.30116,-1.24349,-1.18582,-1.12814,-1.07047,-1.0128,-0.955125
52.7968,0.948298,0.050307,6,63,0,-50.5604,1.92606,0.0137306,0.0057303,84.3446,0.00821804,-1.99392,-1.9364,-1.87887,-1.82134,-1.76382,-1.70629,-1.64876,-1.59124,-1.53371,-1.47619,-1.41866,-1.36113,-1.30361,-1.24608,-1.18855,-1.13103,-1.0735,-1.01598,-0.958449,-1.99392,-1.9364,-1.87887,-1.82134,-1.76382,-1.70629,-1.64876,-1.59124,-1.53371,-1.47619,-1.41866,-1.36113,-1.30361,-1.24608,-1.18855,-1.13103,-1.0735,-1.01598,-0.958449
52.5961,0.984035,0.050307,2,3,0,-52.5246,1.92607,0.0137281,0.0057321,84.3475,0.00821775,-1.99419,-1.93666,-1.87914,-1.82162,-1.76409,-1.70657,-1.64904,-1.59152,-1.53399,-1.47647,-1.41895,-1.36142,-1.3039,-1.24637,-1.18885,-1.13132,-1.0738,-1.01628,-0.958751,-1.99419,-1.93666,-1.87914,-1.82162,-1.76409,-1.70657,-1.64904,-1.59152,-1.53399,-1.47647,-1.41895,-1.36142,-1.3039,-1.24637,-1.18885,-1.13132,-1.0738,-1.01628,-0.958751
52.5805,0.878922,0.050307,2,3,0,-51.1589,1.92581,0.0137423,0.00569005,84.2958,0.00822279,-1.99175,-1.93419,-1.87663,-1.81907,-1.76151,-1.70395,-1.64639,-1.58883,-1.53127,-1.47371,-1.41615,-1.3586,-1.30104,-1.24348,-1.18592,-1.12836,-1.0708,-1.01324,-0.955679,-1.99175,-1.93419,-1.87663,-1.81907,-1.76151,-1.70395,-1.64639,-1.58883,-1.53127,-1.47371,-1.41615,-1.3586,-1.30104,-1.24348,-1.18592,-1.12836,-1.0708,-1.01324,-0.955679
52.6131,0.871006,0.050307,3,11,0,-51.0343,1.92597,0.0137191,0.00571553,84.3274,0.00821972,-1.9943,-1.93676,-1.87922,-1.82168,-1.76415,-1.70661,-1.64907,-1.59153,-1.53399,-1.47645,-1.41892,-1.36138,-1.30384,-1.2463,-1.18876,-1.13123,-1.07369,-1.01615,-0.958613,-1.9943,-1.93676,-1.87922,-1.82168,-1.76415,-1.70661,-1.64907,-1.59153,-1.53399,-1.47645,-1.41892,-1.36138,-1.30384,-1.2463,-1.18876,-1.13123,-1.07369,-1.01615,-0.958613
52.6563,0.989022,0.050307,6,63,0,-51.9881,1.92733,0.0138798,0.00570194,84.592,0.00819401,-1.98983,-1.93247,-1.87511,-1.81775,-1.7604,-1.70304,-1.64568,-1.58832,-1.53096,-1.47361,-1.41625,-1.35889,-1.30153,-1.24417,-1.18682,-1.12946,-1.0721,-1.01474,-0.957384,-1.98983,-1.93247,-1.87511,-1.81775,-1.7604,-1.70304,-1.64568,-1.58832,-1.53096,-1.47361,-1.41625,-1.35889,-1.30153,-1.24417,-1.18682,-1.12946,-1.0721,-1.01474,-0.957384
53.0115,0.998989,0.050307,6,63,0,-52.4577,1.92649,0.0137692,0.00566575,84.4296,0.00820977,-1.99343,-1.93596,-1.87849,-1.82102,-1.76355,-1.70608,-1.64862,-1.59115,-1.53368,-1.47621,-1.41874,-1.36127,-1.30381,-1.24634,-1.18887,-1.1314,-1.07393,-1.01646,-0.958996,-1.99343,-1.93596,-1.87849,-1.82102,-1.76355,-1.70608,-1.64862,-1.59115,-1.53368,-1.47621,-1.41874,-1.36127,-1.30381,-1.24634,-1.18887,-1.1314,-1.07393,-1.01646,-0.958996
52.9657,0.981338,0.050307,3,11,0,-52.6449,1.92648,0.0137702,0.0057279,84.4273,0.00820999,-1.99329,-1.93582,-1.87835,-1.82088,-1.76341,-1.70594,-1.64847,-1.591,-1.53353,-1.47606,-1.41859,-1.36112,-1.30365,-1.24618,-1.18871,-1.13124,-1.07377,-1.0163,-0.958835,-1.99329,-1.93582,-1.87835,-1.82088,-1.76341,-1.70594,-1.64847,-1.591,-1.53353,-1.47606,-1.41859,-1.36112,-1.30365,-1.24618,-1.18871,-1.13124,-1.07377,-1.0163,-0.958835
52.7585,0.972363,0.050307,3,15,0,-52.5008,1.92667,0.0137802,0.00567612,84.4638,0.00820644,-1.99355,-1.93611,-1.87866,-1.82122,-1.76377,-1.70633,-1.64888,-1.59144,-1.53399,-1.47655,-1.4191,-1.36166,-1.30421,-1.24677,-1.18932,-1.13188,-1.07443,-1.01699,-0.959542,-1.99355,-1.93611,-1.87866,-1.82122,-1.76377,-1.70633,-1.64888,-1.59144,-1.53399,-1.47655,-1.4191,-1.36166,-1.30421,-1.24677,-1.18932,-1.13188,-1.07443,-1.01699,-0.959542
53.2544,0.996769,0.050307,7,127,0,-52.2987,1.92875,0.0139787,0.00528513,84.8688,0.00816728,-1.99019,-1.93302,-1.87585,-1.81868,-1.76151,-1.70433,-1.64716,-1.58999,-1.53282,-1.47565,-1.41848,-1.36131,-1.30414,-1.24697,-1.1898,-1.13262,-1.07545,-1.01828,-0.961112,-1.99019,-1.93302,-1.87585,-1.81868,-1.76151,-1.70433,-1.64716,-1.58999,-1.53282,-1.47565,-1.41848,-1.36131,-1.30414,-1.24697,-1.1898,-1.13262,-1.07545,-1.01828,-0.961112
52.2525,0.93464,0.050307,5,63,0,-50.0653,1.9265,0.0137946,0.00453395,84.4304,0.00820969,-1.99161,-1.93414,-1.87667,-1.8192,-1.76174,-1.70427,-1.6468,-1.58933,-1.53186,-1.4744,-1.41693,-1.35946,-1.30199,-1.24452,-1.18706,-1.12959,-1.07212,-1.01465,-0.957186,-1.99161,-1.93414,-1.87667,-1.8192,-1.76174,-1.70427,-1.6468,-1.58933,-1.53186,-1.4744,-1.41693,-1.35946,-1.30199,-1.24452,-1.18706,-1.12959,-1.07212,-1.01465,-0.957186
51.9399,0.999858,0.050307,5,31,0,-51.8764,1.92618,0.0137653,0.00448625,84.3677,0.00821579,-1.99203,-1.93452,-1.87701,-1.8195,-1.76198,-1.70447,-1.64696,-1.58945,-1.53194,-1.47443,-1.41692,-1.35941,-1.3019,-1.24439,-1.18688,-1.12937,-1.07186,-1.01435,-0.956837,-1.99203,-1.93452,-1.87701,-1.8195,-1.76198,-1.70447,-1.64696,-1.58945,-1.53194,-1.47443,-1.41692,-1.35941,-1.3019,-1.24439,-1.18688,-1.12937,-1.07186,-1.01435,-0.956837
53.0649,0.934946,0.050307,6,127,0,-50.5017,1.92811,0.0139478,0.00522989,84.7441,0.00817929,-1.98905,-1.93179,-1.87454,-1.81728,-1.76003,-1.70277,-1.64552,-1.58826,-1.53101,-1.47375,-1.4165,-1.35924,-1.30199,-1.24473,-1.18748,-1.13022,-1.07297,-1.01571,-0.958459,-1.98905,-1.93179,-1.87454,-1.81728,-1.76003,-1.70277,-1.64552,-1.58826,-1.53101,-1.47375,-1.4165,-1.35924,-1.30199,-1.24473,-1.18748,-1.13022,-1.07297,-1.01571,-0.958459
53.6289,0.969239,0.050307,6,127,0,-52.7455,1.92787,0.0139109,0.00544628,84.6979,0.00818376,-1.99045,-1.93316,-1.87588,-1.81859,-1.76131,-1.70402,-1.64673,-1.58945,-1.53216,-1.47487,-1.41759,-1.3603,-1.30302,-1.24573,-1.18844,-1.13116,-1.07387,-1.01658,-0.959298,-1.99045,-1.93316,-1.87588,-1.81859,-1.76131,-1.70402,-1.64673,-1.58945,-1.53216,-1.47487,-1.41759,-1.3603,-1.30302,-1.24573,-1.18844,-1.13116,-1.07387,-1.01658,-0.959298
