run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r3,24.166666666666668,37.1,0.044,0.006388888888888909,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,49.166666666666664,37.1,0.045,0.00738888888888891,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,74.16666666666667,37.1,0.048,0.010388888888888913,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,99.16666666666667,37.0,0.051,0.013388888888888908,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,124.16666666666667,37.1,0.054,0.01638888888888891,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,149.16666666666666,37.1,0.059,0.02138888888888891,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,174.16666666666666,37.0,0.065,0.027388888888888914,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,199.16666666666666,37.1,0.072,0.034388888888888906,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,224.16666666666666,37.0,0.081,0.043388888888888914,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,249.16666666666666,37.0,0.093,0.05538888888888891,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,274.1666666666667,37.0,0.107,0.06938888888888892,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,299.1666666666667,37.0,0.127,0.0893888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,324.1666666666667,37.1,0.151,0.1133888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,349.1666666666667,37.0,0.17,0.13238888888888892,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,374.1666666666667,37.0,0.197,0.1593888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,399.1666666666667,37.1,0.242,0.2043888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,424.1666666666667,37.0,0.302,0.2643888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,449.1666666666667,37.0,0.351,0.3133888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,474.1666666666667,37.0,0.405,0.36738888888888893,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,499.1666666666667,37.0,0.456,0.4183888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,524.1666666666666,37.0,0.498,0.4603888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,549.1666666666666,37.1,0.537,0.49938888888888894,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,574.1666666666666,37.1,0.577,0.5393888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,599.1666666666666,37.1,0.603,0.5653888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,624.1666666666666,37.1,0.63,0.592388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,649.1666666666666,37.1,0.652,0.614388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,674.1666666666666,37.1,0.683,0.645388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,699.1666666666666,37.1,0.694,0.6563888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,724.1666666666666,37.1,0.705,0.6673888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,749.1666666666666,37.1,0.718,0.6803888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,774.1666666666666,37.0,0.729,0.6913888888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,799.1666666666666,37.1,0.738,0.700388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,824.1666666666666,37.0,0.746,0.708388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,849.1666666666666,37.0,0.751,0.713388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,874.1666666666666,37.1,0.757,0.719388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,899.1666666666666,37.1,0.762,0.724388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,924.1666666666666,37.1,0.767,0.729388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,949.1666666666666,37.0,0.77,0.732388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,974.1666666666666,37.1,0.774,0.736388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,999.1666666666666,37.1,0.776,0.738388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1024.1666666666667,37.0,0.778,0.740388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1049.1666666666667,37.0,0.78,0.742388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1074.1666666666667,37.1,0.781,0.743388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1099.1666666666667,37.1,0.782,0.744388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1124.1666666666667,37.0,0.782,0.744388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1149.1666666666667,37.1,0.783,0.745388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1174.1666666666667,37.0,0.785,0.747388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1199.1666666666667,37.0,0.784,0.746388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1224.1666666666667,37.0,0.784,0.746388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1249.1666666666667,37.1,0.784,0.746388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1274.1666666666667,37.0,0.784,0.746388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1299.1666666666667,37.1,0.784,0.746388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1324.1666666666667,37.1,0.784,0.746388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1349.1666666666667,37.0,0.784,0.746388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1374.1666666666667,37.0,0.785,0.747388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1399.1666666666667,37.0,0.786,0.748388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1424.1666666666667,37.0,0.787,0.749388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1449.1666666666667,37.0,0.787,0.749388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1474.1666666666667,37.0,0.785,0.747388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1499.1666666666667,37.0,0.786,0.748388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1524.1666666666667,37.0,0.786,0.748388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1549.1666666666667,37.1,0.787,0.749388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,1574.1666666666667,37.0,0.787,0.749388888888889,MG1655,A02,M9_0.5%_glucose,0_µg/ml_tc
r3,24.166666666666668,37.1,0.044,0.006388888888888909,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,49.166666666666664,37.1,0.046,0.008388888888888911,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,74.16666666666667,37.1,0.048,0.010388888888888913,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,99.16666666666667,37.0,0.051,0.013388888888888908,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,124.16666666666667,37.1,0.054,0.01638888888888891,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,149.16666666666666,37.1,0.058,0.020388888888888915,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,174.16666666666666,37.0,0.064,0.026388888888888913,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,199.16666666666666,37.1,0.071,0.033388888888888905,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,224.16666666666666,37.0,0.079,0.04138888888888891,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,249.16666666666666,37.0,0.09,0.05238888888888891,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,274.1666666666667,37.0,0.104,0.06638888888888891,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,299.1666666666667,37.0,0.121,0.0833888888888889,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,324.1666666666667,37.1,0.141,0.10338888888888889,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,349.1666666666667,37.0,0.177,0.1393888888888889,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
r3,374.1666666666667,37.0,0.211,0.1733888888888889,MG1655,A03,M9_0.5%_glucose,0_µg/ml_tc
