run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r3,6.166666666666667,37.0,0.081,0.013746017156862633,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,13.166666666666666,37.0,0.187,0.11974601715686263,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,20.166666666666668,37.0,0.234,0.16674601715686266,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,27.166666666666668,37.0,0.117,0.04974601715686264,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,34.166666666666664,37.1,0.226,0.15874601715686265,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,41.166666666666664,37.0,0.219,0.15174601715686264,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,48.166666666666664,37.0,0.241,0.1737460171568626,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,55.166666666666664,37.1,0.233,0.16574601715686266,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,62.166666666666664,37.1,0.212,0.14474601715686264,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,69.16666666666667,37.1,0.23,0.16274601715686265,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,76.16666666666667,37.0,0.142,0.07474601715686262,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,83.16666666666667,37.0,0.153,0.08574601715686263,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,90.16666666666667,37.0,0.173,0.10574601715686262,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,97.16666666666667,37.0,0.165,0.09774601715686264,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,104.16666666666667,37.0,0.14,0.07274601715686264,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,111.16666666666667,37.1,0.144,0.07674601715686262,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,118.16666666666667,37.0,0.149,0.08174601715686262,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,125.16666666666667,37.1,0.14,0.07274601715686264,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,132.16666666666666,37.0,0.141,0.07374601715686262,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,139.16666666666666,37.0,0.141,0.07374601715686262,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,146.16666666666666,37.1,0.125,0.05774601715686263,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,153.16666666666666,37.1,0.117,0.04974601715686264,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,160.16666666666666,37.0,0.105,0.03774601715686263,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,167.16666666666666,37.0,0.105,0.03774601715686263,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,174.16666666666666,37.1,0.098,0.030746017156862634,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,181.16666666666666,37.0,0.102,0.034746017156862624,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,188.16666666666666,37.0,0.096,0.028746017156862633,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,195.16666666666666,37.0,0.098,0.030746017156862634,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,202.16666666666666,37.1,0.094,0.02674601715686263,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,209.16666666666666,37.1,0.085,0.017746017156862637,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,216.16666666666666,37.0,0.086,0.018746017156862624,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,223.16666666666666,37.1,0.083,0.015746017156862635,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,230.16666666666666,37.0,0.081,0.013746017156862633,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,237.16666666666666,37.0,0.081,0.013746017156862633,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,244.16666666666666,37.1,0.077,0.00974601715686263,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,251.16666666666666,37.1,0.082,0.014746017156862634,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,258.1666666666667,37.1,0.085,0.017746017156862637,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,265.1666666666667,37.1,0.084,0.016746017156862636,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,272.1666666666667,37.0,0.083,0.015746017156862635,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,279.1666666666667,37.1,0.084,0.016746017156862636,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,286.1666666666667,37.1,0.085,0.017746017156862637,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,293.1666666666667,37.0,0.088,0.020746017156862626,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,300.1666666666667,37.0,0.089,0.021746017156862626,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,307.1666666666667,37.1,0.091,0.023746017156862628,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
r3,314.1666666666667,37.0,0.094,0.02674601715686263,MG1655_1,A02,M9_0.5%_glucose_supp,0.0_µg/ml_tc
