# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 22:52:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_data_3.json
# init = 2 (Default)
# random
#   seed = 3705727090 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_th.20,y_th.21,y_th.22,y_th.23,y_th.24,y_th.25,y_th.26,y_th.27,y_th.28,y_th.29,y_th.30,y_th.31,y_th.32,y_th.33,y_th.34,y_th.35,y_th.36,y_th.37,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19,y_ppc.20,y_ppc.21,y_ppc.22,y_ppc.23,y_ppc.24,y_ppc.25,y_ppc.26,y_ppc.27,y_ppc.28,y_ppc.29,y_ppc.30,y_ppc.31,y_ppc.32,y_ppc.33,y_ppc.34,y_ppc.35,y_ppc.36,y_ppc.37
-50.1821,0.998057,0.156986,4,15,0,50.4973,1.9357,0.00897978,0.0127176,86.2378,0.00803763,-4.04432,-3.98805,-3.93179,-3.87553,-3.81926,-3.763,-3.70674,-3.65047,-3.59421,-3.53795,-3.48168,-3.42542,-3.36916,-3.31289,-3.25663,-3.20037,-3.1441,-3.08784,-3.03158,-2.97531,-2.91905,-2.86279,-2.80652,-2.75026,-2.694,-2.63773,-2.58147,-2.52521,-2.46894,-2.41268,-2.35642,-2.30015,-2.24389,-2.18763,-2.13136,-2.0751,-2.01883,-4.04432,-3.98805,-3.93179,-3.87553,-3.81926,-3.763,-3.70674,-3.65047,-3.59421,-3.53795,-3.48168,-3.42542,-3.36916,-3.31289,-3.25663,-3.20037,-3.1441,-3.08784,-3.03158,-2.97531,-2.91905,-2.86279,-2.80652,-2.75026,-2.694,-2.63773,-2.58147,-2.52521,-2.46894,-2.41268,-2.35642,-2.30015,-2.24389,-2.18763,-2.13136,-2.0751,-2.01883
-50.4225,0.782609,0.156986,4,31,0,52.3544,1.9348,0.00891865,0.0133317,86.0598,0.00805425,-4.04977,-3.99339,-3.93701,-3.88063,-3.82425,-3.76787,-3.71149,-3.65511,-3.59873,-3.54235,-3.48597,-3.42959,-3.37321,-3.31683,-3.26045,-3.20407,-3.14769,-3.09131,-3.03493,-2.97855,-2.92217,-2.86579,-2.80941,-2.75303,-2.69665,-2.64027,-2.58389,-2.52751,-2.47113,-2.41475,-2.35837,-2.30199,-2.24561,-2.18923,-2.13285,-2.07647,-2.02009,-4.04977,-3.99339,-3.93701,-3.88063,-3.82425,-3.76787,-3.71149,-3.65511,-3.59873,-3.54235,-3.48597,-3.42959,-3.37321,-3.31683,-3.26045,-3.20407,-3.14769,-3.09131,-3.03493,-2.97855,-2.92217,-2.86579,-2.80941,-2.75303,-2.69665,-2.64027,-2.58389,-2.52751,-2.47113,-2.41475,-2.35837,-2.30199,-2.24561,-2.18923,-2.13285,-2.07647,-2.02009
-50.1897,0.978966,0.156986,3,11,0,51.748,1.93298,0.00889845,0.0131018,85.6989,0.00808817,-4.04921,-3.99259,-3.93598,-3.87936,-3.82274,-3.76613,-3.70951,-3.65289,-3.59627,-3.53966,-3.48304,-3.42642,-3.36981,-3.31319,-3.25657,-3.19995,-3.14334,-3.08672,-3.0301,-2.97349,-2.91687,-2.86025,-2.80363,-2.74702,-2.6904,-2.63378,-2.57717,-2.52055,-2.46393,-2.40731,-2.3507,-2.29408,-2.23746,-2.18084,-2.12423,-2.06761,-2.01099,-4.04921,-3.99259,-3.93598,-3.87936,-3.82274,-3.76613,-3.70951,-3.65289,-3.59627,-3.53966,-3.48304,-3.42642,-3.36981,-3.31319,-3.25657,-3.19995,-3.14334,-3.08672,-3.0301,-2.97349,-2.91687,-2.86025,-2.80363,-2.74702,-2.6904,-2.63378,-2.57717,-2.52055,-2.46393,-2.40731,-2.3507,-2.29408,-2.23746,-2.18084,-2.12423,-2.06761,-2.01099
-49.8091,0.943264,0.156986,3,11,0,50.8844,1.93383,0.00893865,0.0132057,85.8686,0.00807218,-4.04603,-3.98953,-3.93302,-3.87652,-3.82001,-3.76351,-3.707,-3.6505,-3.59399,-3.53749,-3.48098,-3.42448,-3.36797,-3.31147,-3.25496,-3.19846,-3.14195,-3.08544,-3.02894,-2.97243,-2.91593,-2.85942,-2.80292,-2.74641,-2.68991,-2.6334,-2.5769,-2.52039,-2.46389,-2.40738,-2.35088,-2.29437,-2.23787,-2.18136,-2.12486,-2.06835,-2.01185,-4.04603,-3.98953,-3.93302,-3.87652,-3.82001,-3.76351,-3.707,-3.6505,-3.59399,-3.53749,-3.48098,-3.42448,-3.36797,-3.31147,-3.25496,-3.19846,-3.14195,-3.08544,-3.02894,-2.97243,-2.91593,-2.85942,-2.80292,-2.74641,-2.68991,-2.6334,-2.5769,-2.52039,-2.46389,-2.40738,-2.35088,-2.29437,-2.23787,-2.18136,-2.12486,-2.06835,-2.01185
-48.9307,0.883148,0.156986,2,7,0,50.7369,1.93462,0.00894295,0.013347,86.0234,0.00805766,-4.04676,-3.99036,-3.93395,-3.87755,-3.82115,-3.76474,-3.70834,-3.65194,-3.59553,-3.53913,-3.48272,-3.42632,-3.36992,-3.31351,-3.25711,-3.20071,-3.1443,-3.0879,-3.0315,-2.97509,-2.91869,-2.86229,-2.80588,-2.74948,-2.69307,-2.63667,-2.58027,-2.52386,-2.46746,-2.41106,-2.35465,-2.29825,-2.24185,-2.18544,-2.12904,-2.07263,-2.01623,-4.04676,-3.99036,-3.93395,-3.87755,-3.82115,-3.76474,-3.70834,-3.65194,-3.59553,-3.53913,-3.48272,-3.42632,-3.36992,-3.31351,-3.25711,-3.20071,-3.1443,-3.0879,-3.0315,-2.97509,-2.91869,-2.86229,-2.80588,-2.74948,-2.69307,-2.63667,-2.58027,-2.52386,-2.46746,-2.41106,-2.35465,-2.29825,-2.24185,-2.18544,-2.12904,-2.07263,-2.01623
-48.9819,0.97031,0.156986,4,31,0,49.3916,1.93552,0.00897783,0.0132208,86.2023,0.00804093,-4.04426,-3.98797,-3.93169,-3.8754,-3.81911,-3.76283,-3.70654,-3.65025,-3.59397,-3.53768,-3.48139,-3.42511,-3.36882,-3.31253,-3.25625,-3.19996,-3.14368,-3.08739,-3.0311,-2.97482,-2.91853,-2.86224,-2.80596,-2.74967,-2.69338,-2.6371,-2.58081,-2.52452,-2.46824,-2.41195,-2.35566,-2.29938,-2.24309,-2.1868,-2.13052,-2.07423,-2.01794,-4.04426,-3.98797,-3.93169,-3.8754,-3.81911,-3.76283,-3.70654,-3.65025,-3.59397,-3.53768,-3.48139,-3.42511,-3.36882,-3.31253,-3.25625,-3.19996,-3.14368,-3.08739,-3.0311,-2.97482,-2.91853,-2.86224,-2.80596,-2.74967,-2.69338,-2.6371,-2.58081,-2.52452,-2.46824,-2.41195,-2.35566,-2.29938,-2.24309,-2.1868,-2.13052,-2.07423,-2.01794
-49.2706,0.949599,0.156986,4,31,0,49.8316,1.9364,0.00900512,0.0132381,86.3772,0.00802465,-4.04258,-3.98641,-3.93023,-3.87406,-3.81789,-3.76172,-3.70554,-3.64937,-3.5932,-3.53703,-3.48085,-3.42468,-3.36851,-3.31234,-3.25616,-3.19999,-3.14382,-3.08765,-3.03147,-2.9753,-2.91913,-2.86296,-2.80678,-2.75061,-2.69444,-2.63826,-2.58209,-2.52592,-2.46975,-2.41357,-2.3574,-2.30123,-2.24506,-2.18888,-2.13271,-2.07654,-2.02037,-4.04258,-3.98641,-3.93023,-3.87406,-3.81789,-3.76172,-3.70554,-3.64937,-3.5932,-3.53703,-3.48085,-3.42468,-3.36851,-3.31234,-3.25616,-3.19999,-3.14382,-3.08765,-3.03147,-2.9753,-2.91913,-2.86296,-2.80678,-2.75061,-2.69444,-2.63826,-2.58209,-2.52592,-2.46975,-2.41357,-2.3574,-2.30123,-2.24506,-2.18888,-2.13271,-2.07654,-2.02037
-51.5598,0.75424,0.156986,4,15,0,52.4259,1.93803,0.00904859,0.0141206,86.7013,0.00799466,-4.04026,-3.98429,-3.92833,-3.87237,-3.81641,-3.76044,-3.70448,-3.64852,-3.59256,-3.53659,-3.48063,-3.42467,-3.36871,-3.31274,-3.25678,-3.20082,-3.14486,-3.08889,-3.03293,-2.97697,-2.921,-2.86504,-2.80908,-2.75312,-2.69715,-2.64119,-2.58523,-2.52927,-2.4733,-2.41734,-2.36138,-2.30542,-2.24945,-2.19349,-2.13753,-2.08157,-2.0256,-4.04026,-3.98429,-3.92833,-3.87237,-3.81641,-3.76044,-3.70448,-3.64852,-3.59256,-3.53659,-3.48063,-3.42467,-3.36871,-3.31274,-3.25678,-3.20082,-3.14486,-3.08889,-3.03293,-2.97697,-2.921,-2.86504,-2.80908,-2.75312,-2.69715,-2.64119,-2.58523,-2.52927,-2.4733,-2.41734,-2.36138,-2.30542,-2.24945,-2.19349,-2.13753,-2.08157,-2.0256
-49.9196,0.988196,0.156986,5,31,0,53.2758,1.9337,0.00889504,0.0137669,85.8419,0.00807469,-4.05072,-3.99419,-3.93767,-3.88115,-3.82462,-3.7681,-3.71158,-3.65506,-3.59853,-3.54201,-3.48549,-3.42896,-3.37244,-3.31592,-3.2594,-3.20287,-3.14635,-3.08983,-3.03331,-2.97678,-2.92026,-2.86374,-2.80721,-2.75069,-2.69417,-2.63765,-2.58112,-2.5246,-2.46808,-2.41155,-2.35503,-2.29851,-2.24199,-2.18546,-2.12894,-2.07242,-2.01589,-4.05072,-3.99419,-3.93767,-3.88115,-3.82462,-3.7681,-3.71158,-3.65506,-3.59853,-3.54201,-3.48549,-3.42896,-3.37244,-3.31592,-3.2594,-3.20287,-3.14635,-3.08983,-3.03331,-2.97678,-2.92026,-2.86374,-2.80721,-2.75069,-2.69417,-2.63765,-2.58112,-2.5246,-2.46808,-2.41155,-2.35503,-2.29851,-2.24199,-2.18546,-2.12894,-2.07242,-2.01589
-50.4483,0.987956,0.156986,4,15,0,51.7255,1.93339,0.00890708,0.0141627,85.7811,0.00808042,-4.04889,-3.99232,-3.93576,-3.8792,-3.82264,-3.76607,-3.70951,-3.65295,-3.59638,-3.53982,-3.48326,-3.4267,-3.37013,-3.31357,-3.25701,-3.20044,-3.14388,-3.08732,-3.03076,-2.97419,-2.91763,-2.86107,-2.8045,-2.74794,-2.69138,-2.63481,-2.57825,-2.52169,-2.46513,-2.40856,-2.352,-2.29544,-2.23887,-2.18231,-2.12575,-2.06919,-2.01262,-4.04889,-3.99232,-3.93576,-3.8792,-3.82264,-3.76607,-3.70951,-3.65295,-3.59638,-3.53982,-3.48326,-3.4267,-3.37013,-3.31357,-3.25701,-3.20044,-3.14388,-3.08732,-3.03076,-2.97419,-2.91763,-2.86107,-2.8045,-2.74794,-2.69138,-2.63481,-2.57825,-2.52169,-2.46513,-2.40856,-2.352,-2.29544,-2.23887,-2.18231,-2.12575,-2.06919,-2.01262
-50.7507,0.949314,0.156986,2,3,0,51.1104,1.93353,0.00890084,0.0142691,85.8078,0.00807791,-4.0498,-3.99325,-3.93671,-3.88016,-3.82362,-3.76707,-3.71052,-3.65398,-3.59743,-3.54089,-3.48434,-3.4278,-3.37125,-3.31471,-3.25816,-3.20162,-3.14507,-3.08853,-3.03198,-2.97544,-2.91889,-2.86234,-2.8058,-2.74925,-2.69271,-2.63616,-2.57962,-2.52307,-2.46653,-2.40998,-2.35344,-2.29689,-2.24035,-2.1838,-2.12725,-2.07071,-2.01416,-4.0498,-3.99325,-3.93671,-3.88016,-3.82362,-3.76707,-3.71052,-3.65398,-3.59743,-3.54089,-3.48434,-3.4278,-3.37125,-3.31471,-3.25816,-3.20162,-3.14507,-3.08853,-3.03198,-2.97544,-2.91889,-2.86234,-2.8058,-2.74925,-2.69271,-2.63616,-2.57962,-2.52307,-2.46653,-2.40998,-2.35344,-2.29689,-2.24035,-2.1838,-2.12725,-2.07071,-2.01416
-50.6435,0.936873,0.156986,4,15,0,51.6796,1.93248,0.00887497,0.0139372,85.602,0.00809733,-4.05109,-3.99441,-3.93773,-3.88105,-3.82437,-3.76769,-3.71101,-3.65432,-3.59764,-3.54096,-3.48428,-3.4276,-3.37092,-3.31424,-3.25755,-3.20087,-3.14419,-3.08751,-3.03083,-2.97415,-2.91747,-2.86079,-2.8041,-2.74742,-2.69074,-2.63406,-2.57738,-2.5207,-2.46402,-2.40734,-2.35065,-2.29397,-2.23729,-2.18061,-2.12393,-2.06725,-2.01057,-4.05109,-3.99441,-3.93773,-3.88105,-3.82437,-3.76769,-3.71101,-3.65432,-3.59764,-3.54096,-3.48428,-3.4276,-3.37092,-3.31424,-3.25755,-3.20087,-3.14419,-3.08751,-3.03083,-2.97415,-2.91747,-2.86079,-2.8041,-2.74742,-2.69074,-2.63406,-2.57738,-2.5207,-2.46402,-2.40734,-2.35065,-2.29397,-2.23729,-2.18061,-2.12393,-2.06725,-2.01057
-50.1513,0.998307,0.156986,3,7,0,50.7328,1.93276,0.00888639,0.013771,85.6555,0.00809227,-4.05023,-3.99358,-3.93694,-3.88029,-3.82364,-3.767,-3.71035,-3.65371,-3.59706,-3.54041,-3.48377,-3.42712,-3.37048,-3.31383,-3.25719,-3.20054,-3.14389,-3.08725,-3.0306,-2.97396,-2.91731,-2.86066,-2.80402,-2.74737,-2.69073,-2.63408,-2.57744,-2.52079,-2.46414,-2.4075,-2.35085,-2.29421,-2.23756,-2.18091,-2.12427,-2.06762,-2.01098,-4.05023,-3.99358,-3.93694,-3.88029,-3.82364,-3.767,-3.71035,-3.65371,-3.59706,-3.54041,-3.48377,-3.42712,-3.37048,-3.31383,-3.25719,-3.20054,-3.14389,-3.08725,-3.0306,-2.97396,-2.91731,-2.86066,-2.80402,-2.74737,-2.69073,-2.63408,-2.57744,-2.52079,-2.46414,-2.4075,-2.35085,-2.29421,-2.23756,-2.18091,-2.12427,-2.06762,-2.01098
-50.3192,0.956263,0.156986,2,7,0,50.855,1.93308,0.00887436,0.0137881,85.7197,0.00808621,-4.05209,-3.99548,-3.93888,-3.88228,-3.82567,-3.76907,-3.71247,-3.65586,-3.59926,-3.54265,-3.48605,-3.42945,-3.37284,-3.31624,-3.25964,-3.20303,-3.14643,-3.08983,-3.03322,-2.97662,-2.92002,-2.86341,-2.80681,-2.75021,-2.6936,-2.637,-2.5804,-2.52379,-2.46719,-2.41059,-2.35398,-2.29738,-2.24078,-2.18417,-2.12757,-2.07096,-2.01436,-4.05209,-3.99548,-3.93888,-3.88228,-3.82567,-3.76907,-3.71247,-3.65586,-3.59926,-3.54265,-3.48605,-3.42945,-3.37284,-3.31624,-3.25964,-3.20303,-3.14643,-3.08983,-3.03322,-2.97662,-2.92002,-2.86341,-2.80681,-2.75021,-2.6936,-2.637,-2.5804,-2.52379,-2.46719,-2.41059,-2.35398,-2.29738,-2.24078,-2.18417,-2.12757,-2.07096,-2.01436
-50.6747,0.999278,0.156986,4,15,0,51.607,1.93226,0.00885226,0.0135184,85.5576,0.00810153,-4.05331,-3.99659,-3.93988,-3.88317,-3.82646,-3.76975,-3.71304,-3.65633,-3.59962,-3.54291,-3.4862,-3.42949,-3.37278,-3.31607,-3.25936,-3.20264,-3.14593,-3.08922,-3.03251,-2.9758,-2.91909,-2.86238,-2.80567,-2.74896,-2.69225,-2.63554,-2.57883,-2.52212,-2.46541,-2.4087,-2.35198,-2.29527,-2.23856,-2.18185,-2.12514,-2.06843,-2.01172,-4.05331,-3.99659,-3.93988,-3.88317,-3.82646,-3.76975,-3.71304,-3.65633,-3.59962,-3.54291,-3.4862,-3.42949,-3.37278,-3.31607,-3.25936,-3.20264,-3.14593,-3.08922,-3.03251,-2.9758,-2.91909,-2.86238,-2.80567,-2.74896,-2.69225,-2.63554,-2.57883,-2.52212,-2.46541,-2.4087,-2.35198,-2.29527,-2.23856,-2.18185,-2.12514,-2.06843,-2.01172
-52.6571,0.98824,0.156986,5,31,0,54.4235,1.93732,0.00905154,0.0146537,86.5597,0.00800773,-4.03884,-3.98279,-3.92674,-3.87068,-3.81463,-3.75857,-3.70252,-3.64646,-3.59041,-3.53436,-3.4783,-3.42225,-3.36619,-3.31014,-3.25409,-3.19803,-3.14198,-3.08592,-3.02987,-2.97382,-2.91776,-2.86171,-2.80565,-2.7496,-2.69354,-2.63749,-2.58144,-2.52538,-2.46933,-2.41327,-2.35722,-2.30117,-2.24511,-2.18906,-2.133,-2.07695,-2.0209,-4.03884,-3.98279,-3.92674,-3.87068,-3.81463,-3.75857,-3.70252,-3.64646,-3.59041,-3.53436,-3.4783,-3.42225,-3.36619,-3.31014,-3.25409,-3.19803,-3.14198,-3.08592,-3.02987,-2.97382,-2.91776,-2.86171,-2.80565,-2.7496,-2.69354,-2.63749,-2.58144,-2.52538,-2.46933,-2.41327,-2.35722,-2.30117,-2.24511,-2.18906,-2.133,-2.07695,-2.0209
-52.8423,0.992478,0.156986,2,3,0,52.8769,1.93755,0.00905025,0.0146837,86.606,0.00800345,-4.03934,-3.98332,-3.92729,-3.87127,-3.81525,-3.75922,-3.7032,-3.64717,-3.59115,-3.53512,-3.4791,-3.42308,-3.36705,-3.31103,-3.255,-3.19898,-3.14296,-3.08693,-3.03091,-2.97488,-2.91886,-2.86283,-2.80681,-2.75079,-2.69476,-2.63874,-2.58271,-2.52669,-2.47067,-2.41464,-2.35862,-2.30259,-2.24657,-2.19054,-2.13452,-2.0785,-2.02247,-4.03934,-3.98332,-3.92729,-3.87127,-3.81525,-3.75922,-3.7032,-3.64717,-3.59115,-3.53512,-3.4791,-3.42308,-3.36705,-3.31103,-3.255,-3.19898,-3.14296,-3.08693,-3.03091,-2.97488,-2.91886,-2.86283,-2.80681,-2.75079,-2.69476,-2.63874,-2.58271,-2.52669,-2.47067,-2.41464,-2.35862,-2.30259,-2.24657,-2.19054,-2.13452,-2.0785,-2.02247
-50.7315,0.977658,0.156986,4,15,0,53.5689,1.93735,0.00906155,0.0139603,86.5657,0.00800718,-4.03778,-3.98173,-3.92568,-3.86963,-3.81358,-3.75753,-3.70148,-3.64543,-3.58938,-3.53333,-3.47728,-3.42123,-3.36518,-3.30913,-3.25308,-3.19703,-3.14098,-3.08493,-3.02888,-2.97283,-2.91678,-2.86073,-2.80468,-2.74863,-2.69258,-2.63653,-2.58048,-2.52443,-2.46838,-2.41233,-2.35628,-2.30023,-2.24418,-2.18813,-2.13208,-2.07603,-2.01998,-4.03778,-3.98173,-3.92568,-3.86963,-3.81358,-3.75753,-3.70148,-3.64543,-3.58938,-3.53333,-3.47728,-3.42123,-3.36518,-3.30913,-3.25308,-3.19703,-3.14098,-3.08493,-3.02888,-2.97283,-2.91678,-2.86073,-2.80468,-2.74863,-2.69258,-2.63653,-2.58048,-2.52443,-2.46838,-2.41233,-2.35628,-2.30023,-2.24418,-2.18813,-2.13208,-2.07603,-2.01998
-50.3451,0.97001,0.156986,5,31,0,51.9406,1.93239,0.00887081,0.0134072,85.5836,0.00809906,-4.05142,-3.99472,-3.93803,-3.88134,-3.82464,-3.76795,-3.71126,-3.65456,-3.59787,-3.54118,-3.48448,-3.42779,-3.3711,-3.3144,-3.25771,-3.20102,-3.14432,-3.08763,-3.03094,-2.97424,-2.91755,-2.86086,-2.80416,-2.74747,-2.69077,-2.63408,-2.57739,-2.52069,-2.464,-2.40731,-2.35061,-2.29392,-2.23723,-2.18053,-2.12384,-2.06715,-2.01045,-4.05142,-3.99472,-3.93803,-3.88134,-3.82464,-3.76795,-3.71126,-3.65456,-3.59787,-3.54118,-3.48448,-3.42779,-3.3711,-3.3144,-3.25771,-3.20102,-3.14432,-3.08763,-3.03094,-2.97424,-2.91755,-2.86086,-2.80416,-2.74747,-2.69077,-2.63408,-2.57739,-2.52069,-2.464,-2.40731,-2.35061,-2.29392,-2.23723,-2.18053,-2.12384,-2.06715,-2.01045
-49.3207,0.908558,0.156986,3,11,0,51.3658,1.93358,0.00890878,0.0134495,85.8179,0.00807696,-4.04898,-3.99245,-3.93591,-3.87937,-3.82283,-3.76629,-3.70975,-3.65321,-3.59667,-3.54014,-3.4836,-3.42706,-3.37052,-3.31398,-3.25744,-3.2009,-3.14437,-3.08783,-3.03129,-2.97475,-2.91821,-2.86167,-2.80513,-2.74859,-2.69206,-2.63552,-2.57898,-2.52244,-2.4659,-2.40936,-2.35282,-2.29628,-2.23975,-2.18321,-2.12667,-2.07013,-2.01359,-4.04898,-3.99245,-3.93591,-3.87937,-3.82283,-3.76629,-3.70975,-3.65321,-3.59667,-3.54014,-3.4836,-3.42706,-3.37052,-3.31398,-3.25744,-3.2009,-3.14437,-3.08783,-3.03129,-2.97475,-2.91821,-2.86167,-2.80513,-2.74859,-2.69206,-2.63552,-2.57898,-2.52244,-2.4659,-2.40936,-2.35282,-2.29628,-2.23975,-2.18321,-2.12667,-2.07013,-2.01359
-50.2805,0.998423,0.156986,5,31,0,50.7921,1.93259,0.00887117,0.0132508,85.6237,0.00809527,-4.05169,-3.99502,-3.93836,-3.88169,-3.82502,-3.76836,-3.71169,-3.65502,-3.59836,-3.54169,-3.48502,-3.42836,-3.37169,-3.31502,-3.25836,-3.20169,-3.14502,-3.08835,-3.03169,-2.97502,-2.91835,-2.86169,-2.80502,-2.74835,-2.69169,-2.63502,-2.57835,-2.52169,-2.46502,-2.40835,-2.35168,-2.29502,-2.23835,-2.18168,-2.12502,-2.06835,-2.01168,-4.05169,-3.99502,-3.93836,-3.88169,-3.82502,-3.76836,-3.71169,-3.65502,-3.59836,-3.54169,-3.48502,-3.42836,-3.37169,-3.31502,-3.25836,-3.20169,-3.14502,-3.08835,-3.03169,-2.97502,-2.91835,-2.86169,-2.80502,-2.74835,-2.69169,-2.63502,-2.57835,-2.52169,-2.46502,-2.40835,-2.35168,-2.29502,-2.23835,-2.18168,-2.12502,-2.06835,-2.01168
-54.2889,0.584158,0.156986,3,15,0,56.9709,1.93006,0.00877618,0.0133398,85.1261,0.00814259,-4.05852,-4.00152,-3.94453,-3.88753,-3.83053,-3.77353,-3.71653,-3.65953,-3.60254,-3.54554,-3.48854,-3.43154,-3.37454,-3.31755,-3.26055,-3.20355,-3.14655,-3.08955,-3.03255,-2.97556,-2.91856,-2.86156,-2.80456,-2.74756,-2.69057,-2.63357,-2.57657,-2.51957,-2.46257,-2.40558,-2.34858,-2.29158,-2.23458,-2.17758,-2.12058,-2.06359,-2.00659,-4.05852,-4.00152,-3.94453,-3.88753,-3.83053,-3.77353,-3.71653,-3.65953,-3.60254,-3.54554,-3.48854,-3.43154,-3.37454,-3.31755,-3.26055,-3.20355,-3.14655,-3.08955,-3.03255,-2.97556,-2.91856,-2.86156,-2.80456,-2.74756,-2.69057,-2.63357,-2.57657,-2.51957,-2.46257,-2.40558,-2.34858,-2.29158,-2.23458,-2.17758,-2.12058,-2.06359,-2.00659
-49.9265,0.989622,0.156986,4,31,0,55.9671,1.9332,0.00889495,0.0130872,85.7431,0.008084,-4.04995,-3.99336,-3.93678,-3.88019,-3.8236,-3.76701,-3.71042,-3.65384,-3.59725,-3.54066,-3.48407,-3.42748,-3.3709,-3.31431,-3.25772,-3.20113,-3.14454,-3.08796,-3.03137,-2.97478,-2.91819,-2.8616,-2.80502,-2.74843,-2.69184,-2.63525,-2.57866,-2.52208,-2.46549,-2.4089,-2.35231,-2.29572,-2.23914,-2.18255,-2.12596,-2.06937,-2.01278,-4.04995,-3.99336,-3.93678,-3.88019,-3.8236,-3.76701,-3.71042,-3.65384,-3.59725,-3.54066,-3.48407,-3.42748,-3.3709,-3.31431,-3.25772,-3.20113,-3.14454,-3.08796,-3.03137,-2.97478,-2.91819,-2.8616,-2.80502,-2.74843,-2.69184,-2.63525,-2.57866,-2.52208,-2.46549,-2.4089,-2.35231,-2.29572,-2.23914,-2.18255,-2.12596,-2.06937,-2.01278
-50.1033,0.89105,0.156986,5,31,0,51.4651,1.93703,0.0090209,0.0130279,86.5023,0.00801305,-4.04179,-3.9857,-3.92961,-3.87352,-3.81743,-3.76134,-3.70524,-3.64915,-3.59306,-3.53697,-3.48088,-3.42479,-3.3687,-3.31261,-3.25651,-3.20042,-3.14433,-3.08824,-3.03215,-2.97606,-2.91997,-2.86387,-2.80778,-2.75169,-2.6956,-2.63951,-2.58342,-2.52733,-2.47124,-2.41514,-2.35905,-2.30296,-2.24687,-2.19078,-2.13469,-2.0786,-2.0225,-4.04179,-3.9857,-3.92961,-3.87352,-3.81743,-3.76134,-3.70524,-3.64915,-3.59306,-3.53697,-3.48088,-3.42479,-3.3687,-3.31261,-3.25651,-3.20042,-3.14433,-3.08824,-3.03215,-2.97606,-2.91997,-2.86387,-2.80778,-2.75169,-2.6956,-2.63951,-2.58342,-2.52733,-2.47124,-2.41514,-2.35905,-2.30296,-2.24687,-2.19078,-2.13469,-2.0786,-2.0225
-49.4246,0.994288,0.156986,4,15,0,50.5816,1.93533,0.0089849,0.0138653,86.1656,0.00804436,-4.04319,-3.98688,-3.93057,-3.87426,-3.81795,-3.76163,-3.70532,-3.64901,-3.5927,-3.53639,-3.48008,-3.42377,-3.36746,-3.31115,-3.25484,-3.19853,-3.14222,-3.08591,-3.0296,-2.97329,-2.91698,-2.86067,-2.80436,-2.74805,-2.69173,-2.63542,-2.57911,-2.5228,-2.46649,-2.41018,-2.35387,-2.29756,-2.24125,-2.18494,-2.12863,-2.07232,-2.01601,-4.04319,-3.98688,-3.93057,-3.87426,-3.81795,-3.76163,-3.70532,-3.64901,-3.5927,-3.53639,-3.48008,-3.42377,-3.36746,-3.31115,-3.25484,-3.19853,-3.14222,-3.08591,-3.0296,-2.97329,-2.91698,-2.86067,-2.80436,-2.74805,-2.69173,-2.63542,-2.57911,-2.5228,-2.46649,-2.41018,-2.35387,-2.29756,-2.24125,-2.18494,-2.12863,-2.07232,-2.01601
