# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 22:52:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_data_3.json
# init = 2 (Default)
# random
#   seed = 3705727090 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_th.20,y_th.21,y_th.22,y_th.23,y_th.24,y_th.25,y_th.26,y_th.27,y_th.28,y_th.29,y_th.30,y_th.31,y_th.32,y_th.33,y_th.34,y_th.35,y_th.36,y_th.37,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19,y_ppc.20,y_ppc.21,y_ppc.22,y_ppc.23,y_ppc.24,y_ppc.25,y_ppc.26,y_ppc.27,y_ppc.28,y_ppc.29,y_ppc.30,y_ppc.31,y_ppc.32,y_ppc.33,y_ppc.34,y_ppc.35,y_ppc.36,y_ppc.37
-53.1822,1,0.156986,2,3,0,53.5664,1.93421,0.00896714,0.0146525,85.943,0.0080652,-4.04343,-3.98698,-3.93052,-3.87406,-3.81761,-3.76115,-3.70469,-3.64824,-3.59178,-3.53532,-3.47887,-3.42241,-3.36596,-3.3095,-3.25304,-3.19659,-3.14013,-3.08367,-3.02722,-2.97076,-2.9143,-2.85785,-2.80139,-2.74494,-2.68848,-2.63202,-2.57557,-2.51911,-2.46265,-2.4062,-2.34974,-2.29328,-2.23683,-2.18037,-2.12391,-2.06746,-2.011,-4.04343,-3.98698,-3.93052,-3.87406,-3.81761,-3.76115,-3.70469,-3.64824,-3.59178,-3.53532,-3.47887,-3.42241,-3.36596,-3.3095,-3.25304,-3.19659,-3.14013,-3.08367,-3.02722,-2.97076,-2.9143,-2.85785,-2.80139,-2.74494,-2.68848,-2.63202,-2.57557,-2.51911,-2.46265,-2.4062,-2.34974,-2.29328,-2.23683,-2.18037,-2.12391,-2.06746,-2.011
-49.6646,0.98715,0.156986,4,31,0,54.8333,1.9364,0.00900784,0.0139558,86.3771,0.00802467,-4.04228,-3.9861,-3.92993,-3.87376,-3.81758,-3.76141,-3.70524,-3.64907,-3.59289,-3.53672,-3.48055,-3.42438,-3.3682,-3.31203,-3.25586,-3.19969,-3.14351,-3.08734,-3.03117,-2.975,-2.91882,-2.86265,-2.80648,-2.7503,-2.69413,-2.63796,-2.58179,-2.52561,-2.46944,-2.41327,-2.3571,-2.30092,-2.24475,-2.18858,-2.13241,-2.07623,-2.02006,-4.04228,-3.9861,-3.92993,-3.87376,-3.81758,-3.76141,-3.70524,-3.64907,-3.59289,-3.53672,-3.48055,-3.42438,-3.3682,-3.31203,-3.25586,-3.19969,-3.14351,-3.08734,-3.03117,-2.975,-2.91882,-2.86265,-2.80648,-2.7503,-2.69413,-2.63796,-2.58179,-2.52561,-2.46944,-2.41327,-2.3571,-2.30092,-2.24475,-2.18858,-2.13241,-2.07623,-2.02006
-49.5468,0.972826,0.156986,5,31,0,50.3768,1.93463,0.00893826,0.0139714,86.0253,0.00805748,-4.0473,-3.9909,-3.9345,-3.87809,-3.82169,-3.76529,-3.70889,-3.65248,-3.59608,-3.53968,-3.48328,-3.42687,-3.37047,-3.31407,-3.25767,-3.20126,-3.14486,-3.08846,-3.03206,-2.97566,-2.91925,-2.86285,-2.80645,-2.75005,-2.69364,-2.63724,-2.58084,-2.52444,-2.46803,-2.41163,-2.35523,-2.29883,-2.24242,-2.18602,-2.12962,-2.07322,-2.01682,-4.0473,-3.9909,-3.9345,-3.87809,-3.82169,-3.76529,-3.70889,-3.65248,-3.59608,-3.53968,-3.48328,-3.42687,-3.37047,-3.31407,-3.25767,-3.20126,-3.14486,-3.08846,-3.03206,-2.97566,-2.91925,-2.86285,-2.80645,-2.75005,-2.69364,-2.63724,-2.58084,-2.52444,-2.46803,-2.41163,-2.35523,-2.29883,-2.24242,-2.18602,-2.12962,-2.07322,-2.01682
-49.8393,0.999803,0.156986,4,15,0,50.0503,1.93391,0.00891906,0.0140351,85.8843,0.00807071,-4.04835,-3.99186,-3.93536,-3.87887,-3.82237,-3.76588,-3.70938,-3.65289,-3.59639,-3.5399,-3.4834,-3.42691,-3.37041,-3.31392,-3.25742,-3.20093,-3.14443,-3.08794,-3.03144,-2.97495,-2.91845,-2.86196,-2.80546,-2.74897,-2.69247,-2.63598,-2.57948,-2.52299,-2.46649,-2.41,-2.3535,-2.29701,-2.24051,-2.18402,-2.12752,-2.07103,-2.01453,-4.04835,-3.99186,-3.93536,-3.87887,-3.82237,-3.76588,-3.70938,-3.65289,-3.59639,-3.5399,-3.4834,-3.42691,-3.37041,-3.31392,-3.25742,-3.20093,-3.14443,-3.08794,-3.03144,-2.97495,-2.91845,-2.86196,-2.80546,-2.74897,-2.69247,-2.63598,-2.57948,-2.52299,-2.46649,-2.41,-2.3535,-2.29701,-2.24051,-2.18402,-2.12752,-2.07103,-2.01453
-51.0069,0.819326,0.156986,2,7,0,51.5145,1.93443,0.00890774,0.0140933,85.9856,0.0080612,-4.05041,-3.99398,-3.93755,-3.88113,-3.8247,-3.76827,-3.71184,-3.65541,-3.59898,-3.54256,-3.48613,-3.4297,-3.37327,-3.31684,-3.26041,-3.20399,-3.14756,-3.09113,-3.0347,-2.97827,-2.92184,-2.86542,-2.80899,-2.75256,-2.69613,-2.6397,-2.58327,-2.52685,-2.47042,-2.41399,-2.35756,-2.30113,-2.2447,-2.18827,-2.13185,-2.07542,-2.01899,-4.05041,-3.99398,-3.93755,-3.88113,-3.8247,-3.76827,-3.71184,-3.65541,-3.59898,-3.54256,-3.48613,-3.4297,-3.37327,-3.31684,-3.26041,-3.20399,-3.14756,-3.09113,-3.0347,-2.97827,-2.92184,-2.86542,-2.80899,-2.75256,-2.69613,-2.6397,-2.58327,-2.52685,-2.47042,-2.41399,-2.35756,-2.30113,-2.2447,-2.18827,-2.13185,-2.07542,-2.01899
-50.6647,0.998381,0.156986,4,15,0,51.2322,1.93482,0.00892863,0.0141769,86.0628,0.00805397,-4.04867,-3.99229,-3.93591,-3.87954,-3.82316,-3.76678,-3.7104,-3.65403,-3.59765,-3.54127,-3.48489,-3.42851,-3.37214,-3.31576,-3.25938,-3.203,-3.14663,-3.09025,-3.03387,-2.97749,-2.92111,-2.86474,-2.80836,-2.75198,-2.6956,-2.63923,-2.58285,-2.52647,-2.47009,-2.41371,-2.35734,-2.30096,-2.24458,-2.1882,-2.13183,-2.07545,-2.01907,-4.04867,-3.99229,-3.93591,-3.87954,-3.82316,-3.76678,-3.7104,-3.65403,-3.59765,-3.54127,-3.48489,-3.42851,-3.37214,-3.31576,-3.25938,-3.203,-3.14663,-3.09025,-3.03387,-2.97749,-2.92111,-2.86474,-2.80836,-2.75198,-2.6956,-2.63923,-2.58285,-2.52647,-2.47009,-2.41371,-2.35734,-2.30096,-2.24458,-2.1882,-2.13183,-2.07545,-2.01907
-52.0461,0.738853,0.156986,1,3,0,52.4871,1.93537,0.00892864,0.014122,86.173,0.00804367,-4.04953,-3.99322,-3.93692,-3.88061,-3.8243,-3.768,-3.71169,-3.65539,-3.59908,-3.54278,-3.48647,-3.43016,-3.37386,-3.31755,-3.26125,-3.20494,-3.14864,-3.09233,-3.03602,-2.97972,-2.92341,-2.86711,-2.8108,-2.7545,-2.69819,-2.64188,-2.58558,-2.52927,-2.47297,-2.41666,-2.36036,-2.30405,-2.24775,-2.19144,-2.13513,-2.07883,-2.02252,-4.04953,-3.99322,-3.93692,-3.88061,-3.8243,-3.768,-3.71169,-3.65539,-3.59908,-3.54278,-3.48647,-3.43016,-3.37386,-3.31755,-3.26125,-3.20494,-3.14864,-3.09233,-3.03602,-2.97972,-2.92341,-2.86711,-2.8108,-2.7545,-2.69819,-2.64188,-2.58558,-2.52927,-2.47297,-2.41666,-2.36036,-2.30405,-2.24775,-2.19144,-2.13513,-2.07883,-2.02252
-49.3837,0.769663,0.156986,2,7,0,55.0814,1.93439,0.00895577,0.0136366,85.9782,0.00806189,-4.04498,-3.98854,-3.93211,-3.87568,-3.81924,-3.76281,-3.70638,-3.64994,-3.59351,-3.53708,-3.48064,-3.42421,-3.36778,-3.31134,-3.25491,-3.19848,-3.14204,-3.08561,-3.02918,-2.97275,-2.91631,-2.85988,-2.80345,-2.74701,-2.69058,-2.63415,-2.57771,-2.52128,-2.46485,-2.40841,-2.35198,-2.29555,-2.23911,-2.18268,-2.12625,-2.06981,-2.01338,-4.04498,-3.98854,-3.93211,-3.87568,-3.81924,-3.76281,-3.70638,-3.64994,-3.59351,-3.53708,-3.48064,-3.42421,-3.36778,-3.31134,-3.25491,-3.19848,-3.14204,-3.08561,-3.02918,-2.97275,-2.91631,-2.85988,-2.80345,-2.74701,-2.69058,-2.63415,-2.57771,-2.52128,-2.46485,-2.40841,-2.35198,-2.29555,-2.23911,-2.18268,-2.12625,-2.06981,-2.01338
-50.1192,0.992536,0.156986,3,15,0,51.823,1.93556,0.00900079,0.0129283,86.2113,0.0080401,-4.04177,-3.98549,-3.92921,-3.87293,-3.81665,-3.76037,-3.70409,-3.64781,-3.59153,-3.53525,-3.47897,-3.42269,-3.36641,-3.31013,-3.25385,-3.19756,-3.14128,-3.085,-3.02872,-2.97244,-2.91616,-2.85988,-2.8036,-2.74732,-2.69104,-2.63476,-2.57848,-2.5222,-2.46592,-2.40964,-2.35335,-2.29707,-2.24079,-2.18451,-2.12823,-2.07195,-2.01567,-4.04177,-3.98549,-3.92921,-3.87293,-3.81665,-3.76037,-3.70409,-3.64781,-3.59153,-3.53525,-3.47897,-3.42269,-3.36641,-3.31013,-3.25385,-3.19756,-3.14128,-3.085,-3.02872,-2.97244,-2.91616,-2.85988,-2.8036,-2.74732,-2.69104,-2.63476,-2.57848,-2.5222,-2.46592,-2.40964,-2.35335,-2.29707,-2.24079,-2.18451,-2.12823,-2.07195,-2.01567
-50.3299,0.989947,0.156986,2,7,0,51.0472,1.93628,0.00899613,0.0127564,86.3531,0.00802689,-4.04339,-3.9872,-3.93101,-3.87483,-3.81864,-3.76245,-3.70626,-3.65007,-3.59388,-3.5377,-3.48151,-3.42532,-3.36913,-3.31294,-3.25675,-3.20057,-3.14438,-3.08819,-3.032,-2.97581,-2.91963,-2.86344,-2.80725,-2.75106,-2.69487,-2.63868,-2.5825,-2.52631,-2.47012,-2.41393,-2.35774,-2.30155,-2.24537,-2.18918,-2.13299,-2.0768,-2.02061,-4.04339,-3.9872,-3.93101,-3.87483,-3.81864,-3.76245,-3.70626,-3.65007,-3.59388,-3.5377,-3.48151,-3.42532,-3.36913,-3.31294,-3.25675,-3.20057,-3.14438,-3.08819,-3.032,-2.97581,-2.91963,-2.86344,-2.80725,-2.75106,-2.69487,-2.63868,-2.5825,-2.52631,-2.47012,-2.41393,-2.35774,-2.30155,-2.24537,-2.18918,-2.13299,-2.0768,-2.02061
-49.4448,0.740195,0.156986,2,7,0,52.5639,1.93573,0.00897936,0.0129855,86.2435,0.0080371,-4.04441,-3.98815,-3.93189,-3.87563,-3.81937,-3.76311,-3.70685,-3.65059,-3.59433,-3.53807,-3.48181,-3.42555,-3.36929,-3.31303,-3.25677,-3.20051,-3.14425,-3.08799,-3.03173,-2.97547,-2.91921,-2.86295,-2.80669,-2.75043,-2.69417,-2.63792,-2.58166,-2.5254,-2.46914,-2.41288,-2.35662,-2.30036,-2.2441,-2.18784,-2.13158,-2.07532,-2.01906,-4.04441,-3.98815,-3.93189,-3.87563,-3.81937,-3.76311,-3.70685,-3.65059,-3.59433,-3.53807,-3.48181,-3.42555,-3.36929,-3.31303,-3.25677,-3.20051,-3.14425,-3.08799,-3.03173,-2.97547,-2.91921,-2.86295,-2.80669,-2.75043,-2.69417,-2.63792,-2.58166,-2.5254,-2.46914,-2.41288,-2.35662,-2.30036,-2.2441,-2.18784,-2.13158,-2.07532,-2.01906
-49.1346,0.683686,0.156986,3,11,0,51.4013,1.93633,0.00900357,0.0133867,86.3643,0.00802586,-4.04265,-3.98647,-3.93029,-3.87411,-3.81793,-3.76175,-3.70556,-3.64938,-3.5932,-3.53702,-3.48084,-3.42466,-3.36848,-3.3123,-3.25612,-3.19994,-3.14375,-3.08757,-3.03139,-2.97521,-2.91903,-2.86285,-2.80667,-2.75049,-2.69431,-2.63813,-2.58194,-2.52576,-2.46958,-2.4134,-2.35722,-2.30104,-2.24486,-2.18868,-2.1325,-2.07632,-2.02014,-4.04265,-3.98647,-3.93029,-3.87411,-3.81793,-3.76175,-3.70556,-3.64938,-3.5932,-3.53702,-3.48084,-3.42466,-3.36848,-3.3123,-3.25612,-3.19994,-3.14375,-3.08757,-3.03139,-2.97521,-2.91903,-2.86285,-2.80667,-2.75049,-2.69431,-2.63813,-2.58194,-2.52576,-2.46958,-2.4134,-2.35722,-2.30104,-2.24486,-2.18868,-2.1325,-2.07632,-2.02014
-49.2329,0.993155,0.156986,4,23,0,49.7114,1.93377,0.00892176,0.013414,85.8568,0.00807329,-4.04783,-3.99132,-3.93481,-3.87829,-3.82178,-3.76527,-3.70875,-3.65224,-3.59573,-3.53922,-3.4827,-3.42619,-3.36968,-3.31316,-3.25665,-3.20014,-3.14362,-3.08711,-3.0306,-2.97408,-2.91757,-2.86106,-2.80455,-2.74803,-2.69152,-2.63501,-2.57849,-2.52198,-2.46547,-2.40895,-2.35244,-2.29593,-2.23942,-2.1829,-2.12639,-2.06988,-2.01336,-4.04783,-3.99132,-3.93481,-3.87829,-3.82178,-3.76527,-3.70875,-3.65224,-3.59573,-3.53922,-3.4827,-3.42619,-3.36968,-3.31316,-3.25665,-3.20014,-3.14362,-3.08711,-3.0306,-2.97408,-2.91757,-2.86106,-2.80455,-2.74803,-2.69152,-2.63501,-2.57849,-2.52198,-2.46547,-2.40895,-2.35244,-2.29593,-2.23942,-2.1829,-2.12639,-2.06988,-2.01336
-49.0797,0.960766,0.156986,2,3,0,49.3474,1.93406,0.00892442,0.0134117,85.9137,0.00806795,-4.04798,-3.9915,-3.93503,-3.87855,-3.82208,-3.7656,-3.70913,-3.65265,-3.59617,-3.5397,-3.48322,-3.42675,-3.37027,-3.3138,-3.25732,-3.20085,-3.14437,-3.08789,-3.03142,-2.97494,-2.91847,-2.86199,-2.80552,-2.74904,-2.69256,-2.63609,-2.57961,-2.52314,-2.46666,-2.41019,-2.35371,-2.29724,-2.24076,-2.18428,-2.12781,-2.07133,-2.01486,-4.04798,-3.9915,-3.93503,-3.87855,-3.82208,-3.7656,-3.70913,-3.65265,-3.59617,-3.5397,-3.48322,-3.42675,-3.37027,-3.3138,-3.25732,-3.20085,-3.14437,-3.08789,-3.03142,-2.97494,-2.91847,-2.86199,-2.80552,-2.74904,-2.69256,-2.63609,-2.57961,-2.52314,-2.46666,-2.41019,-2.35371,-2.29724,-2.24076,-2.18428,-2.12781,-2.07133,-2.01486
-49.1587,0.852578,0.156986,5,31,0,50.0689,1.93572,0.00899119,0.0131492,86.2431,0.00803713,-4.04309,-3.98683,-3.93057,-3.87431,-3.81805,-3.76179,-3.70553,-3.64927,-3.59301,-3.53675,-3.48049,-3.42423,-3.36797,-3.31171,-3.25545,-3.19919,-3.14293,-3.08667,-3.03041,-2.97415,-2.91789,-2.86163,-2.80537,-2.74911,-2.69285,-2.63659,-2.58033,-2.52407,-2.46781,-2.41155,-2.35529,-2.29903,-2.24277,-2.18651,-2.13025,-2.07399,-2.01773,-4.04309,-3.98683,-3.93057,-3.87431,-3.81805,-3.76179,-3.70553,-3.64927,-3.59301,-3.53675,-3.48049,-3.42423,-3.36797,-3.31171,-3.25545,-3.19919,-3.14293,-3.08667,-3.03041,-2.97415,-2.91789,-2.86163,-2.80537,-2.74911,-2.69285,-2.63659,-2.58033,-2.52407,-2.46781,-2.41155,-2.35529,-2.29903,-2.24277,-2.18651,-2.13025,-2.07399,-2.01773
-49.4411,0.845343,0.156986,2,3,0,49.7452,1.93599,0.00898086,0.0131417,86.2964,0.00803217,-4.04465,-3.98843,-3.9322,-3.87598,-3.81975,-3.76353,-3.7073,-3.65108,-3.59485,-3.53863,-3.4824,-3.42617,-3.36995,-3.31372,-3.2575,-3.20127,-3.14505,-3.08882,-3.0326,-2.97637,-2.92015,-2.86392,-2.8077,-2.75147,-2.69525,-2.63902,-2.5828,-2.52657,-2.47035,-2.41412,-2.3579,-2.30167,-2.24545,-2.18922,-2.133,-2.07677,-2.02055,-4.04465,-3.98843,-3.9322,-3.87598,-3.81975,-3.76353,-3.7073,-3.65108,-3.59485,-3.53863,-3.4824,-3.42617,-3.36995,-3.31372,-3.2575,-3.20127,-3.14505,-3.08882,-3.0326,-2.97637,-2.92015,-2.86392,-2.8077,-2.75147,-2.69525,-2.63902,-2.5828,-2.52657,-2.47035,-2.41412,-2.3579,-2.30167,-2.24545,-2.18922,-2.133,-2.07677,-2.02055
