# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 22:52:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_data_4.json
# init = 2 (Default)
# random
#   seed = 3705727105 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_th.20,y_th.21,y_th.22,y_th.23,y_th.24,y_th.25,y_th.26,y_th.27,y_th.28,y_th.29,y_th.30,y_th.31,y_th.32,y_th.33,y_th.34,y_th.35,y_th.36,y_th.37,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19,y_ppc.20,y_ppc.21,y_ppc.22,y_ppc.23,y_ppc.24,y_ppc.25,y_ppc.26,y_ppc.27,y_ppc.28,y_ppc.29,y_ppc.30,y_ppc.31,y_ppc.32,y_ppc.33,y_ppc.34,y_ppc.35,y_ppc.36,y_ppc.37
-50.2383,0.947891,0.142624,4,19,0,51.1326,1.93638,0.00897919,0.0133388,86.3742,0.00802493,-4.04544,-3.98926,-3.93309,-3.87692,-3.82074,-3.76457,-3.70839,-3.65222,-3.59604,-3.53987,-3.48369,-3.42752,-3.37134,-3.31517,-3.259,-3.20282,-3.14665,-3.09047,-3.0343,-2.97812,-2.92195,-2.86577,-2.8096,-2.75342,-2.69725,-2.64108,-2.5849,-2.52873,-2.47255,-2.41638,-2.3602,-2.30403,-2.24785,-2.19168,-2.13551,-2.07933,-2.02316,-4.04544,-3.98926,-3.93309,-3.87692,-3.82074,-3.76457,-3.70839,-3.65222,-3.59604,-3.53987,-3.48369,-3.42752,-3.37134,-3.31517,-3.259,-3.20282,-3.14665,-3.09047,-3.0343,-2.97812,-2.92195,-2.86577,-2.8096,-2.75342,-2.69725,-2.64108,-2.5849,-2.52873,-2.47255,-2.41638,-2.3602,-2.30403,-2.24785,-2.19168,-2.13551,-2.07933,-2.02316
-49.6212,0.990768,0.142624,2,7,0,50.6002,1.93626,0.00898472,0.0132812,86.3499,0.00802719,-4.04464,-3.98844,-3.93225,-3.87606,-3.81987,-3.76368,-3.70749,-3.6513,-3.59511,-3.53892,-3.48273,-3.42654,-3.37035,-3.31416,-3.25797,-3.20178,-3.14559,-3.0894,-3.03321,-2.97702,-2.92083,-2.86464,-2.80845,-2.75226,-2.69607,-2.63988,-2.58369,-2.5275,-2.47131,-2.41512,-2.35893,-2.30274,-2.24655,-2.19035,-2.13416,-2.07797,-2.02178,-4.04464,-3.98844,-3.93225,-3.87606,-3.81987,-3.76368,-3.70749,-3.6513,-3.59511,-3.53892,-3.48273,-3.42654,-3.37035,-3.31416,-3.25797,-3.20178,-3.14559,-3.0894,-3.03321,-2.97702,-2.92083,-2.86464,-2.80845,-2.75226,-2.69607,-2.63988,-2.58369,-2.5275,-2.47131,-2.41512,-2.35893,-2.30274,-2.24655,-2.19035,-2.13416,-2.07797,-2.02178
-49.308,0.964455,0.142624,2,7,0,50.0982,1.93496,0.00897726,0.0133733,86.0915,0.00805129,-4.04346,-3.9871,-3.93074,-3.87438,-3.81803,-3.76167,-3.70531,-3.64895,-3.59259,-3.53623,-3.47987,-3.42351,-3.36715,-3.31079,-3.25444,-3.19808,-3.14172,-3.08536,-3.029,-2.97264,-2.91628,-2.85992,-2.80356,-2.7472,-2.69085,-2.63449,-2.57813,-2.52177,-2.46541,-2.40905,-2.35269,-2.29633,-2.23997,-2.18361,-2.12726,-2.0709,-2.01454,-4.04346,-3.9871,-3.93074,-3.87438,-3.81803,-3.76167,-3.70531,-3.64895,-3.59259,-3.53623,-3.47987,-3.42351,-3.36715,-3.31079,-3.25444,-3.19808,-3.14172,-3.08536,-3.029,-2.97264,-2.91628,-2.85992,-2.80356,-2.7472,-2.69085,-2.63449,-2.57813,-2.52177,-2.46541,-2.40905,-2.35269,-2.29633,-2.23997,-2.18361,-2.12726,-2.0709,-2.01454
-49.0519,0.955107,0.142624,3,15,0,49.9266,1.93449,0.00895236,0.0135047,85.9991,0.00805994,-4.04552,-3.9891,-3.93268,-3.87626,-3.81984,-3.76342,-3.707,-3.65058,-3.59416,-3.53774,-3.48132,-3.42491,-3.36849,-3.31207,-3.25565,-3.19923,-3.14281,-3.08639,-3.02997,-2.97355,-2.91713,-2.86071,-2.80429,-2.74787,-2.69145,-2.63503,-2.57861,-2.52219,-2.46577,-2.40935,-2.35293,-2.29651,-2.24009,-2.18367,-2.12726,-2.07084,-2.01442,-4.04552,-3.9891,-3.93268,-3.87626,-3.81984,-3.76342,-3.707,-3.65058,-3.59416,-3.53774,-3.48132,-3.42491,-3.36849,-3.31207,-3.25565,-3.19923,-3.14281,-3.08639,-3.02997,-2.97355,-2.91713,-2.86071,-2.80429,-2.74787,-2.69145,-2.63503,-2.57861,-2.52219,-2.46577,-2.40935,-2.35293,-2.29651,-2.24009,-2.18367,-2.12726,-2.07084,-2.01442
-49.8835,0.849796,0.142624,1,3,0,49.934,1.93415,0.00895612,0.0134839,85.9303,0.00806639,-4.04456,-3.9881,-3.93163,-3.87517,-3.8187,-3.76224,-3.70578,-3.64931,-3.59285,-3.53638,-3.47992,-3.42345,-3.36699,-3.31052,-3.25406,-3.19759,-3.14113,-3.08466,-3.0282,-2.97173,-2.91527,-2.8588,-2.80234,-2.74588,-2.68941,-2.63295,-2.57648,-2.52002,-2.46355,-2.40709,-2.35062,-2.29416,-2.23769,-2.18123,-2.12476,-2.0683,-2.01183,-4.04456,-3.9881,-3.93163,-3.87517,-3.8187,-3.76224,-3.70578,-3.64931,-3.59285,-3.53638,-3.47992,-3.42345,-3.36699,-3.31052,-3.25406,-3.19759,-3.14113,-3.08466,-3.0282,-2.97173,-2.91527,-2.8588,-2.80234,-2.74588,-2.68941,-2.63295,-2.57648,-2.52002,-2.46355,-2.40709,-2.35062,-2.29416,-2.23769,-2.18123,-2.12476,-2.0683,-2.01183
-51.8637,0.861353,0.142624,2,3,0,52.0268,1.93379,0.00896355,0.0134959,85.8591,0.00807308,-4.04318,-3.98667,-3.93015,-3.87364,-3.81713,-3.76062,-3.70411,-3.6476,-3.59109,-3.53457,-3.47806,-3.42155,-3.36504,-3.30853,-3.25202,-3.1955,-3.13899,-3.08248,-3.02597,-2.96946,-2.91295,-2.85644,-2.79992,-2.74341,-2.6869,-2.63039,-2.57388,-2.51737,-2.46085,-2.40434,-2.34783,-2.29132,-2.23481,-2.1783,-2.12179,-2.06527,-2.00876,-4.04318,-3.98667,-3.93015,-3.87364,-3.81713,-3.76062,-3.70411,-3.6476,-3.59109,-3.53457,-3.47806,-3.42155,-3.36504,-3.30853,-3.25202,-3.1955,-3.13899,-3.08248,-3.02597,-2.96946,-2.91295,-2.85644,-2.79992,-2.74341,-2.6869,-2.63039,-2.57388,-2.51737,-2.46085,-2.40434,-2.34783,-2.29132,-2.23481,-2.1783,-2.12179,-2.06527,-2.00876
-53.2035,0.918613,0.142624,3,15,0,55.869,1.9354,0.00891933,0.0130623,86.1786,0.00804315,-4.05061,-3.99431,-3.93801,-3.88171,-3.8254,-3.7691,-3.7128,-3.6565,-3.6002,-3.54389,-3.48759,-3.43129,-3.37499,-3.31869,-3.26238,-3.20608,-3.14978,-3.09348,-3.03718,-2.98087,-2.92457,-2.86827,-2.81197,-2.75567,-2.69936,-2.64306,-2.58676,-2.53046,-2.47416,-2.41785,-2.36155,-2.30525,-2.24895,-2.19265,-2.13634,-2.08004,-2.02374,-4.05061,-3.99431,-3.93801,-3.88171,-3.8254,-3.7691,-3.7128,-3.6565,-3.6002,-3.54389,-3.48759,-3.43129,-3.37499,-3.31869,-3.26238,-3.20608,-3.14978,-3.09348,-3.03718,-2.98087,-2.92457,-2.86827,-2.81197,-2.75567,-2.69936,-2.64306,-2.58676,-2.53046,-2.47416,-2.41785,-2.36155,-2.30525,-2.24895,-2.19265,-2.13634,-2.08004,-2.02374
-51.3668,0.960429,0.142624,3,11,0,54.1753,1.93609,0.00896647,0.0128076,86.3164,0.00803031,-4.04641,-3.9902,-3.93398,-3.87777,-3.82156,-3.76535,-3.70914,-3.65292,-3.59671,-3.5405,-3.48429,-3.42808,-3.37186,-3.31565,-3.25944,-3.20323,-3.14701,-3.0908,-3.03459,-2.97838,-2.92217,-2.86595,-2.80974,-2.75353,-2.69732,-2.64111,-2.58489,-2.52868,-2.47247,-2.41626,-2.36004,-2.30383,-2.24762,-2.19141,-2.1352,-2.07898,-2.02277,-4.04641,-3.9902,-3.93398,-3.87777,-3.82156,-3.76535,-3.70914,-3.65292,-3.59671,-3.5405,-3.48429,-3.42808,-3.37186,-3.31565,-3.25944,-3.20323,-3.14701,-3.0908,-3.03459,-2.97838,-2.92217,-2.86595,-2.80974,-2.75353,-2.69732,-2.64111,-2.58489,-2.52868,-2.47247,-2.41626,-2.36004,-2.30383,-2.24762,-2.19141,-2.1352,-2.07898,-2.02277
-50.2533,0.99257,0.142624,3,11,0,52.6062,1.93513,0.00899455,0.0131466,86.1249,0.00804816,-4.0418,-3.98546,-3.92912,-3.87279,-3.81645,-3.76011,-3.70377,-3.64744,-3.5911,-3.53476,-3.47843,-3.42209,-3.36575,-3.30942,-3.25308,-3.19674,-3.1404,-3.08407,-3.02773,-2.97139,-2.91506,-2.85872,-2.80238,-2.74604,-2.68971,-2.63337,-2.57703,-2.5207,-2.46436,-2.40802,-2.35168,-2.29535,-2.23901,-2.18267,-2.12634,-2.07,-2.01366,-4.0418,-3.98546,-3.92912,-3.87279,-3.81645,-3.76011,-3.70377,-3.64744,-3.5911,-3.53476,-3.47843,-3.42209,-3.36575,-3.30942,-3.25308,-3.19674,-3.1404,-3.08407,-3.02773,-2.97139,-2.91506,-2.85872,-2.80238,-2.74604,-2.68971,-2.63337,-2.57703,-2.5207,-2.46436,-2.40802,-2.35168,-2.29535,-2.23901,-2.18267,-2.12634,-2.07,-2.01366
-49.9427,1,0.142624,2,7,0,50.7063,1.93615,0.00898134,0.0130161,86.3279,0.00802924,-4.04484,-3.98864,-3.93243,-3.87623,-3.82002,-3.76382,-3.70761,-3.65141,-3.5952,-3.539,-3.48279,-3.42659,-3.37039,-3.31418,-3.25798,-3.20177,-3.14557,-3.08936,-3.03316,-2.97695,-2.92075,-2.86454,-2.80834,-2.75213,-2.69593,-2.63972,-2.58352,-2.52732,-2.47111,-2.41491,-2.3587,-2.3025,-2.24629,-2.19009,-2.13388,-2.07768,-2.02147,-4.04484,-3.98864,-3.93243,-3.87623,-3.82002,-3.76382,-3.70761,-3.65141,-3.5952,-3.539,-3.48279,-3.42659,-3.37039,-3.31418,-3.25798,-3.20177,-3.14557,-3.08936,-3.03316,-2.97695,-2.92075,-2.86454,-2.80834,-2.75213,-2.69593,-2.63972,-2.58352,-2.52732,-2.47111,-2.41491,-2.3587,-2.3025,-2.24629,-2.19009,-2.13388,-2.07768,-2.02147
-49.4575,1,0.142624,5,31,0,50.5991,1.93521,0.0089547,0.0139041,86.1406,0.0080467,-4.04636,-3.99003,-3.93371,-3.87738,-3.82105,-3.76472,-3.7084,-3.65207,-3.59574,-3.53942,-3.48309,-3.42676,-3.37044,-3.31411,-3.25778,-3.20146,-3.14513,-3.0888,-3.03248,-2.97615,-2.91982,-2.86349,-2.80717,-2.75084,-2.69451,-2.63819,-2.58186,-2.52553,-2.46921,-2.41288,-2.35655,-2.30023,-2.2439,-2.18757,-2.13125,-2.07492,-2.01859,-4.04636,-3.99003,-3.93371,-3.87738,-3.82105,-3.76472,-3.7084,-3.65207,-3.59574,-3.53942,-3.48309,-3.42676,-3.37044,-3.31411,-3.25778,-3.20146,-3.14513,-3.0888,-3.03248,-2.97615,-2.91982,-2.86349,-2.80717,-2.75084,-2.69451,-2.63819,-2.58186,-2.52553,-2.46921,-2.41288,-2.35655,-2.30023,-2.2439,-2.18757,-2.13125,-2.07492,-2.01859
-49.2586,0.999677,0.142624,5,31,0,49.7643,1.93396,0.00893191,0.0132996,85.8926,0.00806993,-4.04698,-3.99049,-3.934,-3.87751,-3.82102,-3.76453,-3.70804,-3.65155,-3.59506,-3.53857,-3.48208,-3.42559,-3.3691,-3.31261,-3.25612,-3.19963,-3.14314,-3.08665,-3.03016,-2.97367,-2.91718,-2.8607,-2.80421,-2.74772,-2.69123,-2.63474,-2.57825,-2.52176,-2.46527,-2.40878,-2.35229,-2.2958,-2.23931,-2.18282,-2.12633,-2.06984,-2.01335,-4.04698,-3.99049,-3.934,-3.87751,-3.82102,-3.76453,-3.70804,-3.65155,-3.59506,-3.53857,-3.48208,-3.42559,-3.3691,-3.31261,-3.25612,-3.19963,-3.14314,-3.08665,-3.03016,-2.97367,-2.91718,-2.8607,-2.80421,-2.74772,-2.69123,-2.63474,-2.57825,-2.52176,-2.46527,-2.40878,-2.35229,-2.2958,-2.23931,-2.18282,-2.12633,-2.06984,-2.01335
-49.5133,0.987347,0.142624,3,11,0,49.8133,1.93365,0.00891468,0.0131425,85.8315,0.00807568,-4.04843,-3.9919,-3.93537,-3.87884,-3.82231,-3.76578,-3.70925,-3.65272,-3.59619,-3.53966,-3.48313,-3.4266,-3.37007,-3.31354,-3.25701,-3.20048,-3.14395,-3.08742,-3.03089,-2.97436,-2.91783,-2.8613,-2.80477,-2.74824,-2.69171,-2.63518,-2.57865,-2.52213,-2.4656,-2.40907,-2.35254,-2.29601,-2.23948,-2.18295,-2.12642,-2.06989,-2.01336,-4.04843,-3.9919,-3.93537,-3.87884,-3.82231,-3.76578,-3.70925,-3.65272,-3.59619,-3.53966,-3.48313,-3.4266,-3.37007,-3.31354,-3.25701,-3.20048,-3.14395,-3.08742,-3.03089,-2.97436,-2.91783,-2.8613,-2.80477,-2.74824,-2.69171,-2.63518,-2.57865,-2.52213,-2.4656,-2.40907,-2.35254,-2.29601,-2.23948,-2.18295,-2.12642,-2.06989,-2.01336
-49.251,0.983984,0.142624,4,15,0,49.9066,1.93442,0.00892459,0.0133763,85.985,0.00806126,-4.04852,-3.99209,-3.93566,-3.87923,-3.8228,-3.76637,-3.70994,-3.65352,-3.59709,-3.54066,-3.48423,-3.4278,-3.37137,-3.31494,-3.25851,-3.20209,-3.14566,-3.08923,-3.0328,-2.97637,-2.91994,-2.86351,-2.80708,-2.75065,-2.69423,-2.6378,-2.58137,-2.52494,-2.46851,-2.41208,-2.35565,-2.29922,-2.2428,-2.18637,-2.12994,-2.07351,-2.01708,-4.04852,-3.99209,-3.93566,-3.87923,-3.8228,-3.76637,-3.70994,-3.65352,-3.59709,-3.54066,-3.48423,-3.4278,-3.37137,-3.31494,-3.25851,-3.20209,-3.14566,-3.08923,-3.0328,-2.97637,-2.91994,-2.86351,-2.80708,-2.75065,-2.69423,-2.6378,-2.58137,-2.52494,-2.46851,-2.41208,-2.35565,-2.29922,-2.2428,-2.18637,-2.12994,-2.07351,-2.01708
-49.515,0.703307,0.142624,2,7,0,51.6775,1.9337,0.00892885,0.0135485,85.8416,0.00807473,-4.04692,-3.9904,-3.93387,-3.87735,-3.82083,-3.7643,-3.70778,-3.65126,-3.59474,-3.53821,-3.48169,-3.42517,-3.36864,-3.31212,-3.2556,-3.19907,-3.14255,-3.08603,-3.0295,-2.97298,-2.91646,-2.85994,-2.80341,-2.74689,-2.69037,-2.63384,-2.57732,-2.5208,-2.46427,-2.40775,-2.35123,-2.2947,-2.23818,-2.18166,-2.12514,-2.06861,-2.01209,-4.04692,-3.9904,-3.93387,-3.87735,-3.82083,-3.7643,-3.70778,-3.65126,-3.59474,-3.53821,-3.48169,-3.42517,-3.36864,-3.31212,-3.2556,-3.19907,-3.14255,-3.08603,-3.0295,-2.97298,-2.91646,-2.85994,-2.80341,-2.74689,-2.69037,-2.63384,-2.57732,-2.5208,-2.46427,-2.40775,-2.35123,-2.2947,-2.23818,-2.18166,-2.12514,-2.06861,-2.01209
-49.0924,0.914403,0.142624,4,19,0,50.4147,1.93621,0.00899697,0.0135045,86.339,0.0080282,-4.04319,-3.98699,-3.93079,-3.8746,-3.8184,-3.7622,-3.706,-3.64981,-3.59361,-3.53741,-3.48121,-3.42502,-3.36882,-3.31262,-3.25642,-3.20023,-3.14403,-3.08783,-3.03164,-2.97544,-2.91924,-2.86304,-2.80685,-2.75065,-2.69445,-2.63825,-2.58206,-2.52586,-2.46966,-2.41346,-2.35727,-2.30107,-2.24487,-2.18867,-2.13248,-2.07628,-2.02008,-4.04319,-3.98699,-3.93079,-3.8746,-3.8184,-3.7622,-3.706,-3.64981,-3.59361,-3.53741,-3.48121,-3.42502,-3.36882,-3.31262,-3.25642,-3.20023,-3.14403,-3.08783,-3.03164,-2.97544,-2.91924,-2.86304,-2.80685,-2.75065,-2.69445,-2.63825,-2.58206,-2.52586,-2.46966,-2.41346,-2.35727,-2.30107,-2.24487,-2.18867,-2.13248,-2.07628,-2.02008
