run,strain,pos_selection,well,exp_growth_rate
r2,MG1655_1,0.0_µg/ml_tc,A02,0.012115849658638073
r2,MG1655_2,0.0_µg/ml_tc,A03,0.01152065244461966
r2,3.19_1,0.0_µg/ml_tc,A04,0.011452551351425488
r2,3.19_2,0.0_µg/ml_tc,A05,0.011584263002720687
r2,IW_1,0.0_µg/ml_tc,A06,0.011679063459443882
r2,IW_2,0.0_µg/ml_tc,A07,0.011880581251754415
r2,WTlac_1,0.0_µg/ml_tc,A08,0.011339616803641376
r2,WTlac_2,0.0_µg/ml_tc,A09,0.011359099311704932
r2,lacUV5_1,0.0_µg/ml_tc,A10,0.011367930767844567
r2,lacUV5_2,0.0_µg/ml_tc,A11,0.01137875001889955
r2,MG1655_1,0.0_µg/ml_tc,B02,0.011728364465264943
r2,MG1655_2,0.0_µg/ml_tc,B03,0.011365902951690484
r2,3.19_1,0.0_µg/ml_tc,B04,0.011509832749182646
r2,3.19_2,0.0_µg/ml_tc,B05,0.011447975622030116
r2,IW_1,0.0_µg/ml_tc,B06,0.01174700484454809
r2,IW_2,0.0_µg/ml_tc,B07,0.011679263480757396
r2,WTlac_1,0.0_µg/ml_tc,B08,0.011707628866597182
r2,WTlac_2,0.0_µg/ml_tc,B09,0.011459876428524697
r2,lacUV5_1,0.0_µg/ml_tc,B10,0.011608224177254545
r2,lacUV5_2,0.0_µg/ml_tc,B11,0.011778071395002023
r2,MG1655_1,0.44_µg/ml_tc,C02,0.00901042434915943
r2,MG1655_2,0.44_µg/ml_tc,C03,0.008770754947991486
r2,3.19_1,0.44_µg/ml_tc,C04,0.009140688366089498
r2,3.19_2,0.44_µg/ml_tc,C05,0.009688544307672126
r2,IW_1,0.44_µg/ml_tc,C06,0.011267810288681466
r2,IW_2,0.44_µg/ml_tc,C07,0.011304177250888966
r2,WTlac_1,0.44_µg/ml_tc,C08,0.011628102677118678
r2,WTlac_2,0.44_µg/ml_tc,C09,0.011505189943550983
r2,lacUV5_1,0.44_µg/ml_tc,C10,0.011518438265728445
r2,lacUV5_2,0.44_µg/ml_tc,C11,0.01149587103358004
r2,MG1655_1,0.44_µg/ml_tc,D02,0.008347969351929944
r2,MG1655_2,0.44_µg/ml_tc,D03,0.007811927554279603
r2,3.19_1,0.44_µg/ml_tc,D04,0.0090889594573257
r2,3.19_2,0.44_µg/ml_tc,D05,0.009694137092765195
r2,IW_1,0.44_µg/ml_tc,D06,0.01100613174920832
r2,IW_2,0.44_µg/ml_tc,D07,0.010722461598360943
r2,WTlac_1,0.44_µg/ml_tc,D08,0.01142110005014402
r2,WTlac_2,0.44_µg/ml_tc,D09,0.011258171937383767
r2,lacUV5_1,0.44_µg/ml_tc,D10,0.011358123729116846
r2,lacUV5_2,0.44_µg/ml_tc,D11,0.011182968573527557
r2,MG1655_1,0.72_µg/ml_tc,E02,0.005959146803315149
r2,MG1655_2,0.72_µg/ml_tc,E03,0.005763136296695781
r2,3.19_1,0.72_µg/ml_tc,E04,0.006817469441105751
r2,3.19_2,0.72_µg/ml_tc,E05,0.0073736672308774955
r2,IW_1,0.72_µg/ml_tc,E06,0.009507406949773185
r2,IW_2,0.72_µg/ml_tc,E07,0.008515504450118042
r2,WTlac_1,0.72_µg/ml_tc,E08,0.011081058150482073
r2,WTlac_2,0.72_µg/ml_tc,E09,0.011021476351629941
r2,lacUV5_1,0.72_µg/ml_tc,E10,0.011080137200340952
r2,lacUV5_2,0.72_µg/ml_tc,E11,0.01122087708657984
r2,MG1655_1,0.72_µg/ml_tc,F02,0.005642509376803354
r2,MG1655_2,0.72_µg/ml_tc,F03,0.0054729272945945465
r2,3.19_1,0.72_µg/ml_tc,F04,0.0067952234335623305
r2,3.19_2,0.72_µg/ml_tc,F05,0.006963930796507006
r2,IW_1,0.72_µg/ml_tc,F06,0.009365822965799785
r2,IW_2,0.72_µg/ml_tc,F07,0.009462651506779383
r2,WTlac_1,0.72_µg/ml_tc,F08,0.010808658907447073
r2,WTlac_2,0.72_µg/ml_tc,F09,0.011036415739686072
r2,lacUV5_1,0.72_µg/ml_tc,F10,0.011161224317171535
r2,lacUV5_2,0.72_µg/ml_tc,F11,0.010384590847650404
r2,MG1655_1,1.18_µg/ml_tc,G02,0.002567481980298939
r2,MG1655_2,1.18_µg/ml_tc,G03,0.002899590217722709
r2,3.19_1,1.18_µg/ml_tc,G04,0.004760062228824843
r2,3.19_2,1.18_µg/ml_tc,G05,0.005063921672860173
r2,IW_1,1.18_µg/ml_tc,G06,0.008064400178777993
r2,IW_2,1.18_µg/ml_tc,G07,0.008108793197092833
r2,WTlac_1,1.18_µg/ml_tc,G08,0.01064310607153733
r2,WTlac_2,1.18_µg/ml_tc,G09,0.01074501828939439
r2,lacUV5_1,1.18_µg/ml_tc,G10,0.010891933063318718
r2,lacUV5_2,1.18_µg/ml_tc,G11,0.01083040975977875
r2,MG1655_1,1.18_µg/ml_tc,H02,0.002174670503279157
r2,MG1655_2,1.18_µg/ml_tc,H03,0.0026948887452316176
r2,3.19_1,1.18_µg/ml_tc,H04,0.004758658058303459
r2,3.19_2,1.18_µg/ml_tc,H05,0.004495691671300994
r2,IW_1,1.18_µg/ml_tc,H06,0.007331184484840611
r2,IW_2,1.18_µg/ml_tc,H07,0.00816281424533956
r2,WTlac_1,1.18_µg/ml_tc,H08,0.01049143709612284
r2,WTlac_2,1.18_µg/ml_tc,H09,0.010813281093650068
r2,lacUV5_1,1.18_µg/ml_tc,H10,0.010964960256555398
r2,lacUV5_2,1.18_µg/ml_tc,H11,0.010940073466986614
