run,time_min,temp,OD600,OD600_norm,strain,well,media,pos_selection
r2,6.166666666666667,37.0,0.068,0.029635620915032627,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,13.166666666666666,36.9,0.07,0.03163562091503263,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,20.166666666666668,37.0,0.071,0.032635620915032616,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,27.166666666666668,37.0,0.072,0.03363562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,34.166666666666664,37.0,0.073,0.03463562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,41.166666666666664,37.1,0.075,0.03663562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,48.166666666666664,37.0,0.076,0.03763562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,55.166666666666664,37.0,0.078,0.03963562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,62.166666666666664,37.0,0.079,0.04063562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,69.16666666666667,36.9,0.082,0.043635620915032626,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,76.16666666666667,37.1,0.083,0.04463562091503263,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,83.16666666666667,37.1,0.086,0.047635620915032616,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,90.16666666666667,37.0,0.088,0.04963562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,97.16666666666667,37.0,0.092,0.05363562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,104.16666666666667,37.0,0.094,0.05563562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,111.16666666666667,37.1,0.098,0.059635620915032626,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,118.16666666666667,37.0,0.101,0.06263562091503264,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,125.16666666666667,37.0,0.105,0.06663562091503261,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,132.16666666666666,37.0,0.108,0.06963562091503261,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,139.16666666666666,37.1,0.114,0.07563562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,146.16666666666666,37.1,0.118,0.07963562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,153.16666666666666,37.0,0.124,0.08563562091503263,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,160.16666666666666,37.0,0.129,0.09063562091503263,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,167.16666666666666,37.0,0.134,0.09563562091503264,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,174.16666666666666,37.0,0.139,0.10063562091503264,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,181.16666666666666,37.1,0.143,0.10463562091503262,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,188.16666666666666,37.1,0.152,0.11363562091503263,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
r2,195.16666666666666,37.1,0.159,0.12063562091503263,MG1655_1,A02,M9_0.5%_glucose_supp,0_µg/ml_tc
