run,strain,pos_selection,well,exp_growth_rate
r2,3.19_1,0_µg/ml_tc,D01,0.008894909641803396
r2,IW_1,0_µg/ml_tc,D02,0.009508023485809787
r2,WTlac_1,0_µg/ml_tc,D03,0.009362762522575039
r2,lacUV5_1,0_µg/ml_tc,D04,0.009645156811940572
r2,MG1655_2,0.4_µg/ml_tc,D05,0.006210202425091134
r2,3.19_2,0.4_µg/ml_tc,D06,0.007217480632649174
r2,IW_2,0.4_µg/ml_tc,D07,0.00895555281098773
r2,WTlac_2,0.4_µg/ml_tc,D08,0.00939098599737476
r2,lacUV5_2,0.4_µg/ml_tc,D09,0.009412553848464473
r2,IW_2,1.0_µg/ml_tc,D10,0.005519977696865632
r2,WTlac_2,1.0_µg/ml_tc,D11,0.007400870007895813
r2,lacUV5_2,1.0_µg/ml_tc,D12,0.009071644928269049
r2,MG1655_2,0_µg/ml_tc,E01,0.008805551069221772
r2,3.19_2,0_µg/ml_tc,E02,0.009044351339437966
r2,IW_2,0_µg/ml_tc,E03,0.009763035059336345
r2,WTlac_2,0_µg/ml_tc,E04,0.009274321164835097
r2,MG1655_1,0.63_µg/ml_tc,E05,0.004356997070963254
r2,3.19_1,0.63_µg/ml_tc,E06,0.0057583686196230974
r2,IW_1,0.63_µg/ml_tc,E07,0.008019553622433125
r2,WTlac_1,0.63_µg/ml_tc,E08,0.009668870030896204
r2,lacUV5_1,0.63_µg/ml_tc,E09,0.009567310504398288
r2,MG1655_1,1.0_µg/ml_tc,E10,0.0018402198814104508
r2,3.19_1,1.0_µg/ml_tc,E11,0.0029264806185200945
r2,IW_1,1.0_µg/ml_tc,E12,0.005495888763116543
r2,lacUV5_2,0_µg/ml_tc,F01,0.009196468543500327
r2,MG1655_1,0_µg/ml_tc,F02,0.00872760318137732
r2,3.19_1,0_µg/ml_tc,F03,0.008740950538911232
r2,IW_1,0_µg/ml_tc,F04,0.009367850708565982
r2,MG1655_2,0.63_µg/ml_tc,F05,0.004229703470231925
r2,3.19_2,0.63_µg/ml_tc,F06,0.005566616898582794
r2,IW_2,0.63_µg/ml_tc,F07,0.007677623980033738
r2,WTlac_2,0.63_µg/ml_tc,F08,0.009220909463316343
r2,lacUV5_2,0.63_µg/ml_tc,F09,0.009031462359551299
r2,WTlac_1,1.0_µg/ml_tc,F10,0.008427914580774834
r2,lacUV5_1,1.0_µg/ml_tc,F11,0.0091463396489867
r2,MG1655_2,1.0_µg/ml_tc,F12,0.0017098437858653142
r2,WTlac_1,0_µg/ml_tc,G01,0.008973631535012077
r2,lacUV5_1,0_µg/ml_tc,G02,0.008980184188478567
r2,MG1655_2,0_µg/ml_tc,G03,0.008565961119507734
r2,3.19_2,0_µg/ml_tc,G04,0.008810983300669475
r2,MG1655_1,0.63_µg/ml_tc,G05,0.0040593462083932975
r2,3.19_1,0.63_µg/ml_tc,G06,0.005265005814886555
r2,IW_1,0.63_µg/ml_tc,G07,0.007199359445560149
r2,WTlac_1,0.63_µg/ml_tc,G08,0.008947144070443658
r2,lacUV5_1,0.63_µg/ml_tc,G09,0.009016246262534073
r2,3.19_2,1.0_µg/ml_tc,G10,0.0025175965226079647
r2,IW_2,1.0_µg/ml_tc,G11,0.00542368765483621
r2,WTlac_2,1.0_µg/ml_tc,G12,0.008541092095883824
r2,IW_2,0_µg/ml_tc,H02,0.00902255244966706
r2,WTlac_2,0_µg/ml_tc,H03,0.00820014923934623
r2,lacUV5_2,0_µg/ml_tc,H04,0.008822477642970566
r2,MG1655_2,0.63_µg/ml_tc,H05,0.004052889852490581
r2,3.19_2,0.63_µg/ml_tc,H06,0.005219319451767416
r2,IW_2,0.63_µg/ml_tc,H07,0.007201751185619574
r2,WTlac_2,0.63_µg/ml_tc,H08,0.008402395698814883
r2,lacUV5_2,0.63_µg/ml_tc,H09,0.005869106289418662
r2,lacUV5_2,1.0_µg/ml_tc,H10,0.00851267759077802
