run,strain,pos_selection,well,exp_growth_rate
r1,MG1655_1,0.0_µg/ml_tc,A02,0.011496979313945783
r1,MG1655_2,0.0_µg/ml_tc,A03,0.01151518785595118
r1,3.19_1,0.0_µg/ml_tc,A04,0.011738558238905602
r1,3.19_2,0.0_µg/ml_tc,A05,0.011919348456983064
r1,IW_1,0.0_µg/ml_tc,A06,0.012100545290170284
r1,IW_2,0.0_µg/ml_tc,A07,0.012115674225521168
r1,WTlac_1,0.0_µg/ml_tc,A08,0.01051357802036112
r1,WTlac_2,0.0_µg/ml_tc,A09,0.010487185618934159
r1,lacUV5_1,0.0_µg/ml_tc,A10,0.01170931092841298
r1,lacUV5_2,0.0_µg/ml_tc,A11,0.011637636056489029
r1,MG1655_1,0.0_µg/ml_tc,B02,0.011534940433959967
r1,MG1655_2,0.0_µg/ml_tc,B03,0.011591582098544242
r1,3.19_1,0.0_µg/ml_tc,B04,0.011942401501190835
r1,3.19_2,0.0_µg/ml_tc,B05,0.011875341141508029
r1,IW_1,0.0_µg/ml_tc,B06,0.01211573776979694
r1,IW_2,0.0_µg/ml_tc,B07,0.012028963855531313
r1,WTlac_1,0.0_µg/ml_tc,B08,0.010694736605281701
r1,WTlac_2,0.0_µg/ml_tc,B09,0.010407356837153218
r1,lacUV5_1,0.0_µg/ml_tc,B10,0.011574962574950685
r1,lacUV5_2,0.0_µg/ml_tc,B11,0.011577958195063456
r1,lacUV5_1,8.48_µg/ml_tc,C10,0.01079938936478945
r1,lacUV5_2,8.48_µg/ml_tc,C11,0.010790470342362699
r1,lacUV5_1,8.48_µg/ml_tc,D10,0.01065081063444915
r1,lacUV5_2,8.48_µg/ml_tc,D11,0.010671108703844539
r1,lacUV5_1,13.4_µg/ml_tc,E10,0.010597777224585218
r1,lacUV5_2,13.4_µg/ml_tc,E11,0.010244029396677587
r1,lacUV5_1,13.4_µg/ml_tc,F10,0.010504648295634115
r1,lacUV5_2,13.4_µg/ml_tc,F11,0.010287073631610749
r1,lacUV5_1,22.8_µg/ml_tc,G10,0.009702029623486971
r1,lacUV5_2,22.8_µg/ml_tc,G11,0.009505131377086067
r1,lacUV5_1,22.8_µg/ml_tc,H10,0.00960700412447651
r1,lacUV5_2,22.8_µg/ml_tc,H11,0.009454426028762881
